Draw date,Last Day To Claim,Winning Numbers,Megaball,Megaplier,Jackpot,Jackpot Cash Value,Jackpot Winners,Jackpot CO Winners,Match 5 Prize,Match 5 CO Winners,Match 5 Prize (with Megaplier),Match 5 CO Winners (with Megaplier),Match 4 + Megaball Prize,Match 4 + Megaball CO Winners,Match 4 + Megaball Prize (with Megaplier),Match 4 + Megaball CO Winners (with Megaplier),Match 4 Prize,Match 4 CO Winners,Match 4 Prize (with Megaplier),Match 4 CO Winners (with Megaplier),Match 3 + Megaball Prize,Match 3 + Megaball CO Winners,Match 3 + Megaball Prize (with Megaplier),Match 3 + Megaball CO Winners (with Megaplier),Match 3 Prize,Match 3 CO Winners,Match 3 Prize (with Megaplier),Match 3 CO Winners (with Megaplier),Match 2 + Megaball Prize,Match 2 + Megaball CO Winners,Match 2 + Megaball Prize (with Megaplier),Match 2 + Megaball CO Winners (with Megaplier),Match 1 + Megaball Prize,Match 1 + Megaball CO Winners,Match 1 + Megaball Prize (with Megaplier),Match 1 + Megaball CO Winners (with Megaplier),Match 0 + Megaball Prize,Match 0 + Megaball CO Winners,Match 0 + Megaball Prize (with Megaplier),Match 0 + Megaball CO Winners (with Megaplier)
"Oct. 27, 2020",04/25/2021,6 - 13 - 34 - 46 - 62,1,3,"$109,000,000","$83,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",3,$200,3,$600,4,$10,103,$30,78,$10,87,$30,72,$4,741,$12,583,$2,1612,$6,1470
"Oct. 23, 2020",04/21/2021,18 - 34 - 44 - 60 - 69,22,2,"$97,000,000","$75,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",0,$200,5,$400,3,$10,96,$20,81,$10,74,$20,69,$4,632,$8,542,$2,1615,$4,1466
"Oct. 20, 2020",04/18/2021,46 - 54 - 57 - 58 - 66,10,3,"$86,000,000","$67,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,2,"$1,500",2,$200,2,$600,2,$10,91,$30,74,$10,89,$30,86,$4,674,$12,589,$2,1788,$6,1684
"Oct. 16, 2020",04/14/2021,27 - 32 - 50 - 52 - 57,12,5,"$77,000,000","$60,100,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",0,"$50,000",0,$500,1,"$2,500",0,$200,1,"$1,000",2,$10,79,$50,72,$10,77,$50,76,$4,617,$20,555,$2,1633,$10,1455
"Oct. 13, 2020",04/11/2021,11 - 44 - 45 - 46 - 70,25,2,"$69,000,000","$53,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",4,$200,7,$400,3,$10,97,$20,94,$10,65,$20,67,$4,624,$8,548,$2,1479,$4,1331
"Oct. 9, 2020",04/07/2021,5 - 11 - 25 - 27 - 64,13,2,"$60,000,000","$46,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",2,$200,4,$400,5,$10,119,$20,121,$10,121,$20,110,$4,706,$8,644,$2,1486,$4,1423
"Oct. 6, 2020",04/04/2021,15 - 16 - 18 - 39 - 59,17,3,"$50,000,000","$39,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",2,$200,3,$600,2,$10,89,$30,78,$10,85,$30,67,$4,593,$12,559,$2,1430,$6,1375
"Oct. 2, 2020",03/31/2021,9 - 38 - 47 - 49 - 68,25,2,"$41,000,000","$32,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",0,$200,2,$400,8,$10,76,$20,54,$10,47,$20,62,$4,525,$8,483,$2,1226,$4,1198
"Sept. 29, 2020",03/28/2021,14 - 39 - 43 - 44 - 67,19,3,"$32,000,000","$25,500,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,3,"$1,500",2,$200,3,$600,2,$10,82,$30,61,$10,80,$30,73,$4,487,$12,478,$2,1303,$6,1230
"Sept. 25, 2020",03/24/2021,20 - 36 - 37 - 48 - 67,16,2,"$24,000,000","$19,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",0,$200,2,$400,0,$10,66,$20,70,$10,53,$20,52,$4,450,$8,441,$2,1216,$4,1134
"Sept. 22, 2020",03/21/2021,36 - 43 - 44 - 55 - 68,12,4,"$22,000,000","$17,400,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,1,"$2,000",2,$200,2,$800,1,$10,62,$40,75,$10,73,$40,55,$4,518,$16,497,$2,1405,$8,1427
"Sept. 18, 2020",03/17/2021,26 - 29 - 41 - 52 - 64,11,3,"$20,000,000","$15,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",1,$200,4,$600,0,$10,55,$30,65,$10,67,$30,60,$4,550,$12,542,$2,1416,$6,1353
"Sept. 15, 2020",03/14/2021,25 - 28 - 38 - 59 - 62,22,4,"$120,000,000","$94,600,000",1,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,2,"$2,000",1,$200,9,$800,3,$10,132,$40,99,$10,127,$40,90,$4,861,$16,723,$2,2187,$8,1835
"Sept. 11, 2020",03/10/2021,3 - 15 - 42 - 48 - 56,13,2,"$108,000,000","$86,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",3,$200,8,$400,5,$10,133,$20,88,$10,128,$20,88,$4,895,$8,792,$2,2174,$4,1950
"Sept. 8, 2020",03/07/2021,7 - 10 - 15 - 31 - 57,21,2,"$97,000,000","$77,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,3,"$1,000",2,$200,5,$400,2,$10,140,$20,103,$10,113,$20,112,$4,794,$8,682,$2,1788,$4,1625
"Sept. 4, 2020",03/03/2021,19 - 22 - 24 - 28 - 53,25,3,"$88,000,000","$69,000,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,2,"$1,500",1,$200,5,$600,2,$10,118,$30,127,$10,101,$30,73,$4,715,$12,626,$2,1772,$6,1521
"Sept. 1, 2020",02/28/2021,15 - 25 - 26 - 38 - 47,22,4,"$78,000,000","$61,100,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,4,"$2,000",4,$200,3,$800,1,$10,113,$40,108,$10,95,$40,68,$4,730,$16,724,$2,1867,$8,1645
"Aug. 28, 2020",02/24/2021,3 - 9 - 50 - 53 - 64,1,3,"$68,000,000","$53,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,3,"$1,500",2,$200,7,$600,4,$10,98,$30,101,$10,85,$30,74,$4,654,$12,592,$2,1574,$6,1465
"Aug. 25, 2020",02/21/2021,8 - 10 - 15 - 17 - 57,12,3,"$57,000,000","$45,500,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,3,"$1,500",3,$200,5,$600,8,$10,112,$30,131,$10,105,$30,103,$4,800,$12,667,$2,1799,$6,1530
"Aug. 21, 2020",02/17/2021,11 - 15 - 31 - 42 - 63,14,2,"$49,000,000","$38,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",3,$200,5,$400,4,$10,103,$20,74,$10,74,$20,61,$4,669,$8,648,$2,1492,$4,1410
"Aug. 18, 2020",02/14/2021,4 - 18 - 26 - 27 - 58,23,4,"$40,000,000","$31,700,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,2,"$2,000",0,$200,3,$800,7,$10,106,$40,101,$10,85,$40,85,$4,599,$16,565,$2,1423,$8,1306
"Aug. 14, 2020",02/10/2021,3 - 24 - 29 - 42 - 47,13,2,"$31,000,000","$24,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",1,$200,6,$400,1,$10,90,$20,94,$10,77,$20,75,$4,585,$8,622,$2,1374,$4,1442
"Aug. 11, 2020",02/07/2021,8 - 22 - 29 - 43 - 56,9,4,"$24,000,000","$19,700,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,1,"$2,000",4,$200,7,$800,2,$10,88,$40,78,$10,63,$40,59,$4,609,$16,610,$2,1419,$8,1467
"Aug. 7, 2020",02/03/2021,4 - 44 - 53 - 64 - 70,3,2,"$22,000,000","$18,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",1,$200,2,$400,2,$10,57,$20,84,$10,59,$20,67,$4,515,$8,534,$2,1290,$4,1363
"Aug. 4, 2020",01/31/2021,2 - 22 - 30 - 42 - 62,20,3,"$20,000,000","$16,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",1,$200,4,$600,1,$10,68,$30,65,$10,82,$30,68,$4,455,$12,510,$2,1111,$6,1182
"July 31, 2020",01/27/2021,12 - 35 - 46 - 48 - 69,23,2,"$22,000,000","$17,900,000",1,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",1,$200,4,$400,5,$10,73,$20,60,$10,64,$20,59,$4,451,$8,476,$2,1221,$4,1207
"July 28, 2020",01/24/2021,17 - 20 - 27 - 31 - 34,19,4,"$20,000,000","$16,200,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,1,"$2,000",1,$200,2,$800,5,$10,79,$40,118,$10,63,$40,71,$4,536,$16,510,$2,1240,$8,1285
"July 24, 2020",01/20/2021,8 - 33 - 39 - 54 - 58,17,3,"$124,000,000","$99,900,000",1,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,2,"$1,500",1,$200,7,$600,7,$10,148,$30,88,$10,109,$30,100,$4,893,$12,746,$2,2219,$6,1858
"July 21, 2020",01/17/2021,14 - 25 - 26 - 41 - 43,15,3,"$113,000,000","$90,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",2,$200,7,$600,3,$10,147,$30,115,$10,112,$30,123,$4,910,$12,766,$2,2333,$6,1890
"July 17, 2020",01/13/2021,12 - 13 - 21 - 46 - 57,21,3,"$101,000,000","$81,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,4,"$1,500",3,$200,5,$600,3,$10,141,$30,102,$10,106,$30,104,$4,797,$12,781,$2,1973,$6,1754
"July 14, 2020",01/10/2021,6 - 26 - 55 - 56 - 64,22,4,"$91,000,000","$73,500,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,2,"$2,000",5,$200,5,$800,1,$10,125,$40,98,$10,80,$40,87,$4,770,$16,683,$2,2021,$8,1692
"July 10, 2020",01/06/2021,10 - 15 - 20 - 49 - 53,22,5,"$83,000,000","$67,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",0,"$50,000",0,$500,2,"$2,500",3,$200,4,"$1,000",4,$10,133,$50,110,$10,97,$50,90,$4,727,$20,644,$2,1788,$10,1617
"July 7, 2020",01/03/2021,16 - 20 - 25 - 30 - 43,18,3,"$73,000,000","$57,600,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",0,$200,4,$600,3,$10,137,$30,110,$10,77,$30,83,$4,771,$12,704,$2,1845,$6,1600
"July 3, 2020",12/30/2020,20 - 40 - 44 - 45 - 50,24,2,"$62,000,000","$48,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",0,$200,6,$400,5,$10,110,$20,106,$10,83,$20,80,$4,666,$8,625,$2,1735,$4,1553
"June 30, 2020",12/27/2020,9 - 16 - 29 - 37 - 53,11,2,"$53,000,000","$42,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,3,"$1,000",3,$200,4,$400,4,$10,128,$20,100,$10,109,$20,124,$4,817,$8,810,$2,1978,$4,1812
"June 26, 2020",12/23/2020,19 - 33 - 37 - 56 - 57,6,2,"$44,000,000","$35,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",1,$200,6,$400,4,$10,87,$20,79,$10,75,$20,69,$4,655,$8,587,$2,1576,$4,1531
"June 23, 2020",12/20/2020,6 - 20 - 37 - 40 - 48,15,3,"$35,000,000","$27,400,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,0,"$1,500",1,$200,4,$600,6,$10,113,$30,81,$10,93,$30,83,$4,614,$12,615,$2,1603,$6,1513
"June 19, 2020",12/16/2020,11 - 34 - 36 - 52 - 66,7,2,"$26,000,000","$20,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",2,$200,4,$400,3,$10,94,$20,89,$10,76,$20,75,$4,673,$8,648,$2,1718,$4,1763
"June 16, 2020",12/13/2020,21 - 23 - 33 - 35 - 42,6,3,"$22,000,000","$17,000,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,2,"$1,500",1,$200,5,$600,4,$10,103,$30,111,$10,94,$30,82,$4,623,$12,634,$2,1419,$6,1462
"June 12, 2020",12/09/2020,9 - 14 - 57 - 67 - 70,2,3,"$20,000,000","$15,700,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,2,"$1,500",0,$200,4,$600,4,$10,84,$30,92,$10,71,$30,73,$4,603,$12,649,$2,1607,$6,1609
"June 9, 2020",12/06/2020,1 - 5 - 9 - 10 - 23,22,2,"$410,000,000","$316,800,000",1,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,13,"$1,000",10,$200,14,$400,18,$10,580,$20,491,$10,390,$20,368,$4,2890,$8,2190,$2,6831,$4,5199
"June 5, 2020",12/02/2020,32 - 35 - 37 - 47 - 55,22,3,"$378,000,000","$284,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,3,"$1,500",4,$200,13,$600,14,$10,279,$30,199,$10,244,$30,205,$4,1945,$12,1503,$2,4863,$6,3918
"June 2, 2020",11/29/2020,9 - 20 - 23 - 26 - 29,8,3,"$356,000,000","$280,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",1,"$30,000",1,$500,5,"$1,500",5,$200,19,$600,13,$10,340,$30,273,$10,304,$30,223,$4,2146,$12,1806,$2,5167,$6,4114
"May 29, 2020",11/25/2020,10 - 13 - 32 - 41 - 51,3,2,"$336,000,000","$264,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,7,"$1,000",5,$200,10,$400,4,$10,286,$20,221,$10,279,$20,210,$4,2016,$8,1565,$2,4747,$4,3771
"May 26, 2020",11/22/2020,34 - 52 - 58 - 59 - 62,4,3,"$313,000,000","$247,400,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",1,$500,0,"$1,500",5,$200,10,$600,7,$10,247,$30,163,$10,209,$30,151,$4,1638,$12,1246,$2,4165,$6,3265
"May 22, 2020",11/18/2020,8 - 10 - 20 - 44 - 46,18,4,"$298,000,000","$237,800,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",1,"$40,000",0,$500,3,"$2,000",1,$200,9,$800,6,$10,236,$40,185,$10,183,$40,153,$4,1476,$16,1110,$2,3491,$8,2532
"May 19, 2020",11/15/2020,8 - 19 - 25 - 36 - 66,9,2,"$274,000,000","$216,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,6,"$1,000",3,$200,4,$400,6,$10,212,$20,157,$10,171,$20,139,$4,1535,$8,1118,$2,3632,$4,2727
"May 15, 2020",11/11/2020,11 - 17 - 32 - 33 - 46,25,3,"$266,000,000","$215,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",1,$500,3,"$1,500",1,$200,9,$600,8,$10,222,$30,148,$10,182,$30,135,$4,1294,$12,1010,$2,3023,$6,2430
"May 12, 2020",11/08/2020,7 - 16 - 27 - 44 - 52,5,5,"$248,000,000","$195,800,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",0,"$50,000",0,$500,6,"$2,500",2,$200,16,"$1,000",5,$10,198,$50,146,$10,205,$50,163,$4,1469,$20,1127,$2,3388,$10,2518
"May 8, 2020",11/04/2020,5 - 20 - 22 - 61 - 70,4,2,"$231,000,000","$183,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",2,$200,7,$400,4,$10,175,$20,115,$10,148,$20,111,$4,1239,$8,998,$2,2979,$4,2289
"May 5, 2020",11/01/2020,7 - 13 - 17 - 21 - 45,14,2,"$215,000,000","$172,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",1,"$20,000",0,$500,3,"$1,000",4,$200,8,$400,8,$10,220,$20,195,$10,163,$20,147,$4,1266,$8,914,$2,2944,$4,2181
"May 1, 2020",10/28/2020,28 - 30 - 31 - 35 - 66,14,2,"$200,000,000","$161,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",1,"$20,000",0,$500,3,"$1,000",3,$200,4,$400,9,$10,166,$20,117,$10,128,$20,109,$4,1067,$8,875,$2,2716,$4,2134
"April 28, 2020",10/25/2020,13 - 19 - 53 - 54 - 63,17,3,"$186,000,000","$150,400,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",2,$200,4,$600,4,$10,146,$30,114,$10,147,$30,104,$4,995,$12,794,$2,2367,$6,1868
"April 24, 2020",10/21/2020,1 - 27 - 32 - 60 - 67,18,2,"$174,000,000","$141,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",1,$200,3,$400,5,$10,130,$20,88,$10,110,$20,86,$4,899,$8,653,$2,2224,$4,1677
"April 21, 2020",10/18/2020,13 - 15 - 24 - 67 - 70,17,2,"$164,000,000","$134,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",1,$200,1,$400,3,$10,125,$20,93,$10,108,$20,89,$4,902,$8,685,$2,2223,$4,1670
"April 17, 2020",10/14/2020,13 - 35 - 39 - 46 - 55,14,4,"$159,000,000","$129,700,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,2,"$2,000",0,$200,5,$800,1,$10,137,$40,82,$10,77,$40,66,$4,777,$16,607,$2,1946,$8,1627
"April 14, 2020",10/11/2020,29 - 47 - 65 - 69 - 70,7,4,"$145,000,000","$114,700,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,1,"$2,000",0,$200,4,$800,4,$10,114,$40,93,$10,101,$40,80,$4,798,$16,618,$2,2130,$8,1740
"April 10, 2020",10/07/2020,2 - 11 - 21 - 57 - 60,13,2,"$136,000,000","$108,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",2,$200,3,$400,4,$10,109,$20,82,$10,103,$20,86,$4,765,$8,668,$2,1757,$4,1511
"April 7, 2020",10/04/2020,25 - 33 - 43 - 51 - 68,20,2,"$127,000,000","$101,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",0,$200,4,$400,4,$10,63,$20,70,$10,62,$20,60,$4,557,$8,449,$2,1298,$4,1167
"April 3, 2020",09/30/2020,24 - 38 - 44 - 57 - 58,17,4,"$121,000,000","$98,200,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,1,"$2,000",0,$200,4,$800,2,$10,73,$40,49,$10,76,$40,53,$4,556,$16,465,$2,1360,$8,1085
"March 31, 2020",09/27/2020,8 - 17 - 51 - 57 - 70,2,4,"$113,000,000","$90,400,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,0,"$2,000",0,$200,4,$800,0,$10,85,$40,63,$10,76,$40,55,$4,562,$16,507,$2,1338,$8,1179
"March 27, 2020",09/23/2020,3 - 25 - 28 - 50 - 60,1,4,"$107,000,000","$85,500,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,2,"$2,000",0,$200,4,$800,4,$10,77,$40,72,$10,62,$40,55,$4,535,$16,438,$2,1201,$8,1058
"March 24, 2020",09/20/2020,2 - 8 - 16 - 18 - 31,14,2,"$101,000,000","$79,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",4,$200,6,$400,5,$10,121,$20,128,$10,100,$20,80,$4,600,$8,554,$2,1401,$4,1174
"March 20, 2020",09/16/2020,34 - 35 - 41 - 45 - 54,5,4,"$96,000,000","$72,700,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",1,$500,0,"$2,000",1,$200,2,$800,2,$10,77,$40,69,$10,38,$40,46,$4,521,$16,434,$2,1324,$8,1212
"March 17, 2020",09/13/2020,20 - 27 - 28 - 58 - 59,25,3,"$90,000,000","$71,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,4,"$1,500",0,$200,1,$600,2,$10,83,$30,66,$10,77,$30,61,$4,557,$12,462,$2,1429,$6,1176
"March 13, 2020",09/09/2020,7 - 22 - 37 - 43 - 44,22,4,"$80,000,000","$61,700,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",1,"$40,000",0,$500,1,"$2,000",3,$200,3,$800,7,$10,98,$40,77,$10,90,$40,66,$4,563,$16,568,$2,1450,$8,1222
"March 10, 2020",09/06/2020,6 - 17 - 48 - 54 - 69,12,5,"$75,000,000","$61,300,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",0,"$50,000",0,$500,1,"$2,500",3,$200,4,"$1,000",3,$10,99,$50,73,$10,85,$50,73,$4,682,$20,554,$2,1595,$10,1400
"March 6, 2020",09/02/2020,15 - 48 - 56 - 58 - 70,4,4,"$70,000,000","$56,600,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,1,"$2,000",3,$200,2,$800,2,$10,74,$40,82,$10,78,$40,62,$4,556,$16,543,$2,1507,$8,1421
"March 3, 2020",08/30/2020,8 - 12 - 33 - 56 - 64,2,2,"$65,000,000","$48,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",1,$200,6,$400,3,$10,98,$20,73,$10,78,$20,71,$4,648,$8,574,$2,1593,$4,1410
"Feb. 28, 2020",08/26/2020,2 - 3 - 14 - 41 - 64,17,2,"$60,000,000","$44,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",0,$200,0,$400,3,$10,99,$20,73,$10,63,$20,75,$4,598,$8,491,$2,1346,$4,1222
"Feb. 25, 2020",08/23/2020,2 - 9 - 43 - 49 - 63,15,2,"$55,000,000","$39,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,4,"$1,000",0,$200,2,$400,4,$10,73,$20,78,$10,73,$20,72,$4,608,$8,520,$2,1506,$4,1265
"Feb. 21, 2020",08/19/2020,4 - 7 - 13 - 16 - 60,6,4,"$50,000,000","$35,900,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,3,"$2,000",2,$200,3,$800,4,$10,97,$40,101,$10,80,$40,55,$4,570,$16,544,$2,1306,$8,1211
"Feb. 18, 2020",08/16/2020,6 - 12 - 39 - 61 - 70,4,3,"$45,000,000","$31,700,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,2,"$1,500",2,$200,5,$600,1,$10,85,$30,73,$10,70,$30,65,$4,583,$12,521,$2,1475,$6,1259
"Feb. 14, 2020",08/12/2020,10 - 32 - 48 - 54 - 55,18,5,"$40,000,000","$28,200,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",0,"$50,000",0,$500,1,"$2,500",0,$200,2,"$1,000",3,$10,87,$50,64,$10,70,$50,71,$4,511,$20,483,$2,1233,$10,1224
"Feb. 11, 2020",08/09/2020,4 - 6 - 32 - 52 - 64,6,2,"$202,000,000","$142,200,000",1,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",4,$200,9,$400,6,$10,168,$20,129,$10,145,$20,134,$4,1194,$8,947,$2,3079,$4,2224
"Feb. 7, 2020",08/05/2020,9 - 14 - 27 - 36 - 52,4,3,"$187,000,000","$131,500,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,2,"$1,500",0,$200,6,$600,4,$10,128,$30,130,$10,150,$30,90,$4,959,$12,762,$2,2246,$6,1815
"Feb. 4, 2020",08/02/2020,32 - 48 - 50 - 51 - 64,10,2,"$168,000,000","$117,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",0,$200,5,$400,5,$10,148,$20,93,$10,141,$20,86,$4,1006,$8,767,$2,2599,$4,2011
"Jan. 31, 2020",07/29/2020,28 - 31 - 33 - 57 - 62,19,2,"$155,000,000","$109,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",3,$200,6,$400,1,$10,124,$20,109,$10,106,$20,97,$4,828,$8,751,$2,2190,$4,1777
"Jan. 28, 2020",07/26/2020,17 - 36 - 47 - 51 - 62,21,3,"$141,000,000","$98,600,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",1,"$30,000",1,$500,2,"$1,500",2,$200,3,$600,6,$10,113,$30,95,$10,92,$30,70,$4,804,$12,679,$2,2026,$6,1795
"Jan. 24, 2020",07/22/2020,3 - 4 - 18 - 23 - 38,24,4,"$130,000,000","$89,500,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",1,$500,1,"$2,000",2,$200,8,$800,7,$10,139,$40,129,$10,81,$40,75,$4,761,$16,618,$2,1711,$8,1572
"Jan. 21, 2020",07/19/2020,16 - 18 - 29 - 31 - 37,8,3,"$116,000,000","$78,600,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",1,"$30,000",0,$500,4,"$1,500",2,$200,7,$600,2,$10,137,$30,98,$10,117,$30,93,$4,848,$12,704,$2,1928,$6,1768
"Jan. 17, 2020",07/15/2020,3 - 25 - 30 - 54 - 70,9,3,"$103,000,000","$69,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,0,"$1,500",1,$200,5,$600,3,$10,101,$30,81,$10,114,$30,91,$4,778,$12,688,$2,1829,$6,1662
"Jan. 14, 2020",07/12/2020,9 - 11 - 13 - 31 - 47,11,2,"$91,000,000","$61,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,3,"$1,000",2,$200,6,$400,9,$10,125,$20,98,$10,113,$20,114,$4,791,$8,776,$2,1739,$4,1524
