Draw date,Last Day To Claim,Winning Numbers,Megaball,Megaplier,Jackpot,Jackpot Cash Value,Jackpot Winners,Jackpot CO Winners,Match 5 Prize,Match 5 CO Winners,Match 5 Prize (with Megaplier),Match 5 CO Winners (with Megaplier),Match 4 + Megaball Prize,Match 4 + Megaball CO Winners,Match 4 + Megaball Prize (with Megaplier),Match 4 + Megaball CO Winners (with Megaplier),Match 4 Prize,Match 4 CO Winners,Match 4 Prize (with Megaplier),Match 4 CO Winners (with Megaplier),Match 3 + Megaball Prize,Match 3 + Megaball CO Winners,Match 3 + Megaball Prize (with Megaplier),Match 3 + Megaball CO Winners (with Megaplier),Match 3 Prize,Match 3 CO Winners,Match 3 Prize (with Megaplier),Match 3 CO Winners (with Megaplier),Match 2 + Megaball Prize,Match 2 + Megaball CO Winners,Match 2 + Megaball Prize (with Megaplier),Match 2 + Megaball CO Winners (with Megaplier),Match 1 + Megaball Prize,Match 1 + Megaball CO Winners,Match 1 + Megaball Prize (with Megaplier),Match 1 + Megaball CO Winners (with Megaplier),Match 0 + Megaball Prize,Match 0 + Megaball CO Winners,Match 0 + Megaball Prize (with Megaplier),Match 0 + Megaball CO Winners (with Megaplier)
"Oct. 16, 2018",04/14/2019,3 - 45 - 49 - 61 - 69,9,5,"$667,000,000","$380,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",0,"$50,000",0,$500,20,"$2,500",11,$200,63,"$1,000",34,$10,1252,$50,764,$10,1059,$50,715,$4,8423,$20,5486,$2,20569,$10,13583
"Oct. 12, 2018",04/10/2019,4 - 24 - 46 - 61 - 70,7,3,"$548,000,000","$312,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,9,"$1,500",6,$200,22,$600,13,$10,645,$30,380,$10,578,$30,365,$4,4684,$12,2915,$2,11108,$6,7302
"Oct. 9, 2018",04/07/2019,20 - 22 - 39 - 54 - 60,18,3,"$470,000,000","$265,200,000",0,0,"$1,000,000",1,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,2,"$1,500",3,$200,19,$600,13,$10,419,$30,275,$10,359,$30,209,$4,2805,$12,1713,$2,6814,$6,4201
"Oct. 5, 2018",04/03/2019,27 - 28 - 32 - 41 - 69,12,2,"$420,000,000","$237,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,4,"$1,000",3,$200,11,$400,6,$10,326,$20,191,$10,299,$20,184,$4,2337,$8,1540,$2,5694,$4,3530
"Oct. 2, 2018",03/31/2019,2 - 22 - 29 - 31 - 34,1,3,"$367,000,000","$213,000,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,6,"$1,500",7,$200,18,$600,2,$10,309,$30,204,$10,238,$30,148,$4,1897,$12,1216,$2,4576,$6,2886
"Sept. 28, 2018",03/27/2019,39 - 45 - 52 - 56 - 59,15,3,"$336,000,000","$197,400,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,4,"$1,500",1,$200,10,$600,11,$10,220,$30,134,$10,210,$30,121,$4,1645,$12,1029,$2,4159,$6,2587
"Sept. 25, 2018",03/24/2019,8 - 16 - 32 - 48 - 61,12,2,"$303,000,000","$176,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,7,"$1,000",2,$200,13,$400,6,$10,249,$20,186,$10,232,$20,148,$4,1783,$8,1130,$2,4291,$4,2815
"Sept. 21, 2018",03/20/2019,1 - 2 - 11 - 52 - 64,9,4,"$275,000,000","$160,500,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,5,"$2,000",3,$200,7,$800,5,$10,229,$40,162,$10,209,$40,127,$4,1474,$16,1036,$2,3486,$8,2292
"Sept. 18, 2018",03/17/2019,31 - 32 - 43 - 63 - 68,17,2,"$252,000,000","$148,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,5,"$1,000",0,$200,11,$400,3,$10,202,$20,144,$10,174,$20,122,$4,1328,$8,859,$2,3547,$4,2189
"Sept. 14, 2018",03/13/2019,23 - 30 - 40 - 43 - 66,13,4,"$227,000,000","$133,900,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",1,"$40,000",0,$500,5,"$2,000",0,$200,8,$800,5,$10,161,$40,104,$10,173,$40,108,$4,1296,$16,885,$2,3365,$8,2198
"Sept. 11, 2018",03/10/2019,15 - 30 - 51 - 62 - 67,19,2,"$207,000,000","$122,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",1,$200,10,$400,5,$10,157,$20,93,$10,147,$20,81,$4,1211,$8,791,$2,2980,$4,1887
"Sept. 7, 2018",03/06/2019,8 - 10 - 41 - 54 - 68,10,2,"$187,000,000","$111,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",1,$200,4,$400,5,$10,122,$20,100,$10,124,$20,102,$4,1137,$8,809,$2,2674,$4,1943
"Sept. 4, 2018",03/03/2019,2 - 7 - 25 - 35 - 44,3,3,"$167,000,000","$99,700,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",3,$200,9,$600,12,$10,159,$30,111,$10,146,$30,122,$4,1108,$12,809,$2,2625,$6,1764
"Aug. 31, 2018",02/27/2019,7 - 18 - 29 - 32 - 45,17,3,"$152,000,000","$91,700,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,4,"$1,500",1,$200,9,$600,6,$10,183,$30,118,$10,123,$30,97,$4,1043,$12,666,$2,2345,$6,1679
"Aug. 28, 2018",02/24/2019,3 - 20 - 33 - 34 - 41,20,3,"$134,000,000","$80,400,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",2,$200,7,$600,2,$10,148,$30,103,$10,126,$30,96,$4,1018,$12,715,$2,2302,$6,1600
"Aug. 24, 2018",02/20/2019,1 - 6 - 13 - 18 - 49,8,2,"$118,000,000","$71,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,3,"$1,000",2,$200,4,$400,11,$10,155,$20,145,$10,144,$20,74,$4,991,$8,716,$2,2246,$4,1592
"Aug. 21, 2018",02/17/2019,14 - 16 - 19 - 38 - 57,11,3,"$102,000,000","$61,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,0,"$1,500",0,$200,5,$600,2,$10,146,$30,104,$10,125,$30,129,$4,994,$12,781,$2,2477,$6,1881
"Aug. 17, 2018",02/13/2019,1 - 31 - 32 - 47 - 56,3,2,"$88,000,000","$52,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",0,$200,4,$400,3,$10,76,$20,69,$10,87,$20,75,$4,743,$8,639,$2,1791,$4,1490
"Aug. 14, 2018",02/10/2019,11 - 26 - 44 - 45 - 46,11,2,"$75,000,000","$44,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",0,$200,5,$400,7,$10,87,$20,72,$10,105,$20,79,$4,818,$8,677,$2,1815,$4,1459
"Aug. 10, 2018",02/06/2019,1 - 3 - 12 - 22 - 42,6,5,"$63,000,000","$37,600,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",0,"$50,000",0,$500,0,"$2,500",2,$200,2,"$1,000",2,$10,114,$50,107,$10,93,$50,98,$4,644,$20,567,$2,1396,$10,1142
"Aug. 7, 2018",02/03/2019,2 - 13 - 15 - 21 - 62,2,5,"$55,000,000","$32,500,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",0,"$50,000",1,$500,1,"$2,500",3,$200,6,"$1,000",6,$10,101,$50,89,$10,76,$50,60,$4,647,$20,513,$2,1440,$10,1227
"Aug. 3, 2018",01/30/2019,9 - 28 - 30 - 54 - 60,2,2,"$50,000,000","$29,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,2,"$1,000",1,$200,1,$400,5,$10,103,$20,66,$10,68,$20,69,$4,598,$8,443,$2,1340,$4,1182
"July 31, 2018",01/27/2019,12 - 15 - 35 - 64 - 69,9,2,"$45,000,000","$26,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,0,"$1,000",1,$200,4,$400,2,$10,69,$20,60,$10,74,$20,70,$4,636,$8,529,$2,1615,$4,1337
"July 27, 2018",01/23/2019,1 - 32 - 40 - 49 - 63,20,3,"$40,000,000","$23,600,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",5,$200,5,$600,3,$10,97,$30,79,$10,67,$30,68,$4,647,$12,520,$2,1470,$6,1280
"July 24, 2018",01/20/2019,1 - 2 - 4 - 19 - 29,20,3,"$522,000,000","$308,100,000",1,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,20,"$1,500",11,$200,44,$600,25,$10,1040,$30,705,$10,788,$30,483,$4,5534,$12,3443,$2,13456,$6,8184
"July 20, 2018",01/16/2019,1 - 14 - 30 - 44 - 62,1,2,"$433,000,000","$260,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,11,"$1,000",9,$200,12,$400,15,$10,469,$20,273,$10,375,$20,251,$4,3116,$8,1902,$2,7551,$4,4675
"July 17, 2018",01/13/2019,40 - 41 - 61 - 66 - 67,12,5,"$375,000,000","$226,400,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",1,"$50,000",1,$500,2,"$2,500",3,$200,16,"$1,000",8,$10,337,$50,171,$10,260,$50,157,$4,2268,$20,1353,$2,5982,$10,3568
"July 13, 2018",01/09/2019,21 - 22 - 39 - 59 - 68,2,2,"$340,000,000","$205,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",2,"$20,000",0,$500,5,"$1,000",3,$200,14,$400,8,$10,293,$20,150,$10,245,$20,138,$4,2064,$8,1191,$2,4964,$4,3018
"July 10, 2018",01/06/2019,1 - 17 - 28 - 56 - 70,14,3,"$306,000,000","$184,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,3,"$1,500",3,$200,11,$600,6,$10,304,$30,167,$10,245,$30,160,$4,1828,$12,1193,$2,4507,$6,2707
"July 6, 2018",01/02/2019,2 - 10 - 46 - 50 - 56,16,3,"$283,000,000","$171,600,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,4,"$1,500",2,$200,11,$600,2,$10,207,$30,137,$10,184,$30,119,$4,1368,$12,840,$2,3287,$6,2123
"July 3, 2018",12/30/2018,13 - 35 - 45 - 49 - 68,23,2,"$256,000,000","$153,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",1,$500,4,"$1,000",1,$200,9,$400,2,$10,219,$20,156,$10,199,$20,134,$4,1507,$8,917,$2,3769,$4,2299
"June 29, 2018",12/26/2018,2 - 32 - 47 - 49 - 68,23,4,"$232,000,000","$140,600,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,3,"$2,000",1,$200,5,$800,5,$10,166,$40,131,$10,169,$40,111,$4,1219,$16,777,$2,3090,$8,1918
"June 26, 2018",12/23/2018,17 - 25 - 29 - 39 - 60,19,2,"$212,000,000","$127,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,3,"$1,000",0,$200,5,$400,7,$10,206,$20,134,$10,179,$20,102,$4,1219,$8,791,$2,2998,$4,1915
"June 22, 2018",12/19/2018,2 - 6 - 11 - 27 - 44,20,2,"$192,000,000","$114,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,4,"$1,000",4,$200,5,$400,6,$10,221,$20,143,$10,127,$20,73,$4,1022,$8,668,$2,2305,$4,1517
"June 19, 2018",12/16/2018,11 - 13 - 28 - 65 - 70,14,3,"$175,000,000","$105,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",1,$200,7,$600,5,$10,136,$30,107,$10,131,$30,92,$4,1073,$12,643,$2,2379,$6,1607
"June 15, 2018",12/12/2018,1 - 11 - 37 - 47 - 51,6,2,"$161,000,000","$96,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",1,$200,8,$400,8,$10,136,$20,99,$10,131,$20,80,$4,979,$8,661,$2,2265,$4,1608
"June 12, 2018",12/09/2018,1 - 3 - 5 - 8 - 70,3,2,"$144,000,000","$85,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,6,"$1,000",3,$200,5,$400,6,$10,206,$20,156,$10,147,$20,90,$4,1038,$8,727,$2,2307,$4,1629
"June 8, 2018",12/05/2018,14 - 30 - 33 - 44 - 56,13,2,"$127,000,000","$75,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",1,"$20,000",0,$500,2,"$1,000",2,$200,5,$400,5,$10,117,$20,77,$10,112,$20,85,$4,869,$8,684,$2,2260,$4,1741
"June 5, 2018",12/02/2018,22 - 33 - 41 - 48 - 52,4,2,"$110,000,000","$65,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",0,$200,5,$400,1,$10,131,$20,96,$10,104,$20,79,$4,870,$8,672,$2,2235,$4,1673
"June 1, 2018",11/28/2018,5 - 24 - 52 - 62 - 66,17,3,"$97,000,000","$57,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,0,"$1,500",3,$200,5,$600,2,$10,93,$30,92,$10,82,$30,57,$4,677,$12,497,$2,1688,$6,1352
"May 29, 2018",11/25/2018,2 - 11 - 55 - 58 - 67,2,3,"$84,000,000","$49,800,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",1,"$30,000",0,$500,2,"$1,500",1,$200,3,$600,5,$10,104,$30,66,$10,88,$30,70,$4,675,$12,529,$2,1681,$6,1292
"May 25, 2018",11/21/2018,11 - 14 - 51 - 64 - 68,25,4,"$73,000,000","$43,400,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,2,"$2,000",0,$200,6,$800,2,$10,88,$40,81,$10,66,$40,75,$4,664,$16,490,$2,1540,$8,1093
"May 22, 2018",11/18/2018,16 - 17 - 21 - 36 - 48,9,3,"$60,000,000","$34,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",0,$200,5,$600,1,$10,82,$30,88,$10,95,$30,71,$4,672,$12,578,$2,1538,$6,1400
"May 18, 2018",11/14/2018,9 - 26 - 53 - 64 - 66,11,2,"$55,000,000","$31,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",3,$200,3,$400,3,$10,70,$20,62,$10,85,$20,60,$4,607,$8,567,$2,1536,$4,1306
"May 15, 2018",11/11/2018,21 - 34 - 44 - 49 - 61,21,2,"$50,000,000","$29,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",1,"$20,000",0,$500,0,"$1,000",0,$200,7,$400,4,$10,61,$20,47,$10,67,$20,51,$4,484,$8,413,$2,1223,$4,1139
"May 11, 2018",11/07/2018,14 - 38 - 40 - 53 - 70,22,3,"$45,000,000","$26,600,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",1,$500,2,"$1,500",0,$200,5,$600,4,$10,81,$30,60,$10,56,$30,58,$4,496,$12,457,$2,1122,$6,1052
"May 8, 2018",11/04/2018,8 - 15 - 39 - 64 - 67,13,2,"$40,000,000","$23,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",2,$200,0,$400,2,$10,67,$20,64,$10,77,$20,62,$4,647,$8,541,$2,1493,$4,1408
"May 4, 2018",10/31/2018,4 - 5 - 10 - 12 - 18,21,4,"$143,000,000","$84,600,000",1,0,"$1,000,000",0,"$4,000,000",1,"$10,000",0,"$40,000",0,$500,7,"$2,000",16,$200,7,$800,8,$10,230,$40,160,$10,116,$40,85,$4,777,$16,595,$2,1641,$8,1327
"May 1, 2018",10/28/2018,2 - 7 - 20 - 55 - 70,1,4,"$126,000,000","$74,300,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",1,"$40,000",0,$500,5,"$2,000",0,$200,5,$800,8,$10,123,$40,95,$10,99,$40,102,$4,868,$16,656,$2,1872,$8,1494
"April 27, 2018",10/24/2018,2 - 29 - 38 - 63 - 66,11,2,"$111,000,000","$65,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",1,$200,3,$400,3,$10,95,$20,83,$10,109,$20,79,$4,834,$8,705,$2,2152,$4,1637
"April 24, 2018",10/21/2018,3 - 19 - 31 - 32 - 48,10,3,"$96,000,000","$56,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,3,"$1,500",3,$200,4,$600,1,$10,102,$30,85,$10,103,$30,86,$4,696,$12,650,$2,1814,$6,1341
"April 20, 2018",10/17/2018,1 - 15 - 18 - 32 - 45,4,2,"$80,000,000","$47,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,3,"$1,000",0,$200,5,$400,1,$10,100,$20,97,$10,95,$20,80,$4,727,$8,551,$2,1765,$4,1397
"April 17, 2018",10/14/2018,12 - 34 - 44 - 47 - 65,22,4,"$67,000,000","$40,100,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,3,"$2,000",2,$200,3,$800,1,$10,90,$40,87,$10,70,$40,64,$4,557,$16,503,$2,1511,$8,1142
"April 13, 2018",10/10/2018,8 - 9 - 32 - 42 - 59,10,4,"$55,000,000","$32,900,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,3,"$2,000",1,$200,4,$800,3,$10,94,$40,78,$10,92,$40,80,$4,700,$16,581,$2,1610,$8,1422
"April 10, 2018",10/07/2018,5 - 13 - 31 - 43 - 53,20,2,"$50,000,000","$30,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,3,"$1,000",3,$200,5,$400,2,$10,91,$20,90,$10,70,$20,47,$4,558,$8,493,$2,1356,$4,1180
"April 6, 2018",10/03/2018,16 - 33 - 51 - 54 - 67,20,4,"$45,000,000","$26,800,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,1,"$2,000",2,$200,5,$800,4,$10,95,$40,72,$10,50,$40,75,$4,477,$16,509,$2,1321,$8,1173
"April 3, 2018",09/30/2018,4 - 29 - 39 - 42 - 62,14,2,"$40,000,000","$24,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$10,000",0,"$20,000",0,$500,1,"$1,000",3,$200,7,$400,6,$10,102,$20,86,$10,89,$20,91,$4,721,$8,604,$2,1815,$4,1563
"March 30, 2018",09/26/2018,11 - 28 - 31 - 46 - 59,1,3,"$521,000,000","$317,200,000",1,0,"$1,000,000",0,"$3,000,000",0,"$10,000",1,"$30,000",0,$500,9,"$1,500",8,$200,25,$600,21,$10,790,$30,496,$10,627,$30,373,$4,4948,$12,3049,$2,11975,$6,7323
"March 27, 2018",09/23/2018,7 - 25 - 43 - 56 - 59,13,3,"$458,000,000","$275,000,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",1,$500,6,"$1,500",2,$200,22,$600,4,$10,319,$30,242,$10,315,$30,191,$4,2531,$12,1605,$2,6081,$6,3792
"March 23, 2018",09/19/2018,4 - 8 - 23 - 53 - 59,17,3,"$421,000,000","$252,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",1,"$30,000",0,$500,4,"$1,500",1,$200,7,$600,12,$10,297,$30,193,$10,240,$30,153,$4,1882,$12,1136,$2,4531,$6,2750
"March 20, 2018",09/16/2018,14 - 38 - 51 - 64 - 70,9,3,"$377,000,000","$224,500,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,3,"$1,500",1,$200,13,$600,8,$10,256,$30,144,$10,200,$30,154,$4,1841,$12,1175,$2,4642,$6,3154
"March 16, 2018",09/12/2018,1 - 13 - 26 - 33 - 52,11,3,"$345,000,000","$206,500,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",1,$500,4,"$1,500",2,$200,16,$600,8,$10,244,$30,151,$10,233,$30,140,$4,1566,$12,1133,$2,3827,$6,2660
"March 13, 2018",09/09/2018,6 - 30 - 58 - 60 - 61,17,5,"$318,000,000","$189,200,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",1,"$50,000",0,$500,5,"$2,500",2,$200,2,"$1,000",9,$10,209,$50,124,$10,179,$50,122,$4,1313,$20,865,$2,3320,$10,2271
"March 9, 2018",09/05/2018,7 - 17 - 18 - 46 - 66,22,4,"$290,000,000","$171,000,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,2,"$2,000",0,$200,2,$800,13,$10,203,$40,141,$10,159,$40,93,$4,1063,$16,752,$2,2581,$8,1814
"March 6, 2018",09/02/2018,1 - 4 - 26 - 35 - 39,22,5,"$265,000,000","$157,200,000",0,0,"$1,000,000",0,"$5,000,000",0,"$10,000",0,"$50,000",2,$500,4,"$2,500",0,$200,11,"$1,000",3,$10,185,$50,129,$10,135,$50,104,$4,1119,$20,747,$2,2604,$10,1926
"March 2, 2018",08/29/2018,24 - 28 - 42 - 60 - 64,8,4,"$243,000,000","$144,500,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,1,"$2,000",2,$200,6,$800,4,$10,140,$40,125,$10,151,$40,102,$4,1114,$16,838,$2,2712,$8,2016
"Feb. 27, 2018",08/26/2018,10 - 17 - 21 - 38 - 43,23,3,"$222,000,000","$131,400,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",1,"$30,000",0,$500,0,"$1,500",2,$200,9,$600,2,$10,182,$30,110,$10,149,$30,87,$4,1097,$12,721,$2,2459,$6,1722
"Feb. 23, 2018",08/22/2018,7 - 11 - 13 - 19 - 58,9,4,"$204,000,000","$120,100,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,4,"$2,000",1,$200,5,$800,9,$10,174,$40,114,$10,166,$40,123,$4,1052,$16,787,$2,2370,$8,1648
"Feb. 20, 2018",08/19/2018,17 - 19 - 23 - 24 - 43,14,3,"$185,000,000","$109,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",6,$200,6,$600,4,$10,130,$30,97,$10,128,$30,86,$4,852,$12,604,$2,1948,$6,1387
"Feb. 16, 2018",08/15/2018,14 - 38 - 48 - 53 - 58,16,3,"$168,000,000","$99,800,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",1,"$30,000",1,$500,2,"$1,500",3,$200,7,$600,2,$10,106,$30,96,$10,102,$30,67,$4,752,$12,525,$2,1901,$6,1369
"Feb. 13, 2018",08/12/2018,5 - 12 - 15 - 46 - 49,1,4,"$153,000,000","$90,600,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,0,"$2,000",3,$200,1,$800,4,$10,129,$40,90,$10,110,$40,79,$4,789,$16,626,$2,1950,$8,1410
"Feb. 9, 2018",08/08/2018,28 - 34 - 41 - 46 - 47,14,3,"$136,000,000","$80,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",2,$200,7,$600,6,$10,126,$30,97,$10,95,$30,78,$4,792,$12,593,$2,1997,$6,1472
"Feb. 6, 2018",08/05/2018,14 - 17 - 25 - 48 - 58,25,3,"$120,000,000","$71,800,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,5,"$1,500",3,$200,6,$600,1,$10,129,$30,101,$10,88,$30,87,$4,746,$12,597,$2,1843,$6,1387
"Feb. 2, 2018",08/01/2018,1 - 4 - 14 - 17 - 40,4,3,"$104,000,000","$62,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,9,"$1,500",2,$200,6,$600,10,$10,123,$30,119,$10,119,$30,114,$4,776,$12,620,$2,1896,$6,1503
"Jan. 30, 2018",07/29/2018,29 - 41 - 42 - 49 - 57,24,3,"$89,000,000","$53,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,3,"$1,500",1,$200,2,$600,3,$10,99,$30,78,$10,70,$30,67,$4,602,$12,503,$2,1578,$6,1304
"Jan. 26, 2018",07/25/2018,10 - 16 - 27 - 38 - 43,1,4,"$76,000,000","$46,600,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,0,"$2,000",2,$200,3,$800,7,$10,109,$40,69,$10,62,$40,71,$4,651,$16,543,$2,1538,$8,1155
"Jan. 23, 2018",07/22/2018,2 - 6 - 30 - 31 - 55,7,4,"$63,000,000","$38,600,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,3,"$2,000",3,$200,4,$800,4,$10,114,$40,76,$10,106,$40,99,$4,779,$16,633,$2,1845,$8,1524
"Jan. 19, 2018",07/18/2018,3 - 17 - 23 - 49 - 66,23,3,"$55,000,000","$33,600,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,4,"$1,500",0,$200,3,$600,3,$10,102,$30,83,$10,62,$30,57,$4,566,$12,456,$2,1424,$6,1096
"Jan. 16, 2018",07/15/2018,3 - 11 - 23 - 29 - 59,18,3,"$50,000,000","$31,000,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",1,"$30,000",0,$500,2,"$1,500",2,$200,6,$600,3,$10,113,$30,108,$10,73,$30,70,$4,533,$12,494,$2,1419,$6,1125
"Jan. 12, 2018",07/11/2018,17 - 18 - 33 - 46 - 60,24,4,"$45,000,000","$27,700,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",0,$500,1,"$2,000",0,$200,2,$800,2,$10,79,$40,91,$10,50,$40,60,$4,522,$16,463,$2,1258,$8,1035
"Jan. 9, 2018",07/08/2018,16 - 29 - 31 - 65 - 67,23,3,"$40,000,000","$24,700,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",0,$500,1,"$1,500",0,$200,2,$600,1,$10,115,$30,90,$10,102,$30,80,$4,671,$12,630,$2,1828,$6,1537
"Jan. 5, 2018",07/04/2018,28 - 30 - 39 - 59 - 70,10,3,"$450,000,000","$281,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$10,000",0,"$30,000",1,$500,20,"$1,500",4,$200,42,$600,28,$10,710,$30,515,$10,692,$30,483,$4,5402,$12,3652,$2,13288,$6,9230
"Jan. 2, 2018",07/01/2018,1 - 42 - 47 - 64 - 70,22,4,"$361,000,000","$225,900,000",0,0,"$1,000,000",0,"$4,000,000",0,"$10,000",0,"$40,000",1,$500,7,"$2,000",5,$200,18,$800,13,$10,450,$40,313,$10,348,$40,259,$4,3070,$16,2023,$2,7679,$8,4836
