,draw_date,draw_year,draw_month,draw_day,winning_numbers_list,winning_numbers,winning_numbers_new,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,ball_1_int,ball_2_int,ball_3_int,ball_4_int,ball_5_int,ball_6_int,odd_even,odd_even_0,odd_even_1,odd_even_2,odd_even_3,odd_even_4,odd_even_5,odd_even_6,high_low,high_low_0,high_low_1,high_low_2,high_low_3,high_low_4,high_low_5,high_low_6,IQR,IQR_0,IQR_1,IQR_2,IQR_3,IQR_4,IQR_5,IQR_6,delta_1,delta_2,delta_3,delta_4,delta_5,jackpot,jackpot_cash_value,jackpot_co_winners,match_5_prize,match_5_co_winners,match_4_prize,match_4_co_winners,match_3_prize,match_3_co_winners,match_5_2x_prize,match_5_2x_winners,match_5_3x_prize,match_5_3x_winners,match_5_4x_prize,match_5_4x_winners,match_5_5x_prize,match_5_5x_winners,match_4_2x_prize,match_4_2x_winners,match_4_3x_prize,match_4_3x_winners,match_4_4x_prize,match_4_4x_winners,match_4_5x_prize,match_4_5x_winners,match_3_2x_prize,match_3_2x_winners,match_3_3x_prize,match_3_3x_winners,match_3_4x_prize,match_3_4x_winners,match_3_5x_prize,match_3_5x_winners
369,2017-05-17,2017,05,17,['2   4   13   16   24   42'],2   4   13   16   24   42,"[""'2'"", ""'4'"", ""'13'"", ""'16'"", ""'24'"", ""'42'""]",2,4,13,16,24,42,2,4,13,16,24,42,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,2,9,3,8,18,3104163.0,1552081.0,0,434,12,41,470,3,7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2017-05-13,2017,05,13,['1   12   17   23   35   40'],1   12   17   23   35   40,"[""'1'"", ""'12'"", ""'17'"", ""'23'"", ""'35'"", ""'40'""]",1,12,17,23,35,40,1,12,17,23,35,40,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,11,5,6,12,5,2973841.0,1486920.0,0,470,11,44,439,3,7008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2017-05-10,2017,05,10,['9   13   24   33   38   39'],9   13   24   33   38   39,"[""'9'"", ""'13'"", ""'24'"", ""'33'"", ""'38'"", ""'39'""]",9,13,24,33,38,39,9,13,24,33,38,39,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,11,9,5,1,2844387.0,1422193.0,0,377,13,42,437,3,6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2017-05-06,2017,05,06,['2   3   11   15   16   26'],2   3   11   15   16   26,"[""'2'"", ""'3'"", ""'11'"", ""'15'"", ""'16'"", ""'26'""]",2,3,11,15,16,26,2,3,11,15,16,26,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,8,4,1,10,2721625.0,1360812.0,0,857,6,38,506,3,7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2017-05-03,2017,05,03,['8   21   28   34   35   39'],8   21   28   34   35   39,"[""'8'"", ""'21'"", ""'28'"", ""'34'"", ""'35'"", ""'39'""]",8,21,28,34,35,39,8,21,28,34,35,39,3,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,13,7,6,1,4,2593023.0,1296511.0,0,698,7,45,400,3,6189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2017-04-29,2017,04,29,['1   7   16   29   38   41'],1   7   16   29   38   41,"[""'1'"", ""'7'"", ""'16'"", ""'29'"", ""'38'"", ""'41'""]",1,7,16,29,38,41,1,7,16,29,38,41,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,6,9,13,9,3,2470776.0,1235388.0,0,1243,4,41,451,3,6516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2017-04-26,2017,04,26,['5   10   16   21   25   38'],5   10   16   21   25   38,"[""'5'"", ""'10'"", ""'16'"", ""'21'"", ""'25'"", ""'38'""]",5,10,16,21,25,38,5,10,16,21,25,38,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,5,6,5,4,13,2346383.0,1173191.0,0,315,15,40,436,3,6644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2017-04-22,2017,04,22,['3   13   14   18   24   39'],3   13   14   18   24   39,"[""'3'"", ""'13'"", ""'14'"", ""'18'"", ""'24'"", ""'39'""]",3,13,14,18,24,39,3,13,14,18,24,39,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,10,1,4,6,15,2228163.0,1114081.0,0,623,8,41,447,3,6796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2017-04-19,2017,04,19,['6   7   8   27   28   37'],6   7   8   27   28   37,"[""'6'"", ""'7'"", ""'8'"", ""'27'"", ""'28'"", ""'37'""]",6,7,8,27,28,37,6,7,8,27,28,37,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,1,1,19,1,9,2103466.0,1051733.0,0,570,8,38,446,3,6454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2017-04-15,2017,04,15,['2   8   14   28   30   36'],2   8   14   28   30   36,"[""'2'"", ""'8'"", ""'14'"", ""'28'"", ""'30'"", ""'36'""]",2,8,14,28,30,36,2,8,14,28,30,36,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,6,6,14,2,6,1989362.0,994681.0,0,272,18,43,426,3,6594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2017-04-12,2017,04,12,['7   8   24   32   35   42'],7   8   24   32   35   42,"[""'7'"", ""'8'"", ""'24'"", ""'32'"", ""'35'"", ""'42'""]",7,8,24,32,35,42,7,8,24,32,35,42,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,1,16,8,3,7,1866752.0,933376.0,0,633,7,41,399,3,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2017-04-08,2017,04,08,['9   11   13   17   20   38'],9   11   13   17   20   38,"[""'9'"", ""'11'"", ""'13'"", ""'17'"", ""'20'"", ""'38'""]",9,11,13,17,20,38,9,11,13,17,20,38,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,2,2,4,3,18,1755826.0,877913.0,0,515,9,38,449,3,6585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2017-04-05,2017,04,05,['13   22   34   37   40   41'],13   22   34   37   40   41,"[""'13'"", ""'22'"", ""'34'"", ""'37'"", ""'40'"", ""'41'""]",13,22,34,37,40,41,13,22,34,37,40,41,3,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,9,12,3,3,1,1639770.0,819885.0,0,713,6,49,322,4,5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2017-04-01,2017,04,01,['1   11   14   15   21   30'],1   11   14   15   21   30,"[""'1'"", ""'11'"", ""'14'"", ""'15'"", ""'21'"", ""'30'""]",1,11,14,15,21,30,1,11,14,15,21,30,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,10,3,1,6,9,1532761.0,766380.0,0,571,8,40,426,3,6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2017-03-29,2017,03,29,['2   6   8   10   15   32'],2   6   8   10   15   32,"[""'2'"", ""'6'"", ""'8'"", ""'10'"", ""'15'"", ""'32'""]",2,6,8,10,15,32,2,6,8,10,15,32,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,4,2,2,5,17,1418385.0,709192.0,0,513,8,35,429,3,6030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2017-03-25,2017,03,25,['3   4   5   19   35   38'],3   4   5   19   35   38,"[""'3'"", ""'4'"", ""'5'"", ""'19'"", ""'35'"", ""'38'""]",3,4,5,19,35,38,3,4,5,19,35,38,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,1,1,14,16,3,1315748.0,657874.0,0,434,10,40,400,3,6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2017-03-22,2017,03,22,['19   20   26   36   37   38'],19   20   26   36   37   38,"[""'19'"", ""'20'"", ""'26'"", ""'36'"", ""'37'"", ""'38'""]",19,20,26,36,37,38,19,20,26,36,37,38,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,6,10,1,1,1207022.0,603511.0,0,580,7,53,283,4,4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,2017-03-18,2017,03,18,['5   17   22   30   35   36'],5   17   22   30   35   36,"[""'5'"", ""'17'"", ""'22'"", ""'30'"", ""'35'"", ""'36'""]",5,17,22,30,35,36,5,17,22,30,35,36,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,12,5,8,5,1,1105429.0,552714.0,0,421,10,51,308,3,5403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,2017-03-15,2017,03,15,['2   19   21   30   33   37'],2   19   21   30   33   37,"[""'2'"", ""'19'"", ""'21'"", ""'30'"", ""'33'"", ""'37'""]",2,19,21,30,33,37,2,19,21,30,33,37,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,17,2,9,3,4,2525730.0,1262865.0,1,488,10,42,430,3,6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2017-03-11,2017,03,11,['8   13   18   19   30   37'],8   13   18   19   30   37,"[""'8'"", ""'13'"", ""'18'"", ""'19'"", ""'30'"", ""'37'""]",8,13,18,19,30,37,8,13,18,19,30,37,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,5,5,1,11,7,2403726.0,1201863.0,0,378,14,45,435,3,6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2017-03-08,2017,03,08,['2   11   19   28   33   35'],2   11   19   28   33   35,"[""'2'"", ""'11'"", ""'19'"", ""'28'"", ""'33'"", ""'35'""]",2,11,19,28,33,35,2,11,19,28,33,35,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,9,8,9,5,2,2271242.0,1135621.0,0,605,8,40,448,3,6547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2017-03-04,2017,03,04,['8   13   20   28   37   40'],8   13   20   28   37   40,"[""'8'"", ""'13'"", ""'20'"", ""'28'"", ""'37'"", ""'40'""]",8,13,20,28,37,40,8,13,20,28,37,40,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,5,7,8,9,3,2150099.0,1075049.0,0,738,7,49,389,3,6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2017-03-01,2017,03,01,['5   17   19   22   33   35'],5   17   19   22   33   35,"[""'5'"", ""'17'"", ""'19'"", ""'22'"", ""'33'"", ""'35'""]",5,17,19,22,33,35,5,17,19,22,33,35,5,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,12,2,3,11,2,2020876.0,1010438.0,0,594,8,42,420,3,6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2017-02-25,2017,02,25,['10   14   23   28   36   40'],10   14   23   28   36   40,"[""'10'"", ""'14'"", ""'23'"", ""'28'"", ""'36'"", ""'40'""]",10,14,23,28,36,40,10,14,23,28,36,40,1,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,4,9,5,8,4,1901999.0,950999.0,0,368,13,48,367,3,6058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2017-02-22,2017,02,22,['4   10   12   33   39   41'],4   10   12   33   39   41,"[""'4'"", ""'10'"", ""'12'"", ""'33'"", ""'39'"", ""'41'""]",4,10,12,33,39,41,4,10,12,33,39,41,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,6,2,21,6,2,1782139.0,891069.0,0,442,11,42,426,3,6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2017-02-18,2017,02,18,['6   8   19   23   31   32'],6   8   19   23   31   32,"[""'6'"", ""'8'"", ""'19'"", ""'23'"", ""'31'"", ""'32'""]",6,8,19,23,31,32,6,8,19,23,31,32,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,2,11,4,8,1,1660429.0,830214.0,0,972,5,38,475,3,6773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2017-02-15,2017,02,15,['3   12   13   18   19   35'],3   12   13   18   19   35,"[""'3'"", ""'12'"", ""'13'"", ""'18'"", ""'19'"", ""'35'""]",3,12,13,18,19,35,3,12,13,18,19,35,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,9,1,5,1,16,1538929.0,769464.0,0,488,9,46,351,3,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2017-02-11,2017,02,11,['1   19   21   27   38   40'],1   19   21   27   38   40,"[""'1'"", ""'19'"", ""'21'"", ""'27'"", ""'38'"", ""'40'""]",1,19,21,27,38,40,1,19,21,27,38,40,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,18,2,6,11,2,1428971.0,714485.0,0,1556,3,46,379,3,5952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2017-02-08,2017,02,08,['10   13   29   31   35   39'],10   13   29   31   35   39,"[""'10'"", ""'13'"", ""'29'"", ""'31'"", ""'35'"", ""'39'""]",10,13,29,31,35,39,10,13,29,31,35,39,5,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,16,2,4,4,1312226.0,656113.0,0,1045,4,47,333,4,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2017-02-04,2017,02,04,['6   18   19   21   31   41'],6   18   19   21   31   41,"[""'6'"", ""'18'"", ""'19'"", ""'21'"", ""'31'"", ""'41'""]",6,18,19,21,31,41,6,18,19,21,31,41,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,12,1,2,10,10,1207696.0,603848.0,0,397,11,44,367,3,5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,2017-02-01,2017,02,01,['4   13   18   20   30   33'],4   13   18   20   30   33,"[""'4'"", ""'13'"", ""'18'"", ""'20'"", ""'30'"", ""'33'""]",4,13,18,20,30,33,4,13,18,20,30,33,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,9,5,2,10,3,1098485.0,549242.0,0,328,12,41,355,3,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2017-01-28,2017,01,28,['10   14   25   30   31   32'],10   14   25   30   31   32,"[""'10'"", ""'14'"", ""'25'"", ""'30'"", ""'31'"", ""'32'""]",10,14,25,30,31,32,10,14,25,30,31,32,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,4,11,5,1,1,3312287.0,1656143.0,1,404,14,45,469,3,7398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2017-01-25,2017,01,25,['4   6   15   28   37   40'],4   6   15   28   37   40,"[""'4'"", ""'6'"", ""'15'"", ""'28'"", ""'37'"", ""'40'""]",4,6,15,28,37,40,4,6,15,28,37,40,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,2,9,13,9,3,3170636.0,1585318.0,0,436,12,45,431,3,6647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2017-01-21,2017,01,21,['1   4   17   24   36   38'],1   4   17   24   36   38,"[""'1'"", ""'4'"", ""'17'"", ""'24'"", ""'36'"", ""'38'""]",1,4,17,24,36,38,1,4,17,24,36,38,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,3,13,7,12,2,3039786.0,1519893.0,0,690,8,45,457,3,7312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2017-01-18,2017,01,18,['5   11   19   26   31   37'],5   11   19   26   31   37,"[""'5'"", ""'11'"", ""'19'"", ""'26'"", ""'31'"", ""'37'""]",5,11,19,26,31,37,5,11,19,26,31,37,5,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,6,8,7,5,6,2901749.0,1450874.0,0,355,14,38,486,3,7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2017-01-14,2017,01,14,['6   10   20   24   25   29'],6   10   20   24   25   29,"[""'6'"", ""'10'"", ""'20'"", ""'24'"", ""'25'"", ""'29'""]",6,10,20,24,25,29,6,10,20,24,25,29,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,4,10,4,1,4,2777483.0,1388741.0,0,1097,5,41,494,3,7709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2017-01-11,2017,01,11,['13   14   15   17   22   28'],13   14   15   17   22   28,"[""'13'"", ""'14'"", ""'15'"", ""'17'"", ""'22'"", ""'28'""]",13,14,15,17,22,28,13,14,15,17,22,28,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,6,2640311.0,1320155.0,0,705,7,48,382,3,6550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2017-01-07,2017,01,07,['4   25   29   31   35   38'],4   25   29   31   35   38,"[""'4'"", ""'25'"", ""'29'"", ""'31'"", ""'35'"", ""'38'""]",4,25,29,31,35,38,4,25,29,31,35,38,4,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,21,4,2,4,3,2516795.0,1258397.0,0,691,7,50,361,4,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2017-01-04,2017,01,04,['2   3   17   20   22   30'],2   3   17   20   22   30,"[""'2'"", ""'3'"", ""'17'"", ""'20'"", ""'22'"", ""'30'""]",2,3,17,20,22,30,2,3,17,20,22,30,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,14,3,2,8,2395841.0,1197920.0,0,363,13,40,437,3,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2016-12-31,2016,12,31,['5   8   18   29   34   38'],5   8   18   29   34   38,"[""'5'"", ""'8'"", ""'18'"", ""'29'"", ""'34'"", ""'38'""]",5,8,18,29,34,38,5,8,18,29,34,38,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,3,10,11,5,4,2277739.0,1138869.0,0,741,8,40,544,3,7803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2016-12-28,2016,12,28,['6   10   21   26   29   32'],6   10   21   26   29   32,"[""'6'"", ""'10'"", ""'21'"", ""'26'"", ""'29'"", ""'32'""]",6,10,21,26,29,32,6,10,21,26,29,32,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,4,11,5,3,3,2129520.0,1064760.0,0,324,14,40,425,3,6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2016-12-24,2016,12,24,['9   10   14   15   18   23'],9   10   14   15   18   23,"[""'9'"", ""'10'"", ""'14'"", ""'15'"", ""'18'"", ""'23'""]",9,10,14,15,18,23,9,10,14,15,18,23,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,4,1,3,5,2015857.0,1007928.0,0,850,7,39,570,3,8355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2016-12-21,2016,12,21,['2   8   14   33   36   42'],2   8   14   33   36   42,"[""'2'"", ""'8'"", ""'14'"", ""'33'"", ""'36'"", ""'42'""]",2,8,14,33,36,42,2,8,14,33,36,42,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,6,6,19,3,6,1867078.0,933539.0,0,512,9,44,385,3,6019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2016-12-17,2016,12,17,['2   14   16   19   20   32'],2   14   16   19   20   32,"[""'2'"", ""'14'"", ""'16'"", ""'19'"", ""'20'"", ""'32'""]",2,14,16,19,20,32,2,14,16,19,20,32,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,12,2,3,1,12,1751748.0,875874.0,0,727,6,46,349,3,5641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2016-12-14,2016,12,14,['3   7   17   25   27   29'],3   7   17   25   27   29,"[""'3'"", ""'7'"", ""'17'"", ""'25'"", ""'27'"", ""'29'""]",3,7,17,25,27,29,3,7,17,25,27,29,6,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,4,10,8,2,2,1642635.0,821317.0,0,275,16,31,531,3,7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2016-12-10,2016,12,10,['2   9   12   13   28   30'],2   9   12   13   28   30,"[""'2'"", ""'9'"", ""'12'"", ""'13'"", ""'28'"", ""'30'""]",2,9,12,13,28,30,2,9,12,13,28,30,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,7,3,1,15,2,1532248.0,766124.0,0,380,12,33,509,3,6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2016-12-07,2016,12,07,['1   5   23   26   31   33'],1   5   23   26   31   33,"[""'1'"", ""'5'"", ""'23'"", ""'26'"", ""'31'"", ""'33'""]",1,5,23,26,31,33,1,5,23,26,31,33,5,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,18,3,5,2,1418216.0,709108.0,0,2059,2,37,416,3,5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2016-12-03,2016,12,03,['3   7   12   14   25   27'],3   7   12   14   25   27,"[""'3'"", ""'7'"", ""'12'"", ""'14'"", ""'25'"", ""'27'""]",3,7,12,14,25,27,3,7,12,14,25,27,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,4,5,2,11,2,1315217.0,657608.0,0,235,19,30,554,3,7347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2016-11-30,2016,11,30,['1   6   12   17   39   40'],1   6   12   17   39   40,"[""'1'"", ""'6'"", ""'12'"", ""'17'"", ""'39'"", ""'40'""]",1,6,12,17,39,40,1,6,12,17,39,40,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,5,6,5,22,1,1203208.0,601604.0,0,336,12,43,348,3,5553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2016-11-26,2016,11,26,['11   15   17   19   24   33'],11   15   17   19   24   33,"[""'11'"", ""'15'"", ""'17'"", ""'19'"", ""'24'"", ""'33'""]",11,15,17,19,24,33,11,15,17,19,24,33,5,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,4,2,2,5,9,1102278.0,551139.0,0,292,14,39,388,3,5813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2016-11-23,2016,11,23,['1   8   12   22   30   40'],1   8   12   22   30   40,"[""'1'"", ""'8'"", ""'12'"", ""'22'"", ""'30'"", ""'40'""]",1,8,12,22,30,40,1,8,12,22,30,40,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,7,4,10,8,10,2131271.0,1065635.0,1,558,9,37,509,3,7163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2016-11-19,2016,11,19,['11   19   23   30   33   40'],11   19   23   30   33   40,"[""'11'"", ""'19'"", ""'23'"", ""'30'"", ""'33'"", ""'40'""]",11,19,23,30,33,40,11,19,23,30,33,40,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,8,4,7,3,7,2005633.0,1002816.0,0,399,12,43,414,3,6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2016-11-16,2016,11,16,['1   2   7   8   9   18'],1   2   7   8   9   18,"[""'1'"", ""'2'"", ""'7'"", ""'8'"", ""'9'"", ""'18'""]",1,2,7,8,9,18,1,2,7,8,9,18,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,5,1,1,9,1900000.0,950000.0,0,197,23,25,657,2,7746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2016-11-12,2016,11,12,['1   3   32   33   38   39'],1   3   32   33   38   39,"[""'1'"", ""'3'"", ""'32'"", ""'33'"", ""'38'"", ""'39'""]",1,3,32,33,38,39,1,3,32,33,38,39,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,2,29,1,5,1,1772259.0,886129.0,0,521,9,55,318,3,5912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2016-11-09,2016,11,09,['20   25   28   31   34   42'],20   25   28   31   34   42,"[""'20'"", ""'25'"", ""'28'"", ""'31'"", ""'34'"", ""'42'""]",20,25,28,31,34,42,20,25,28,31,34,42,2,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,5,3,3,3,8,1654948.0,827474.0,0,543,8,47,345,4,5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
