,draw_date,draw_year,draw_month,draw_day,winning_numbers_list,winning_numbers,winning_numbers_new,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,ball_1_int,ball_2_int,ball_3_int,ball_4_int,ball_5_int,ball_6_int,odd_even,odd_even_0,odd_even_1,odd_even_2,odd_even_3,odd_even_4,odd_even_5,odd_even_6,high_low,high_low_0,high_low_1,high_low_2,high_low_3,high_low_4,high_low_5,high_low_6,IQR,IQR_0,IQR_1,IQR_2,IQR_3,IQR_4,IQR_5,IQR_6,delta_1,delta_2,delta_3,delta_4,delta_5,jackpot,jackpot_cash_value,jackpot_co_winners,match_5_prize,match_5_co_winners,match_4_prize,match_4_co_winners,match_3_prize,match_3_co_winners,match_5_2x_prize,match_5_2x_winners,match_5_3x_prize,match_5_3x_winners,match_5_4x_prize,match_5_4x_winners,match_5_5x_prize,match_5_5x_winners,match_4_2x_prize,match_4_2x_winners,match_4_3x_prize,match_4_3x_winners,match_4_4x_prize,match_4_4x_winners,match_4_5x_prize,match_4_5x_winners,match_3_2x_prize,match_3_2x_winners,match_3_3x_prize,match_3_3x_winners,match_3_4x_prize,match_3_4x_winners,match_3_5x_prize,match_3_5x_winners
10,2020-10-28,2020,10,28,['3   12   17   18   36   39'],3   12   17   18   36   39,"[""'3'"", ""'12'"", ""'17'"", ""'18'"", ""'36'"", ""'39'""]",3,12,17,18,36,39,3,12,17,18,36,39,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,9,5,1,18,3,8235824.0,4117912.0,0,0,0,0,0,0,0,500,8,750,2,1000,1,1250,1,50,233,75,161,100,50,125,56,6,3752,9,2324,12,780,15,768
11,2020-10-24,2020,10,24,['5   6   9   14   18   29'],5   6   9   14   18   29,"[""'5'"", ""'6'"", ""'9'"", ""'14'"", ""'18'"", ""'29'""]",5,6,9,14,18,29,5,6,9,14,18,29,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,3,5,4,11,7993276.0,3996638.0,0,0,0,0,0,0,0,500,8,750,2,1000,1,1250,0,50,321,75,175,100,78,125,50,6,4270,9,2612,12,864,15,870
12,2020-10-21,2020,10,21,['7   16   18   19   30   37'],7   16   18   19   30   37,"[""'7'"", ""'16'"", ""'18'"", ""'19'"", ""'30'"", ""'37'""]",7,16,18,19,30,37,7,16,18,19,30,37,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,9,2,1,11,7,7736749.0,3868374.0,0,0,0,0,0,0,0,500,5,750,2,1000,0,1250,2,50,253,75,156,100,59,125,45,6,3807,9,2317,12,776,15,770
13,2020-10-17,2020,10,17,['4   8   16   21   33   38'],4   8   16   21   33   38,"[""'4'"", ""'8'"", ""'16'"", ""'21'"", ""'33'"", ""'38'""]",4,8,16,21,33,38,4,8,16,21,33,38,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,4,8,5,12,5,7487734.0,3743867.0,0,0,0,0,0,0,0,500,9,750,2,1000,1,1250,1,50,267,75,173,100,56,125,46,6,3796,9,2298,12,735,15,741
14,2020-10-14,2020,10,14,['14   18   30   31   34   35'],14   18   30   31   34   35,"[""'14'"", ""'18'"", ""'30'"", ""'31'"", ""'34'"", ""'35'""]",14,18,30,31,34,35,14,18,30,31,34,35,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,4,12,1,3,1,7241456.0,3620728.0,0,0,0,0,0,0,0,500,7,750,3,1000,2,1250,1,50,232,75,128,100,46,125,53,6,3522,9,2110,12,697,15,701
15,2020-10-10,2020,10,10,['6   14   22   24   26   36'],6   14   22   24   26   36,"[""'6'"", ""'14'"", ""'22'"", ""'24'"", ""'26'"", ""'36'""]",6,14,22,24,26,36,6,14,22,24,26,36,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,8,8,2,2,10,6997798.0,3498899.0,0,0,0,0,0,0,0,500,8,750,3,1000,1,1250,2,50,261,75,146,100,60,125,63,6,3742,9,2076,12,724,15,767
16,2020-10-07,2020,10,07,['3   12   14   20   21   23'],3   12   14   20   21   23,"[""'3'"", ""'12'"", ""'14'"", ""'20'"", ""'21'"", ""'23'""]",3,12,14,20,21,23,3,12,14,20,21,23,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,9,2,6,1,2,6754647.0,3377323.0,0,0,0,0,0,0,0,500,9,750,3,1000,0,1250,0,50,283,75,174,100,51,125,48,6,3809,9,2267,12,783,15,710
17,2020-10-03,2020,10,03,['3   10   12   17   35   40'],3   10   12   17   35   40,"[""'3'"", ""'10'"", ""'12'"", ""'17'"", ""'35'"", ""'40'""]",3,10,12,17,35,40,3,10,12,17,35,40,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,7,2,5,18,5,6518921.0,3259460.0,0,0,0,0,0,0,0,500,5,750,3,1000,2,1250,1,50,273,75,179,100,46,125,57,6,3832,9,2288,12,801,15,736
18,2020-09-30,2020,09,30,['12   16   21   23   32   40'],12   16   21   23   32   40,"[""'12'"", ""'16'"", ""'21'"", ""'23'"", ""'32'"", ""'40'""]",12,16,21,23,32,40,12,16,21,23,32,40,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,4,5,2,9,8,6282631.0,3141315.0,0,0,0,0,0,0,0,500,7,750,3,1000,2,1250,2,50,283,75,158,100,57,125,55,6,3563,9,2134,12,718,15,675
19,2020-09-26,2020,09,26,['3   6   7   14   29   31'],3   6   7   14   29   31,"[""'3'"", ""'6'"", ""'7'"", ""'14'"", ""'29'"", ""'31'""]",3,6,7,14,29,31,3,6,7,14,29,31,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,3,1,7,15,2,6057212.0,3028606.0,0,0,0,0,0,0,0,500,6,750,4,1000,2,1250,3,50,254,75,151,100,52,125,55,6,3640,9,2217,12,738,15,723
20,2020-09-23,2020,09,23,['2   4   10   23   25   32'],2   4   10   23   25   32,"[""'2'"", ""'4'"", ""'10'"", ""'23'"", ""'25'"", ""'32'""]",2,4,10,23,25,32,2,4,10,23,25,32,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,2,6,13,2,7,5835119.0,2917559.0,0,0,0,0,0,0,0,500,4,750,3,1000,0,1250,1,50,236,75,142,100,42,125,47,6,3324,9,2008,12,700,15,710
21,2020-09-19,2020,09,19,['3   6   13   25   33   37'],3   6   13   25   33   37,"[""'3'"", ""'6'"", ""'13'"", ""'25'"", ""'33'"", ""'37'""]",3,6,13,25,33,37,3,6,13,25,33,37,5,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,3,7,12,8,4,5627091.0,2813545.0,0,0,0,0,0,0,0,500,1,750,1,1000,2,1250,2,50,234,75,131,100,44,125,34,6,3193,9,1928,12,684,15,644
22,2020-09-16,2020,09,16,['17   19   20   35   39   40'],17   19   20   35   39   40,"[""'17'"", ""'19'"", ""'20'"", ""'35'"", ""'39'"", ""'40'""]",17,19,20,35,39,40,17,19,20,35,39,40,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,2,1,15,4,1,5418889.0,2709444.0,0,0,0,0,0,0,0,500,5,750,4,1000,2,1250,0,50,202,75,146,100,33,125,36,6,2949,9,1717,12,563,15,510
23,2020-09-12,2020,09,12,['15   16   24   29   37   38'],15   16   24   29   37   38,"[""'15'"", ""'16'"", ""'24'"", ""'29'"", ""'37'"", ""'38'""]",15,16,24,29,37,38,15,16,24,29,37,38,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,8,5,8,1,5223950.0,2611975.0,0,0,0,0,0,0,0,500,5,750,7,1000,0,1250,3,50,199,75,118,100,36,125,38,6,2745,9,1694,12,557,15,565
24,2020-09-09,2020,09,09,['12   16   17   18   29   34'],12   16   17   18   29   34,"[""'12'"", ""'16'"", ""'17'"", ""'18'"", ""'29'"", ""'34'""]",12,16,17,18,29,34,12,16,17,18,29,34,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,1,1,11,5,5027805.0,2513902.0,0,0,0,0,0,0,0,500,7,750,1,1000,0,1250,1,50,188,75,114,100,42,125,30,6,2798,9,1660,12,561,15,566
25,2020-09-05,2020,09,05,['10   13   17   20   34   35'],10   13   17   20   34   35,"[""'10'"", ""'13'"", ""'17'"", ""'20'"", ""'34'"", ""'35'""]",10,13,17,20,34,35,10,13,17,20,34,35,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,3,4,3,14,1,4847629.0,2423814.0,0,0,0,0,0,0,0,500,3,750,5,1000,3,1250,2,50,207,75,130,100,36,125,39,6,2783,9,1792,12,576,15,590
26,2020-09-02,2020,09,02,['3   17   20   23   27   32'],3   17   20   23   27   32,"[""'3'"", ""'17'"", ""'20'"", ""'23'"", ""'27'"", ""'32'""]",3,17,20,23,27,32,3,17,20,23,27,32,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,14,3,3,4,5,4658736.0,2329368.0,0,0,0,0,0,0,0,500,11,750,4,1000,0,1250,0,50,215,75,127,100,44,125,43,6,2733,9,1647,12,531,15,575
27,2020-08-29,2020,08,29,['14   18   19   30   31   35'],14   18   19   30   31   35,"[""'14'"", ""'18'"", ""'19'"", ""'30'"", ""'31'"", ""'35'""]",14,18,19,30,31,35,14,18,19,30,31,35,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,4,1,11,1,4,4481632.0,2240816.0,0,0,0,0,0,0,0,500,8,750,1,1000,1,1250,0,50,154,75,109,100,28,125,39,6,2542,9,1501,12,568,15,551
28,2020-08-26,2020,08,26,['10   13   17   29   30   38'],10   13   17   29   30   38,"[""'10'"", ""'13'"", ""'17'"", ""'29'"", ""'30'"", ""'38'""]",10,13,17,29,30,38,10,13,17,29,30,38,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3,4,12,1,8,4301428.0,2150714.0,0,0,0,0,0,0,0,500,3,750,3,1000,2,1250,1,50,154,75,104,100,35,125,34,6,2592,9,1488,12,538,15,486
29,2020-08-22,2020,08,22,['4   12   15   24   26   29'],4   12   15   24   26   29,"[""'4'"", ""'12'"", ""'15'"", ""'24'"", ""'26'"", ""'29'""]",4,12,15,24,26,29,4,12,15,24,26,29,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,3,9,2,3,4131620.0,2065810.0,0,0,0,0,0,0,0,500,5,750,1,1000,0,1250,3,50,211,75,132,100,53,125,45,6,2739,9,1632,12,594,15,535
30,2020-08-19,2020,08,19,['2   8   24   30   31   39'],2   8   24   30   31   39,"[""'2'"", ""'8'"", ""'24'"", ""'30'"", ""'31'"", ""'39'""]",2,8,24,30,31,39,2,8,24,30,31,39,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,6,16,6,1,8,3954834.0,1977417.0,0,0,0,0,0,0,0,500,1,750,3,1000,1,1250,2,50,144,75,98,100,41,125,28,6,2391,9,1423,12,488,15,475
31,2020-08-15,2020,08,15,['6   7   11   12   13   40'],6   7   11   12   13   40,"[""'6'"", ""'7'"", ""'11'"", ""'12'"", ""'13'"", ""'40'""]",6,7,11,12,13,40,6,7,11,12,13,40,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,1,4,1,1,27,3793976.0,1896988.0,0,0,0,0,0,0,0,500,0,750,3,1000,0,1250,1,50,219,75,119,100,40,125,29,6,2945,9,1776,12,618,15,613
32,2020-08-12,2020,08,12,['2   12   19   23   26   28'],2   12   19   23   26   28,"[""'2'"", ""'12'"", ""'19'"", ""'23'"", ""'26'"", ""'28'""]",2,12,19,23,26,28,2,12,19,23,26,28,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10,7,4,3,2,3629126.0,1814563.0,0,0,0,0,0,0,0,500,4,750,2,1000,0,1250,0,50,192,75,108,100,41,125,35,6,2463,9,1464,12,503,15,519
33,2020-08-08,2020,08,08,['2   24   27   31   32   39'],2   24   27   31   32   39,"[""'2'"", ""'24'"", ""'27'"", ""'31'"", ""'32'"", ""'39'""]",2,24,27,31,32,39,2,24,27,31,32,39,3,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,22,3,4,1,7,3474830.0,1737415.0,0,0,0,0,0,0,0,500,2,750,3,1000,0,1250,1,50,141,75,101,100,41,125,37,6,2361,9,1353,12,500,15,453
34,2020-08-05,2020,08,05,['1   15   18   22   33   39'],1   15   18   22   33   39,"[""'1'"", ""'15'"", ""'18'"", ""'22'"", ""'33'"", ""'39'""]",1,15,18,22,33,39,1,15,18,22,33,39,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,14,3,4,11,6,3316088.0,1658044.0,0,0,0,0,0,0,0,500,0,750,2,1000,2,1250,1,50,145,75,79,100,31,125,32,6,2307,9,1277,12,456,15,452
35,2020-08-01,2020,08,01,['18   26   29   34   37   39'],18   26   29   34   37   39,"[""'18'"", ""'26'"", ""'29'"", ""'34'"", ""'37'"", ""'39'""]",18,26,29,34,37,39,18,26,29,34,37,39,3,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,8,3,5,3,2,3166828.0,1583414.0,0,0,0,0,0,0,0,500,4,750,0,1000,0,1250,0,50,161,75,99,100,28,125,24,6,2109,9,1314,12,394,15,421
36,2020-07-29,2020,07,29,['9   11   18   27   30   34'],9   11   18   27   30   34,"[""'9'"", ""'11'"", ""'18'"", ""'27'"", ""'30'"", ""'34'""]",9,11,18,27,30,34,9,11,18,27,30,34,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,2,7,9,3,4,3013778.0,1506889.0,0,0,0,0,0,0,0,500,2,750,2,1000,1,1250,1,50,160,75,97,100,33,125,36,6,2385,9,1417,12,472,15,451
37,2020-07-25,2020,07,25,['6   12   15   16   24   38'],6   12   15   16   24   38,"[""'6'"", ""'12'"", ""'15'"", ""'16'"", ""'24'"", ""'38'""]",6,12,15,16,24,38,6,12,15,16,24,38,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,6,3,1,8,14,2871026.0,1435513.0,0,0,0,0,0,0,0,500,3,750,1,1000,1,1250,2,50,136,75,79,100,35,125,32,6,2173,9,1304,12,451,15,523
38,2020-07-22,2020,07,22,['7   14   21   23   27   37'],7   14   21   23   27   37,"[""'7'"", ""'14'"", ""'21'"", ""'23'"", ""'27'"", ""'37'""]",7,14,21,23,27,37,7,14,21,23,27,37,5,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,7,7,2,4,10,2726841.0,1363420.0,0,0,0,0,0,0,0,500,8,750,0,1000,0,1250,0,50,163,75,86,100,40,125,31,6,2176,9,1316,12,441,15,410
39,2020-07-18,2020,07,18,['13   15   30   33   36   37'],13   15   30   33   36   37,"[""'13'"", ""'15'"", ""'30'"", ""'33'"", ""'36'"", ""'37'""]",13,15,30,33,36,37,13,15,30,33,36,37,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,2,15,3,3,1,2592216.0,1296108.0,0,0,0,0,0,0,0,500,4,750,3,1000,0,1250,1,50,140,75,90,100,28,125,17,6,1912,9,1218,12,366,15,366
40,2020-07-15,2020,07,15,['1   13   16   27   35   37'],1   13   16   27   35   37,"[""'1'"", ""'13'"", ""'16'"", ""'27'"", ""'35'"", ""'37'""]",1,13,16,27,35,37,1,13,16,27,35,37,5,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,12,3,11,8,2,2455194.0,1227597.0,0,0,0,0,0,0,0,500,3,750,3,1000,1,1250,2,50,125,75,86,100,30,125,27,6,1741,9,1040,12,356,15,339
41,2020-07-11,2020,07,11,['2   9   11   13   17   36'],2   9   11   13   17   36,"[""'2'"", ""'9'"", ""'11'"", ""'13'"", ""'17'"", ""'36'""]",2,9,11,13,17,36,2,9,11,13,17,36,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,7,2,2,4,19,2327570.0,1163785.0,0,0,0,0,0,0,0,500,1,750,0,1000,0,1250,0,50,156,75,85,100,28,125,32,6,2309,9,1347,12,469,15,486
42,2020-07-08,2020,07,08,['3   12   16   23   27   30'],3   12   16   23   27   30,"[""'3'"", ""'12'"", ""'16'"", ""'23'"", ""'27'"", ""'30'""]",3,12,16,23,27,30,3,12,16,23,27,30,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9,4,7,4,3,2192818.0,1096409.0,0,0,0,0,0,0,0,500,6,750,2,1000,2,1250,1,50,135,75,78,100,32,125,34,6,2089,9,1162,12,423,15,404
43,2020-07-04,2020,07,04,['1   9   15   23   31   39'],1   9   15   23   31   39,"[""'1'"", ""'9'"", ""'15'"", ""'23'"", ""'31'"", ""'39'""]",1,9,15,23,31,39,1,9,15,23,31,39,6,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,8,6,8,8,8,2068857.0,1034428.0,0,0,0,0,0,0,0,500,6,750,3,1000,1,1250,0,50,130,75,68,100,29,125,22,6,1986,9,1234,12,454,15,391
44,2020-07-01,2020,07,01,['10   11   12   18   27   34'],10   11   12   18   27   34,"[""'10'"", ""'11'"", ""'12'"", ""'18'"", ""'27'"", ""'34'""]",10,11,12,18,27,34,10,11,12,18,27,34,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,1,6,9,7,1936595.0,968297.0,0,0,0,0,0,0,0,500,2,750,0,1000,3,1250,1,50,146,75,82,100,26,125,20,6,1992,9,1142,12,383,15,346
45,2020-06-27,2020,06,27,['6   10   19   20   31   37'],6   10   19   20   31   37,"[""'6'"", ""'10'"", ""'19'"", ""'20'"", ""'31'"", ""'37'""]",6,10,19,20,31,37,6,10,19,20,31,37,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,4,9,1,11,6,1815119.0,907559.0,0,0,0,0,0,0,0,500,0,750,0,1000,1,1250,0,50,135,75,81,100,24,125,24,6,1886,9,1131,12,313,15,329
46,2020-06-24,2020,06,24,['1   3   13   19   34   38'],1   3   13   19   34   38,"[""'1'"", ""'3'"", ""'13'"", ""'19'"", ""'34'"", ""'38'""]",1,3,13,19,34,38,1,3,13,19,34,38,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,2,10,6,15,4,1690836.0,845418.0,0,0,0,0,0,0,0,500,0,750,1,1000,3,1250,0,50,124,75,69,100,22,125,21,6,1736,9,1033,12,345,15,343
47,2020-06-20,2020,06,20,['7   14   16   20   28   30'],7   14   16   20   28   30,"[""'7'"", ""'14'"", ""'16'"", ""'20'"", ""'28'"", ""'30'""]",7,14,16,20,28,30,7,14,16,20,28,30,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7,2,4,8,2,1575263.0,787631.0,0,0,0,0,0,0,0,500,3,750,3,1000,0,1250,0,50,150,75,77,100,26,125,33,6,1968,9,1175,12,389,15,371
48,2020-06-17,2020,06,17,['2   6   9   14   25   36'],2   6   9   14   25   36,"[""'2'"", ""'6'"", ""'9'"", ""'14'"", ""'25'"", ""'36'""]",2,6,9,14,25,36,2,6,9,14,25,36,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,4,3,5,11,11,1453483.0,726742.0,0,0,0,0,0,0,0,500,4,750,1,1000,2,1250,0,50,127,75,73,100,29,125,28,6,1880,9,1069,12,350,15,393
49,2020-06-13,2020,06,13,['15   23   24   29   34   38'],15   23   24   29   34   38,"[""'15'"", ""'23'"", ""'24'"", ""'29'"", ""'34'"", ""'38'""]",15,23,24,29,34,38,15,23,24,29,34,38,3,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,8,1,5,5,4,1341012.0,670506.0,0,0,0,0,0,0,0,500,3,750,1,1000,1,1250,0,50,119,75,73,100,19,125,18,6,1698,9,1000,12,312,15,314
50,2020-06-10,2020,06,10,['6   10   14   24   37   40'],6   10   14   24   37   40,"[""'6'"", ""'10'"", ""'14'"", ""'24'"", ""'37'"", ""'40'""]",6,10,14,24,37,40,6,10,14,24,37,40,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,4,4,10,13,3,1200000.0,600000.0,0,0,0,0,0,0,0,500,4,750,3,1000,1,1250,0,50,114,75,90,100,20,125,21,6,1862,9,1023,12,341,15,349
51,2020-06-06,2020,06,06,['1   8   11   16   18   20'],1   8   11   16   18   20,"[""'1'"", ""'8'"", ""'11'"", ""'16'"", ""'18'"", ""'20'""]",1,8,11,16,18,20,1,8,11,16,18,20,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,7,3,5,2,2,1111036.0,555518.0,0,0,0,0,0,0,0,500,6,750,1,1000,0,1250,0,50,143,75,78,100,31,125,20,6,1878,9,1115,12,350,15,409
