Game,Store,Address,City,ZIP,Number of winners sold,Total amount won
Pick 3,7-ELEVEN #36492A,5995 W 38TH AVENUE,WHEAT RIDGE,80212,12,"$5,480"
Pick 3,7-ELEVEN #36697A,5090 FEDERAL BLVD,DENVER,80221,17,"$12,420"
Pick 3,7-ELEVEN #36714B,2650 NORTHGATE BLVD,COLORADO SPRINGS,80921,10,"$3,720"
Pick 3,7-ELEVEN #36764A,8090 MERIDIAN ROAD,PEYTON,80831,32,"$17,240"
Pick 3,7-ELEVEN #36769A,1510 S HOLLY STREET,DENVER,80222,27,"$11,470"
Pick 3,7-ELEVEN #36775A,5797 QUEBEC STREET,COMMERCE CITY,80022,29,"$11,600"
Pick 3,7-ELEVEN #36956B,18351 E COLFAX AVE,AURORA,80011,44,"$17,610"
Pick 3,7-ELEVEN #37016A,4922 WILLOW ST,DENVER,80238,30,"$36,060"
Pick 3,7-ELEVEN #37120A,3200 CHAMBERS RD,AURORA,80011,18,"$6,560"
Pick 3,7-ELEVEN #37135A,6495 ISSAQUAH DR,COLORADO SPRINGS,80923,10,"$3,220"
Pick 3,7-ELEVEN #37141B,4855 PECOS STREET,DENVER,80221,8,"$3,570"
Pick 3,7-ELEVEN #37198A,2093 S CATHAY WAY,AURORA,80013,22,"$12,210"
Pick 3,7-ELEVEN #37220A,5601 E 136TH AVE,THORNTON,80602,15,"$13,330"
Pick 3,7-ELEVEN #37221A,23830 E SMOKY HILL RD,AURORA,80016,7,"$3,360"
Pick 3,7-ELEVEN #37278A,990 W BAPTIST RD,COLORADO SPRINGS,80921,14,"$6,200"
Pick 3,7-ELEVEN #37291A,12241 E 104TH PL,COMMERCE CITY,80022,6,"$2,490"
Pick 3,7-ELEVEN #37320A,6020 DUBLIN BLVD,COLORADO SPRINGS,80923,78,"$37,050"
Pick 3,7-ELEVEN #37554H,4415 MCINTYRE STREET,GOLDEN,80403,6,"$2,540"
Pick 3,7-ELEVEN #37560B,5898 S BROADWAY,LITTLETON,80121,5,"$1,660"
Pick 3,7-ELEVEN #37562A,8900 METRO AIRPORT AVE,BROOMFIELD,80021,5,"$1,410"
Pick 3,7-ELEVEN #37570A,8836 E 96TH AVE,HENDERSON,80640,5,"$2,240"
Pick 3,7-ELEVEN #37731A,6400 FEDERAL BLVD,DENVER,80221,7,"$2,400"
Pick 3,7-ELEVEN #37763A,17050 SMITH RD,AURORA,80011,5,"$1,400"
Pick 3,7-ELEVEN #38083A,7382 FEDERAL BLVD,WESTMINSTER,80030,12,"$4,110"
Pick 3,7-ELEVEN #38084A,3790 WADSWORTH BLVD,WHEAT RIDGE,80033,8,"$3,020"
Pick 3,7-ELEVEN #38093A,1175 ALOHA ST,CASTLE ROCK,80108,8,"$4,000"
Pick 3,7-ELEVEN #38119A,725 KALAMATH ST,DENVER,80204,9,"$3,290"
Pick 3,7-ELEVEN #38130A,2880 S CIRCLE DR,COLORADO SPRINGS,80906,3,"$1,250"
Pick 3,7-ELEVEN #38135A,11275 MAIN STREET,BROOMFIELD,80020,18,"$6,750"
Pick 3,7-ELEVEN #38170A,5605 E 56TH AVE,COMMERCE CITY,80022,10,"$5,060"
Pick 3,7-ELEVEN #38180A,1200 W ALAMEDA AVE,DENVER,80223,5,"$2,230"
Pick 3,7-ELEVEN #38234A,6385 PROMENADE PKWY,CASTLE ROCK,80108,3,"$1,290"
Pick 3,7-ELEVEN #38330A,7285 W 119TH PL,BROOMFIELD,80020,10,"$4,000"
Pick 3,7-ELEVEN #38351A,15200 E 120TH AVENUE,BRIGHTON,80603,5,"$1,640"
Pick 3,7-ELEVEN #38357A,4908 N HAVANA ST,DENVER,80239,6,"$2,210"
Pick 3,7-ELEVEN #38361A,18449 E 65TH AVENUE,DENVER,80249,58,"$16,950"
Pick 3,7-ELEVEN #38364A,3800 TOWER RD,AURORA,80011,12,"$4,280"
Pick 3,7-ELEVEN #38390A,599 S AIRPORT BLVD,AURORA,80011,4,"$1,370"
Pick 3,7-ELEVEN #38633A,1120 NEWPORT ROAD,COLORADO SPRINGS,80916,2,$540
Pick 3,7-ELEVEN #38638A,3500 STATE HWY 52,FREDERICK,80516,1,$400
Pick 3,7-ELEVEN #38759A,6482 N ACADEMY BLVD,COLORADO SPRINGS,80918,2,"$1,290"
Pick 3,7-ELEVEN #39033A BCP WILLS,120 BLUE RIVER PKWY,SILVERTHORNE,80498,4,"$1,620"
Pick 3,7-ELEVEN #39034A,4601 S SANTA FE DRIVE,ENGLEWOOD,80110,6,"$2,330"
Pick 3,7-ELEVEN #39062A,3190 W 38TH AVENUE,DENVER,80211,65,"$20,700"
Pick 3,7-ELEVEN #39075B,4695 W 20TH,GREELEY,80634,5,"$2,580"
Pick 3,7-ELEVEN #39078C,1100 BROAD ST,MILLIKEN,80543,2,$580
Pick 3,7-ELEVEN #39079B,200 N TAFT HILL RD,FORT COLLINS,80521,4,"$1,360"
Pick 3,7-ELEVEN #39081B,629 MAIN ST,WINDSOR,80550,15,"$4,770"
Pick 3,7-ELEVEN #39082B,1509 E EISENHOWER,LOVELAND,80537,96,"$39,790"
Pick 3,7-ELEVEN #39096A BCP S&S FUEL,1255 INTERQUEST PKWY,COLORADO SPRINGS,80921,8,"$4,120"
Pick 3,7-ELEVEN #39169A,221 S 8TH STREET,COLORADO SPRINGS,80905,34,"$11,980"
Pick 3,7-ELEVEN #39183A BCP,5200 W COLFAX AVE,LAKEWOOD,80214,18,"$5,940"
Pick 3,7-ELEVEN #39211A BCP,810 WILCOX ST,CASTLE ROCK,80104,76,"$34,380"
Pick 3,7-ELEVEN #39215A BCP S&S FUEL,1504 COLORADO BLVD,DENVER,80220,6,"$3,050"
Pick 3,7-ELEVEN #39261A,"5490 WADSWORTH BYP
STE A",ARVADA,80002,1,$580
Pick 3,7-ELEVEN #39274B,495 SHERIDAN BLVD,DENVER,80226,1,$330
Pick 3,7-ELEVEN #39296D,8820 COLORADO BLVD,THORNTON,80229,3,$870
Pick 3,7-ELEVEN #39317A BCP WILLS,"3520 TOWN CENTER DR
UNIT A",HIGHLANDS RANCH,80129,8,"$5,580"
Pick 3,7-ELEVEN #39339 BCP EL PASO CO,1810 MAIN STREET,SECURITY,80911,64,"$22,850"
Pick 3,7-ELEVEN #39421A BCP WILLS,9301 S PARKER RD,PARKER,80134,6,"$2,790"
Pick 3,7-ELEVEN #39459A BCP ELPASO CO,408 W GARDEN OF GODS RD,COLORADO SPRINGS,80907,18,"$5,720"
Pick 3,7-ELEVEN #39472 BCP EL PASO CO,4325 S CAREFREE CIRCLE,COLORADO SPRINGS,80917,39,"$21,130"
Pick 3,7-ELEVEN #39501A BCP TWIN STAR,10815 W JEWELL AVE,DENVER,80232,30,"$8,990"
Pick 3,7-ELEVEN #39504A TWIN STAR,4351 S TAMARAC PKWY,DENVER,80237,9,"$2,450"
Pick 3,7-ELEVEN #39510H,3914 STATE HWY 119,LONGMONT,80504,26,"$8,790"
Pick 3,7-ELEVEN #39519B,7486 WESTGATE DRIVE,WINDSOR,80528,5,"$2,080"
Pick 3,7-ELEVEN #39528H,16310 E QUINCY AVE,AURORA,80015,35,"$14,110"
Pick 3,7-ELEVEN #39532A BCP WILLS,15550 E BRONCOS PARKWAY,CENTENNIAL,80112,13,"$4,180"
Pick 3,7-ELEVEN #39543A,1901 N ACADEMY BLVD,COLORADO SPRINGS,80909,17,"$6,610"
Pick 3,7-ELEVEN #39591H,9355 E DRY CREEK ROAD,CENTENNIAL,80112,16,"$6,880"
Pick 3,7-ELEVEN #39622H,15296 E HAMPDEN AVE,AURORA,80014,31,"$15,270"
Pick 3,7-ELEVEN #39662A BCP 4 SEASONS,3060 S HAVANA ST,AURORA,80014,12,"$4,280"
Pick 3,7-ELEVEN #39706A,403 16TH STREET,DENVER,80202,22,"$8,870"
Pick 3,7-ELEVEN #39729A BCP TWINSTAR,2299 S HAVANA STREET,AURORA,80014,23,"$8,770"
Pick 3,7-ELEVEN #39730A BCP TWIN STAR,1110 S PIERCE ST,DENVER,80232,29,"$9,870"
Pick 3,7-ELEVEN #39731A BCP TWIN STAR,9100 W KEN CARYL AVE,LITTLETON,80128,7,"$2,320"
Pick 3,7-ELEVEN #39732A BCP TWINSTAR,13690 E ALAMEDA AVE,AURORA,80012,46,"$17,780"
Pick 3,7-ELEVEN #39733A BCP TWIN STAR,9010 PARK MEADOWS DR,LONE TREE,80124,13,"$6,290"
Pick 3,7-ELEVEN #39738A BCP TWIN STAR,1285 W BASELINE RD,LAFAYETTE,80026,9,"$4,040"
Pick 3,7-ELEVEN #39739A BCP TWIN STAR,80 PLUM CREEK PKWY,CASTLE ROCK,80104,23,"$10,620"
Pick 3,7-ELEVEN #39741A BCP TWIN STAR,7610 N DEBBIE LANE,CASTLE ROCK,80108,26,"$9,160"
Pick 3,7-ELEVEN #39742A BCP TWIN STAR,4175 W 120 AVE,BROOMFIELD,80020,16,"$7,300"
Pick 3,7-ELEVEN #39743A BCP TWIN STAR,3650 HIGHLANDS RANCH PKWY,LITTLETON,80126,8,"$3,240"
Pick 3,7-ELEVEN #39746A BCP TWIN STAR,8076 BLAKELAND DRIVE,LITTLETON,80125,1,$400
Pick 3,7-ELEVEN #39752A BCP TWIN STAR,2271 W 128TH AVE,DENVER,80234,26,"$9,200"
Pick 3,7-ELEVEN #39753A BCP TWIN STAR,7190 SIMMS STREET,ARVADA,80004,2,$660
Pick 3,7-ELEVEN #39767H,290 S PIERCE ST,DENVER,80226,26,"$10,230"
Pick 3,7-ELEVEN #39768A BCP TWIN STAR,12085 E COLFAX AVE,AURORA,80010,11,"$3,780"
Pick 3,7-ELEVEN #39773H,3083 BRIGHTON BLVD,DENVER,80216,1,$250
Pick 3,7-ELEVEN #39774H,9590 FEDERAL BLVD,DENVER,80260,18,"$5,710"
Pick 3,7-ELEVEN #39834A,7505 PARKWAY DR,LONE TREE,80124,11,"$5,450"
Pick 3,7-ELEVEN #39847A BCP TWIN STAR,9171 E ARAPAHOE RD,ENGLEWOOD,80112,1,$290
Pick 3,7-ELEVEN #39848 BCP S&S FUEL,3550 N DOWNING ST,DENVER,80205,1,$580
Pick 3,7-ELEVEN #39859H,7260 E 36TH AVE,DENVER,80238,11,"$9,780"
Pick 3,80TH AVE LIQUORS,6933 E 80TH AVE,COMMERCE CITY,80022,1,$290
Pick 3,8TH & SIMMS CONOCO,797 SIMMS STREET,GOLDEN,80401,8,"$3,940"
Pick 3,8TH ST U FILL IT,227 8TH STREET,GREELEY,80631,4,"$1,450"
Pick 3,A-1 FOOD & GAS,10300 E 6TH AVE,AURORA,80010,6,"$2,160"
Pick 3,AAA LIQUOR,1115 S WADSWORTH BLVD,LAKEWOOD,80232,7,"$2,110"
Pick 3,ABC DISCOUNT LIQUOR,5600 W DARTMOUTH AVE #106,DENVER,80227,13,"$4,400"
Pick 3,AB LIQUOR,4286 S CHAMBERS RD,AURORA,80014,3,"$2,450"
Pick 3,A-B PETROLEUM #16,715 S MAIN ST,BRECKENRIDGE,80424,9,"$2,990"
Pick 3,A-B PETROLEUM #19,1253 W ALAMEDA AVE,DENVER,80223,22,"$15,230"
Pick 3,A-B PETROLEUM #20,9700 E MONTVIEW BLVD,AURORA,80010,90,"$33,760"
Pick 3,A-B PETROLEUM #22,620 SANTA FE,DENVER,80204,8,"$3,060"
Pick 3,A-B PETROLEUM #23,2601 S LEWIS WY,LAKEWOOD,80227,8,"$3,030"
Pick 3,A-B PETROLEUM #32,400 E 104TH AVE,THORNTON,80233,18,"$6,890"
Pick 3,A-B PETROLEUM #33,502 SHERIDAN,LAKEWOOD,80226,6,"$2,070"
Pick 3,A-B PETROLEUM #34,303 S COLORADO BLVD,DENVER,80246,25,"$11,520"
Pick 3,A-B PETROLEUM #35,785 COLORADO BLVD,DENVER,80206,4,"$1,880"
Pick 3,A-B PETROLEUM #36,14501 E COLFAX AVE,AURORA,80011,43,"$16,390"
Pick 3,A-B PETROLEUM #37,14401 E 6TH AVE,AURORA,80011,23,"$7,710"
Pick 3,ACADEMY LIQUOR MART,1705 S ACADEMY BLVD,COLORADO SPRINGS,80916,3,"$1,320"
Pick 3,ACADEMY TOWN LIQUOR,1210 N ACADEMY BLVD,COLORADO SPRINGS,80909,10,"$5,540"
Pick 3,A CIGARETTE KING,1941 S HAVANA STREET,AURORA,80014,29,"$10,900"
Pick 3,ACORN FOOD STORE #3400,5519 STATE HWY 12,LA VETA,81055,1,$250
Pick 3,A C S CONOCO,601 W MISSISSIPPI,DENVER,80223,26,"$11,570"
Pick 3,ADVANCE LIQUORS,7945 S BROADWAY,LITTLETON,80122,5,"$1,370"
Pick 3,AE GAS AND FOOD,7490 PECOS ST,DENVER,80221,5,"$1,480"
Pick 3,A&I LIQUOR,"306 S IRONTON ST
UNIT B",AURORA,80012,2,$500
Pick 3,AKSHAR ENERGY,601 12TH STREET,GOLDEN,80401,4,"$1,990"
Pick 3,ALAMEDA CROSSING LIQUOR,542 S CHAMBERS RD #20,AURORA,80017,12,"$4,070"
Pick 3,ALBERTSONS #801,311 W COLLEGE DR,DURANGO,81301,3,"$1,250"
Pick 3,ALBERTSONS #816,1601 W US HIGHWAY 50,PUEBLO,81008,24,"$11,920"
Pick 3,ALL AMERICAN GAS PLUS,210 N PUBLIC RD,LAFAYETTE,80026,19,"$8,460"
Pick 3,ALL AMERICAN GAS PLUS,10580 HURON ST,NORTHGLENN,80234,21,"$6,580"
Pick 3,ALL IN ONE STORE,6725 WADSWORTH BLVD,ARVADA,80003,31,"$12,020"
Pick 3,ALL PRO LIQUOR,2913 F ROAD #104,GRAND JUNCTION,81504,4,"$1,130"
Pick 3,ALL-V LIQUORS,1840 S SHERIDAN BLVD,DENVER,80232,11,"$6,330"
Pick 3,ALPINE LIQUOR STORE,34355 US HWY 285,PINE,80470,2,$830
Pick 3,ALTA CONVENIENCE #1243,5190 WARD RD,WHEAT RIDGE,80033,9,"$5,900"
Pick 3,ALTA CONVENIENCE #1249,289 S GARRISON ST,LAKEWOOD,80226,5,"$1,780"
Pick 3,ALTA CONVENIENCE #1281,13694 E ILIFF AVE,AURORA,80014,6,"$2,350"
Pick 3,ALTA CONVENIENCE #1340,15201 E HAMPDEN AVE,AURORA,80014,1,$500
Pick 3,ALTA CONVENIENCE #3103,623 GRAND AVE,PUEBLO,81003,11,"$3,820"
Pick 3,ALTA CONVENIENCE #3104,725 W NORTHERN AVE,PUEBLO,81004,17,"$5,620"
Pick 3,ALTA CONVENIENCE #3106,2801 N ELIZABETH,PUEBLO,81003,14,"$4,830"
Pick 3,ALTA CONVENIENCE #3107,1350 E 4TH ST,PUEBLO,81001,22,"$8,720"
Pick 3,ALTA CONVENIENCE #3109,2102 NORWOOD AVE,PUEBLO,81001,14,"$5,450"
Pick 3,ALTA CONVENIENCE #3113,723 S PUEBLO BLVD,PUEBLO,81005,40,"$15,600"
Pick 3,ALTA CONVENIENCE #3205,700 4TH AVE,FORT GARLAND,81133,1,$330
Pick 3,ALTA CONVENIENCE #3301,412 DENVER ST,ALAMOSA,81101,32,"$14,050"
Pick 3,ALTA CONVENIENCE #3401,1331 GRAND AVE,MONTE VISTA,81144,1,$330
Pick 3,ALTA CONVENIENCE #3405,315 8TH ST,SAGUACHE,81149,3,$870
Pick 3,ALTA CONVENIENCE #3501,3213 MAIN ST,ALAMOSA,81101,20,"$9,130"
Pick 3,ALTA CONVENIENCE #3502,605 1ST AVE,MONTE VISTA,81144,3,"$1,120"
Pick 3,ALTA CONVENIENCE #3701,337 W 1ST STREET,SALIDA,81201,27,"$10,070"
Pick 3,ALTA CONVENIENCE #3850,821 W TOMICHI AVE,GUNNISON,81230,2,$900
Pick 3,ALTA CONVENIENCE #4999,9999 W 38TH AVE,WHEAT RIDGE,80033,8,"$2,860"
Pick 3,ALTA CONVENIENCE #5111,111 E HWY 112,CENTER,81125,1,$290
Pick 3,ALTA CONVENIENCE #5320,320 SPRUCE ST,LA JARA,81140,1,$500
Pick 3,ALTA CONVENIENCE #5504,805 GRAND AVE,DEL NORTE,81132,1,$300
Pick 3,ALTA CONVENIENCE #5601,1601 MAIN ST,ALAMOSA,81101,37,"$12,250"
Pick 3,ALTA CONVENIENCE #5725,725 STATE AVE,ALAMOSA,81101,17,"$7,100"
Pick 3,ALTA CONVENIENCE #5800,2400 US HWY 160B,BAYFIELD,81122,1,$330
Pick 3,ALTA CONVENIENCE #6002,2129 TEMPLETON GAP,COLORADO SPRINGS,80907,43,"$18,020"
Pick 3,ALTA CONVENIENCE #6003,5510 S HWY 85,COLORADO SPRINGS,80911,26,"$11,540"
Pick 3,ALTA CONVENIENCE #6006,40 STATE HWY 67,WOODLAND PARK,80863,5,"$1,530"
Pick 3,ALTA CONVENIENCE #6008,5050 BOARDWALK DR,COLORADO SPRINGS,80919,20,"$6,340"
Pick 3,ALTA CONVENIENCE #6009,3945 PALMER PARK BLVD,COLORADO SPRINGS,80909,34,"$11,780"
Pick 3,ALTA CONVENIENCE #6010,1989 W MISSISSIPPI AVE,DENVER,80223,11,"$6,530"
Pick 3,ALTA CONVENIENCE #6011,11614 W BELLEVIEW #A,LITTLETON,80127,7,"$3,170"
Pick 3,ALTA CONVENIENCE #6015,11185 RALSTON RD,ARVADA,80004,14,"$3,750"
Pick 3,ALTA CONVENIENCE #6019,2310 S GLEN AVE,GLENWOOD SPRINGS,81601,1,$580
Pick 3,ALTA CONVENIENCE #6101,2105 W COLORADO AVE,COLORADO SPRINGS,80904,4,"$1,200"
Pick 3,ALTA CONVENIENCE #6104,800 S WILCOX ST,CASTLE ROCK,80104,1,$500
Pick 3,ALTA CONVENIENCE #6111,1301 WADSWORTH BLVD,LAKEWOOD,80214,7,"$2,430"
Pick 3,ALTA CONVENIENCE #6112,1351 E BRIDGE ST,BRIGHTON,80601,2,$540
Pick 3,ALTA CONVENIENCE #6113,227 W FILLMORE ST,COLORADO SPRINGS,80907,4,"$1,330"
Pick 3,ALTA CONVENIENCE #6114,2387 W 72ND AVE,THORNTON,80221,14,"$3,750"
Pick 3,ALTA CONVENIENCE #6115,11399 US HIGHWAY 24,DIVIDE,80814,1,$290
Pick 3,ALTA CONVENIENCE #6116,11515 N HWY 83,PARKER,80134,4,"$1,410"
Pick 3,ALTA CONVENIENCE #6119,1331 W EISENHOWER BLVD,LOVELAND,80537,2,"$1,000"
Pick 3,ALTA CONVENIENCE #6121,356 BENT AVE,LAS ANIMAS,81054,3,"$1,480"
Pick 3,ALTA CONVENIENCE #6122,1228 ROYAL GORGE BLVD,CANON CITY,81212,2,$580
Pick 3,ALTA CONVENIENCE #6123,9190 HURON ST,THORNTON,80260,2,$660
Pick 3,ALTA CONVENIENCE #6125,2998 NORTH AVE,GRAND JUNCTION,81504,8,"$2,820"
Pick 3,ALTA CONVENIENCE #6126,938 S TOWNSEND AVE,MONTROSE,81401,1,$290
Pick 3,ALTA CONVENIENCE #6127,1502 HOWARD ST,DELTA,81416,2,$620
Pick 3,ALTA CONVENIENCE #6128,2507 E PLATTE AVE,COLORADO SPRINGS,80909,8,"$2,490"
Pick 3,ALTA CONVENIENCE #6129,1500 MAIN ST,LONGMONT,80501,10,"$3,850"
Pick 3,ALTA CONVENIENCE #6130,1113 W DRAKE RD,FORT COLLINS,80526,1,$500
Pick 3,ALTA CONVENIENCE #6133,123 W CRANSTON AVE,FOWLER,81039,1,$290
Pick 3,ALTA CONVENIENCE #6135,3201 LAKE AVE,PUEBLO,81004,7,"$2,210"
Pick 3,ALTA CONVENIENCE #6136,2775 BRIARGATE BLVD,COLORADO SPRINGS,80920,14,"$5,730"
Pick 3,ALTA CONVENIENCE #6144,"1370 S PARKER RD
UNIT B",DENVER,80231,11,"$3,670"
Pick 3,ALTA CONVENIENCE #6149,500 S LINCOLN AVE,STEAMBOAT SPRINGS,80487,2,"$1,000"
Pick 3,ALTA CONVENIENCE #6150,946 E RAINBOW BLVD,SALIDA,81201,1,$500
Pick 3,ALTA CONVENIENCE #6255,305 STATE STREET,TRINIDAD,81082,11,"$4,240"
Pick 3,ALTA CONVENIENCE #6256,300 W NORTHERN,PUEBLO,81004,18,"$8,570"
Pick 3,ALTA CONVENIENCE #6301,310 W RAINBOW BLVD,SALIDA,81201,33,"$18,410"
Pick 3,ALTA CONVENIENCE #6311,1904 N 12TH ST,GRAND JUNCTION,81501,2,$580
Pick 3,ALTA CONVENIENCE #6312,107 GRAND AVE,GRAND JUNCTION,81501,4,"$1,240"
Pick 3,ALTA CONVENIENCE #6315,722 HORIZON DR,GRAND JUNCTION,81506,12,"$4,060"
Pick 3,ALTA CONVENIENCE #6317,555 RAPTOR RD,FRUITA,81521,3,$830
Pick 3,ALTA CONVENIENCE #6318,51171 HWY 6 & 24,GLENWOOD SPRINGS,81601,1,$290
Pick 3,ALTA CONVENIENCE #6321,916 STATE HWY 115,PENROSE,81240,2,"$1,000"
Pick 3,ALTA CONVENIENCE #6322,420 ROYAL GORGE BLVD,CANON CITY,81212,2,"$1,000"
Pick 3,ALTA CONVENIENCE #6323,921 E MAIN ST,FLORENCE,81226,2,$580
Pick 3,ALTA CONVENIENCE #6324,2075 FREMONT DR,CANON CITY,81212,5,"$2,260"
Pick 3,ALTA CONVENIENCE #6326,3095 E US HIGHWAY 50,CANON CITY,81212,3,"$1,380"
Pick 3,ALTA CONVENIENCE #6328,1410 ELM AVE,CANON CITY,81212,6,"$2,240"
Pick 3,ALTA CONVENIENCE #6329,217 CHURCH AVE,FLORENCE,81226,2,$830
Pick 3,ALTA CONVENIENCE #6330,1501 CENTRAL AVE,CANON CITY,81212,1,$250
Pick 3,ALTA GAS,1401 SHERIDAN BLVD,DENVER,80214,4,"$1,580"
Pick 3,AMERICAN CONVENIENCE STORE,285 E 88TH AVENUE,THORNTON,80229,3,"$1,830"
Pick 3,AM PM GAS & CONVENIENCE,2105 FEDERAL BLVD,DENVER,80211,2,"$1,000"
Pick 3,AMPRIDE,26223 HWY 160,DURANGO,81301,4,"$1,160"
Pick 3,AMPRIDE,220 W DENVER ST,HOLYOKE,80734,1,$250
Pick 3,AMPRIDE,913 COLORADO AVE,STRATTON,80836,3,"$1,160"
Pick 3,AMRAJ INC,9201 HURON ST,THORNTON,80260,9,"$2,870"
Pick 3,ANIMAS WINE & SPIRITS,67 TRIMBLE CROSSING DR #B,DURANGO,81301,1,$500
Pick 3,ANNIE OAKLEYS LIQUOR & GROCERY,135 NEVADA ST,CENTRAL CITY,80427,10,"$5,320"
Pick 3,A-OK LIQUORS,2690 28TH ST UNIT A,BOULDER,80301,16,"$5,200"
Pick 3,APPLE LIQUORS,900 W 104TH AVE,NORTHGLENN,80234,4,"$3,100"
Pick 3,APPLE VALLEY LIQUOR,930 STATE HWY 115,PENROSE,81240,1,$290
Pick 3,APPLEWOOD GAS EXPRESS,1995 YOUNGFIELD ST,GOLDEN,80401,375,"$148,740"
Pick 3,ARAPAHOE BOWLING CENTER,6850 S DAYTON STREET,GREENWOOD VILLAGE,80112,2,$600
Pick 3,ARBOR LIQUORS,"4550 S KIPLING PKWY
STE 9",LITTLETON,80127,1,"$1,000"
Pick 3,ARIES LIQUORS,1873 PETERSON RD,COLORADO SPRINGS,80915,4,"$1,620"
Pick 3,ARVADA SINCLAIR,8170 W 80TH AVE,ARVADA,80005,7,"$4,410"
Pick 3,AS & DC CONOCO,16920 E QUINCY AVE,AURORA,80015,16,"$7,660"
Pick 3,ASIAN PACIFIC MARKET,615 WOOTEN RD #160,COLORADO SPRINGS,80915,15,"$6,740"
Pick 3,ASPEN PARK WINE & SPIRIT,25937 CONIFER RD,CONIFER,80433,3,$910
Pick 3,ATLAS WINE AND LIQUORS,"11068 W JEWELL AVE
STE C1",DENVER,80232,29,"$13,540"
Pick 3,AURORA LIQUORS,"10 S HAVANA ST
STE 101",AURORA,80012,6,"$1,740"
Pick 3,AURORA PLAZA LIQUORS,677 PEORIA ST,AURORA,80011,4,"$1,800"
Pick 3,AVON LIQUOR,100 W BEAVER CREEK BLVD,AVON,81620,2,$790
Pick 3,A-Z CONVENIENCE,"16070 E DARTMOUTH AVE
STE 12",AURORA,80013,38,"$12,860"
Pick 3,AZZY DISCOUNT LIQUORS,13916 E MISSISSIPPI AVE,AURORA,80012,21,"$10,190"
Pick 3,BADGER BASIN COUNTRY STORE,12551 HWY 24,HARTSEL,80449,3,"$1,370"
Pick 3,BANANA BELT LIQUORS,300 E HWY 24 UNIT D,WOODLAND PARK,80863,2,$580
Pick 3,BARN STORE,540 MAIN ST,HUDSON,80642,3,"$1,040"
Pick 3,BARNUM LIQUORS,1 S FEDERAL BLVD,DENVER,80219,2,$500
Pick 3,BASA CONOCO,931 S KIPLING PKWY,LAKEWOOD,80226,2,$540
Pick 3,BAUSERMAN'S MARKET,11786 US HIGHWAY 50,MANZANOLA,81058,3,"$1,200"
Pick 3,BAYFIELD LIQUOR,455 E COLORADO DR,BAYFIELD,81122,44,"$16,700"
Pick 3,B & B LIQUORS,7035 E COLFAX AVE,DENVER,80220,2,"$1,000"
Pick 3,B CIGARETTES & CONV STORE,2910 W JEWELL AVE,DENVER,80219,2,"$1,000"
Pick 3,BEAR CREEK LIQUORS INC.,9886 W GIRTON DR,LAKEWOOD,80227,2,$690
Pick 3,BEAR VALLEY CONOCO,3097 S SHERIDAN BLVD,DENVER,80227,22,"$10,540"
Pick 3,BEAR VALLEY WINE & SPIRITS,"3100 S SHERIDAN BLVD
UNIT F",DENVER,80227,8,"$3,150"
Pick 3,BEAVERS SUPERMARKET,1100 W MOUNTAIN AVE,FORT COLLINS,80521,19,"$5,920"
Pick 3,BEEMAN'S GAS & GROCERY,"5587 N US HIGHWAY 85
UNIT 213",SEDALIA,80135,1,"$1,000"
Pick 3,BEER KEG DEPOT,603 DELSOL DRIVE,ALAMOSA,81101,21,"$13,290"
Pick 3,BEERMAN LIQUORS,10120 W 26TH AVE,LAKEWOOD,80215,84,"$74,790"
Pick 3,BENNETT TRAVEL SHOPPE #7,1210 SO 1ST ST,BENNETT,80102,3,$910
Pick 3,BENNY'S CIGARETTES #2,9445 E COLFAX AVE,AURORA,80010,24,"$9,460"
Pick 3,BENNY'S CIGARETTES INC,722 PEORIA ST,AURORA,80011,5,"$1,690"
Pick 3,BEN THANH ASIAN MARKET,1001 S FEDERAL BLVD,DENVER,80219,2,$830
Pick 3,BERNIE'S PLACE,1106 N CIRCLE DR,COLORADO SPRINGS,80909,1,$290
Pick 3,BERTHOUD CONOCO,1095 FIRST STREET,BERTHOUD,80513,4,"$1,950"
Pick 3,BERTHOUD WINE AND SPIRITS,265 MOUNTAIN AVENUE,BERTHOUD,80513,1,$320
Pick 3,BEST ONE CONVENIENCE STORE,6898 KEARNEY ST,COMMERCE CITY,80022,1,$250
Pick 3,BEULAH GENERAL STORE,8869 GRAND AVE,BEULAH,81023,5,"$1,490"
Pick 3,BF SUPER FOODS,60 LAKEVIEW DR,NEDERLAND,80466,4,"$1,200"
Pick 3,BHUMI LLC,5990 MONACO ST,COMMERCE CITY,80022,1,$290
Pick 3,BIG APPLE MART,15494 E MISSISSIPPI,AURORA,80017,51,"$17,640"
Pick 3,BIG APPLE MART #2,2195 N HWY 83 UNIT A,FRANKTOWN,80116,4,"$2,200"
Pick 3,BIG APPLE MART #3,525 SINGING HILLS RD #2,PARKER,80138,2,"$1,000"
Pick 3,BIG D #47,5009 N GARFIELD AVE,LOVELAND,80538,10,"$5,080"
Pick 3,BIG D #49,2024 BIGHORN RD,FORT COLLINS,80525,10,"$4,400"
Pick 3,BIG D #50,4325 E HARMONY RD,FORT COLLINS,80528,4,"$1,230"
Pick 3,BIG D #51,1000 35TH AVE,GREELEY,80634,3,"$2,280"
Pick 3,BIG DADDYS SUNSET BOWL,1227 S PRAIRIE AVE,PUEBLO,81005,2,"$1,000"
