Game,Store,Address,City,ZIP,Number of winners sold,Total amount won
Cash 5,GRAPEVINE WINE & LIQUORS,900 S MONACO PKWY,DENVER,80224,4,"$80,000"
Cash 5,GREENCREST CENTER,3725 VAN TEYLINGEN,COLORADO SPRINGS,80917,1,$200
Cash 5,GREENFIELDS POOL & SPORTS BAR,3355 S YARROW ST E101,LAKEWOOD,80227,1,"$20,000"
Cash 5,GREENMOUNTAIN MOBIL,12410 W ALAMEDA PKWY,LAKEWOOD,80228,4,"$80,000"
Cash 5,GRIZZLY GAS & CONVENIENCE,3200 ARAPAHOE AVE,BOULDER,80303,1,"$20,000"
Cash 5,HARAF FOODS MARKET,10774 BELLE CRK BLVD #124,HENDERSON,80640,1,"$1,000"
Cash 5,HAYS DRUG,224 GRAND AVE,PAONIA,81428,1,"$20,000"
Cash 5,HAYS MARKET,919 MOUNTAIN AVE,BERTHOUD,80513,6,"$80,400"
Cash 5,HERITAGE MARKET,180 S ELM,EATON,80615,1,"$20,000"
Cash 5,HIGH PLAINS FOOD STORE,403 ARAPAHOE,KIOWA,80117,1,"$20,000"
Cash 5,HURON CONVENIENCE STORE,9500 HURON ST,THORNTON,80260,1,"$20,000"
Cash 5,JANSEN LIQUORS,5805 GALLEY RD,COLORADO SPRINGS,80915,3,"$40,200"
Cash 5,JB'S CONVENIENCE STORE,710 E MAGNOLIA,FORT COLLINS,80524,1,"$20,000"
Cash 5,JR'S COUNTRY STORE #201,3920 HOLLYBROOK,PUEBLO,81005,4,"$20,600"
Cash 5,JR'S COUNTRY STORE #204,2402 S PRAIRIE,PUEBLO,81005,1,$200
Cash 5,KATMANDO'S GENERAL STORE,607 S MCCULLOCH BL WEST,PUEBLO WEST,81007,1,$200
Cash 5,K & G #30 CONOCO,9160 CROWN CREST BLVD,PARKER,80138,2,"$22,000"
Cash 5,K & G CONOCO #527,10038 W REMINGTON AVE,LITTLETON,80127,1,$200
Cash 5,K & G CONOCO #545,18181 E HAMPDEN AVE,AURORA,80013,1,"$20,000"
Cash 5,KHANAL INC,12300 W 44TH AVE,WHEAT RIDGE,80033,1,$200
Cash 5,KING SOOPERS #03,6350 SHERIDAN BLVD,ARVADA,80003,5,"$100,000"
Cash 5,KING SOOPERS #05,1355 KRAMERIA,DENVER,80220,1,"$20,000"
Cash 5,KING SOOPERS #07,5125 W FLORIDA AVE,DENVER,80219,1,$200
Cash 5,KING SOOPERS #08,2205 W WILDCAT RESERVE PKWY,LITTLETON,80129,3,"$40,200"
Cash 5,KING SOOPERS #09,1015 S TAFT HILL,FORT COLLINS,80521,2,"$21,000"
Cash 5,KING SOOPERS #100,4910 S YOSEMITE STREET,GREENWOOD VILLAGE,80111,2,"$20,201"
Cash 5,KING SOOPERS #101,13700 COLORADO BLVD,THORNTON,80602,2,"$40,000"
Cash 5,KING SOOPERS #102,1611 PACE ST,LONGMONT,80504,3,"$60,002"
Cash 5,KING SOOPERS #102 FUEL CENTER,1611 PACE ST,LONGMONT,80504,1,"$20,000"
Cash 5,KING SOOPERS #107,25701 E SMOKY HILL RD,AURORA,80016,2,"$40,000"
Cash 5,KING SOOPERS #108,4000 RED CEDAR DR,LITTLETON,80126,1,"$20,000"
Cash 5,KING SOOPERS #110,8673 S QUEBEC ST,LITTLETON,80130,1,"$1,000"
Cash 5,KING SOOPERS #112,1045 1ST STREET,BENNETT,80102,1,"$20,000"
Cash 5,KING SOOPERS #114,15051 E 104TH AVE,COMMERCE CITY,80022,3,"$40,200"
Cash 5,KING SOOPERS #118,2355 W 136TH AVE,BROOMFIELD,80023,1,$200
Cash 5,KING SOOPERS #119,9225 N UNION BLVD,COLORADO SPRINGS,80920,2,"$40,000"
Cash 5,KING SOOPERS #12,3050 W NORTHERN AVE,PUEBLO,81005,1,$200
Cash 5,KING SOOPERS #121,8055 SHERIDAN BLVD,ARVADA,80003,3,"$64,444"
Cash 5,KING SOOPERS #122,7901 S BROADWAY,LITTLETON,80122,1,"$20,000"
Cash 5,KING SOOPERS #124,4600 LEETSDALE DRIVE,GLENDALE,80246,1,"$20,000"
Cash 5,KING SOOPERS #126,17761 COTTONWOOD DR,PARKER,80134,1,"$20,000"
Cash 5,KING SOOPERS #128,18211 E HAMPDEN AVE,AURORA,80013,5,"$40,600"
Cash 5,KING SOOPERS #13,1375 E SOUTH BOULDER RD,LOUISVILLE,80027,4,"$66,664"
Cash 5,KING SOOPERS #130,3620 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,80918,6,"$120,000"
Cash 5,KING SOOPERS #132,750 RIDGE RD,CASTLE ROCK,80104,1,"$20,000"
Cash 5,KING SOOPERS #134,7915 CONSTITUTION AVE,COLORADO SPRINGS,80951,2,"$20,200"
Cash 5,KING SOOPERS #135,480 N HWY 287,LAFAYETTE,80026,2,"$33,332"
Cash 5,KING SOOPERS #136,100 N 50TH AVE,BRIGHTON,80601,3,"$40,200"
Cash 5,KING SOOPERS #136 FUEL CENTER,5191 E BRIDGE STREET,BRIGHTON,80601,1,"$20,000"
Cash 5,KING SOOPERS #16,19711 E SMOKY HILL RD,CENTENNIAL,80015,2,"$40,000"
Cash 5,KING SOOPERS #18,2325 S COLLEGE AVE,FORT COLLINS,80525,1,"$20,000"
Cash 5,KING SOOPERS #19,3100 S SHERIDAN,DENVER,80227,2,"$40,001"
Cash 5,KING SOOPERS #19 FUEL CENTER,3100 S SHERIDAN BLVD #2A,DENVER,80227,1,"$1,000"
Cash 5,KING SOOPERS #20,3400 YOUNGFIELD ST,WHEAT RIDGE,80033,2,"$3,000"
Cash 5,KING SOOPERS #22,9731 W 58TH AVE,ARVADA,80002,1,"$20,000"
Cash 5,KING SOOPERS #25,11747 W KEN CARYL AVE,LITTLETON,80127,5,"$81,411"
Cash 5,KING SOOPERS #26,6470 E HAMPDEN AVE,DENVER,80222,1,"$20,000"
Cash 5,KING SOOPERS #28,6550 LOOKOUT RD,BOULDER,80301,1,"$20,000"
Cash 5,KING SOOPERS #29,1155 E 9TH AVE,DENVER,80218,1,"$20,000"
Cash 5,KING SOOPERS #30,1155 S HAVANA,AURORA,80012,3,"$21,250"
Cash 5,KING SOOPERS #31,1927 S WADSWORTH,LAKEWOOD,80227,1,$200
Cash 5,KING SOOPERS #33,3600 TABLE MESA DRIVE,BOULDER,80305,2,"$33,332"
Cash 5,KING SOOPERS #34,1575 W 84TH AVE,FEDERAL HEIGHTS,80260,3,"$60,000"
Cash 5,KING SOOPERS #35,890 S MONACO PKWY,DENVER,80224,1,"$20,000"
Cash 5,KING SOOPERS #36,8031 WADSWORTH BLVD,ARVADA,80003,2,"$40,000"
Cash 5,KING SOOPERS #38,5050 E ARAPAHOE RD,LITTLETON,80122,2,"$40,000"
Cash 5,KING SOOPERS #40,12043 W ALAMEDA,LAKEWOOD,80228,4,"$80,000"
Cash 5,KING SOOPERS #41,6760 S PIERCE ST,LITTLETON,80128,1,"$20,000"
Cash 5,KING SOOPERS #42,2255 N MAIN ST,LONGMONT,80501,2,"$40,000"
Cash 5,KING SOOPERS #43,102 W 29TH ST,PUEBLO,81008,1,"$20,000"
Cash 5,KING SOOPERS #44,253 E 29TH ST,LOVELAND,80538,2,"$40,001"
Cash 5,KING SOOPERS #45,12350 W 64TH AVE,ARVADA,80004,2,"$20,200"
Cash 5,KING SOOPERS #47,7575 S UNIVERSITY BLVD,LITTLETON,80122,2,"$40,000"
Cash 5,KING SOOPERS #50,9800 W BELLEVIEW,LITTLETON,80123,1,"$20,000"
Cash 5,KING SOOPERS #52,15109 E COLFAX,AURORA,80011,3,"$40,211"
Cash 5,KING SOOPERS #53,6930 N ACADEMY BLVD,COLORADO SPRINGS,80918,2,"$40,000"
Cash 5,KING SOOPERS #55,9983 WADSWORTH PKWY,BROOMFIELD,80021,2,"$40,000"
Cash 5,KING SOOPERS #57,3817 SHERIDAN BLVD,WHEAT RIDGE,80212,2,"$40,000"
Cash 5,KING SOOPERS #58,815 CHEYENNE MEADOWS,COLORADO SPRINGS,80906,1,$200
Cash 5,KING SOOPERS #59,1545 S KIPLING ST,LAKEWOOD,80232,1,"$20,000"
Cash 5,KING SOOPERS #60,1555 QUAIL ST,LAKEWOOD,80215,1,"$1,000"
Cash 5,KING SOOPERS #61,1650 30TH ST,BOULDER,80301,1,"$16,666"
Cash 5,KING SOOPERS #62,10351 N FEDERAL BLVD,WESTMINSTER,80260,2,"$40,001"
Cash 5,KING SOOPERS #63,8200 S HOLLY,LITTLETON,80122,1,"$2,000"
Cash 5,KING SOOPERS #65,101 ENGLEWOOD PKWY,ENGLEWOOD,80110,1,"$20,000"
Cash 5,KING SOOPERS #68,3801 E 120TH AVE,THORNTON,80233,9,"$103,204"
Cash 5,KING SOOPERS #69,4271 S BUCKLEY RD,AURORA,80013,1,"$20,000"
Cash 5,KING SOOPERS #72,2750 S COLORADO BLVD,DENVER,80222,3,"$21,200"
Cash 5,KING SOOPERS #73,4503 JOHN F KENNEDY PKWY,FORT COLLINS,80525,3,"$60,000"
Cash 5,KING SOOPERS #74,1275 EAGLE DR,LOVELAND,80537,2,"$40,000"
Cash 5,KING SOOPERS #75,12959 S PARKER RD,PARKER,80134,2,"$40,000"
Cash 5,KING SOOPERS #76,3570 HARTSEL DR,COLORADO SPRINGS,80920,1,"$20,001"
Cash 5,KING SOOPERS #77,1070 W BAPTIST RD,COLORADO SPRINGS,80921,4,"$60,200"
Cash 5,KING SOOPERS #78,8126 S WADSWORTH BLVD,LITTLETON,80128,2,"$40,000"
Cash 5,KING SOOPERS #80,995 S HOVER ST,LONGMONT,80501,2,"$40,000"
Cash 5,KING SOOPERS #81,500 E BROMLEY LN,BRIGHTON,80601,4,"$61,000"
Cash 5,KING SOOPERS #82,17171 S GOLDEN RD,GOLDEN,80401,2,"$40,000"
Cash 5,KING SOOPERS #83,18605 GREEN VALLEY RANCH BLVD,DENVER,80249,3,"$20,416"
Cash 5,KING SOOPERS #84,6412 S PARKER RD,AURORA,80016,3,"$60,000"
Cash 5,KING SOOPERS #85,15200 W 64TH AVE,ARVADA,80007,4,"$80,000"
Cash 5,KING SOOPERS #86,12167 SHERIDAN BLVD,BROOMFIELD,80020,2,"$20,200"
Cash 5,KING SOOPERS #87,25637 CONIFER RD,CONIFER,80433,4,"$22,200"
Cash 5,KING SOOPERS #88,17031 LINCOLN AVE,PARKER,80134,1,"$20,000"
Cash 5,KING SOOPERS #91,7284 LAGAE RD,CASTLE ROCK,80108,2,"$2,005"
Cash 5,KING SOOPERS #92,4850 E 62ND AVE,COMMERCE CITY,80022,1,"$1,000"
Cash 5,KING SOOPERS #93,2810 QUEBEC ST,DENVER,80207,4,"$41,200"
Cash 5,KING SOOPERS #97,2602 S TIMBERLINE RD,FORT COLLINS,80525,3,"$60,000"
Cash 5,KING SOOPERS #98,6030 STETSON HILLS BLVD,COLORADO SPRINGS,80923,3,"$60,000"
Cash 5,KITTREDGE GENERAL STORE,26301 HILLTOP DR HWY 74,KITTREDGE,80457,2,"$2,000"
Cash 5,KOYOTE LIQUORS,202 NORTH BUS LOOP 50,OLATHE,81425,1,"$20,000"
Cash 5,KUM & GO #650,17970 KNOLLWOOD DRIVE,MONUMENT,80132,1,"$20,000"
Cash 5,KUM & GO #663,5771 N CAREFREE CIR,COLORADO SPRINGS,80917,2,"$40,000"
Cash 5,KUM & GO #670,8050 FOUNTAIN MESA ROAD,FOUNTAIN,80817,1,$200
Cash 5,KUM & GO #672,3025 HANCOCK EXPRESS WAY,COLORADO SPRINGS,80916,1,"$20,000"
Cash 5,KUM & GO #673,620 E FILLMORE STREET,COLORADO SPRINGS,80907,2,"$20,200"
Cash 5,KUM & GO #686,2410 N ACADEMY BLVD,COLORADO SPRINGS,80909,1,$200
Cash 5,KUM & GO #912,30393 KINGS VALLEY DR,CONIFER,80433,1,"$20,000"
Cash 5,KUM & GO # 919,317 E MAIN ST,RANGELY,81648,1,"$2,000"
Cash 5,KUM & GO #920,2032 CURVE PLZ,STEAMBOAT SPRINGS,80487,1,"$20,000"
Cash 5,KUM & GO #930,2150 E BRIDGE STREET,BRIGHTON,80601,10,"$140,400"
Cash 5,KUM & GO #931,2901 37TH STREET,EVANS,80620,1,"$20,000"
Cash 5,KUM & GO #934,8150 6TH STREET,WELLINGTON,80549,1,$200
Cash 5,KUM & GO #940,70 W BRIDGE ST,BRIGHTON,80601,1,"$20,000"
Cash 5,KWIK MART #3,30520 HWY 72,GOLDEN,80403,2,"$31,111"
Cash 5,KWIK WAY #740,6910 PALMER PARK BLVD,COLORADO SPRINGS,80915,1,"$20,000"
Cash 5,LK LIQUOR,2850 S ACADEMY BLVD STE 120,COLORADO SPRINGS,80916,1,"$20,000"
Cash 5,LOAF N JUG #03,200 MAIN ST,WALSENBURG,81089,1,$200
Cash 5,LOAF N JUG #06,4770 DRENNAN RD,COLORADO SPRINGS,80916,2,"$22,000"
Cash 5,LOAF N JUG #14,1201 W PUEBLO BLVD,PUEBLO,81004,2,$400
Cash 5,LOAF N JUG #15,243 HWY 5O EAST,AVONDALE,81022,1,$200
Cash 5,LOAF N JUG #16,101 N MAIN ST,LA JUNTA,81050,1,"$20,000"
Cash 5,LOAF N JUG #25,4800 THATCHER,PUEBLO,81005,1,"$20,000"
Cash 5,LOAF N JUG #33,2802 E PIKES PEAK AVE,COLORADO SPRINGS,80909,1,"$20,000"
Cash 5,LOAF N JUG #37,3980 IVYWOOD,PUEBLO,81005,4,"$80,000"
Cash 5,LOAF N JUG #38,1002 BONFORTE BLVD,PUEBLO,81001,1,"$20,000"
Cash 5,LOAF N JUG #40,4335 AIRPORT RD,COLORADO SPRINGS,80916,1,"$20,000"
Cash 5,LOAF N JUG #41,6857 SPACE VILLAGE AVE,COLORADO SPRINGS,80915,2,"$21,000"
Cash 5,LOAF N JUG #43,9364 S JORDAN RD,PARKER,80134,3,"$60,000"
Cash 5,LOAF N JUG #45,3705 DRENNAN,COLORADO SPRINGS,80910,3,"$60,000"
Cash 5,LOAF N JUG #48,201 MAIN ST,FRISCO,80443,1,"$20,000"
Cash 5,LOAF N JUG #49,305 N 10TH,ROCKY FORD,81067,2,"$20,201"
Cash 5,LOAF N JUG #54,912 ROYAL GORGE BLVD,CANON CITY,81212,1,"$20,000"
Cash 5,LOAF N JUG #55,448 HWY 50,SALIDA,81201,2,"$20,200"
Cash 5,LOAF N JUG #69,519 W HWY 24,WOODLAND PARK,80866,1,"$20,000"
Cash 5,LOAF N JUG #70,4001 JERRY MURPHY RD,PUEBLO,81001,2,"$40,000"
Cash 5,LOAF N JUG #71,1201 W 17TH ST,PUEBLO,81003,2,"$21,000"
Cash 5,LOAF N JUG #75,1700 SANTA FE DR,PUEBLO,81006,1,"$20,000"
Cash 5,LOAF N JUG #78,2120 OAKSHIRE LN,PUEBLO,81001,2,"$40,000"
Cash 5,LOAF N JUG #79,420 EAGLE RIDGE BLVD,PUEBLO,81008,1,"$20,000"
Cash 5,LOAF N JUG #80,102 S SANTA FE AVE,FOUNTAIN,80817,3,"$60,001"
Cash 5,LOAF N JUG #803,490 W HAMPDEN,ENGLEWOOD,80110,1,"$20,000"
Cash 5,LOAF N JUG #81,102 N RUBEY DR,GOLDEN,80403,1,"$20,000"
Cash 5,LOAF N JUG #82,14 W SPAULDING AVE,PUEBLO WEST,81007,1,"$20,000"
Cash 5,LOAF N JUG #83,700 WARNER DR,GOLDEN,80401,1,"$20,000"
Cash 5,LOAF N JUG #846,8211 6TH ST,WELLINGTON,80549,2,"$40,000"
Cash 5,LOAF N JUG #85,136 S PURCELL BLVD,PUEBLO WEST,81007,1,"$20,000"
Cash 5,LOAF N JUG #850,1001 39TH AVE,GREELEY,80634,1,"$20,000"
Cash 5,LOAF N JUG #86,2810 TROY AVE,PUEBLO,81001,1,"$20,000"
Cash 5,LOAF N JUG #868,101 W BRONTOSAURUS BLVD,DINOSAUR,81610,4,"$80,000"
Cash 5,LOAF N JUG #87,4125 W NORTHERN AVE,PUEBLO,81005,3,"$40,200"
Cash 5,LOAF N JUG #92,1019 SPACE CENTER DR,COLORADO SPRINGS,80915,1,"$20,000"
Cash 5,LOAF N JUG #93,905 W HWY 50,PUEBLO,81008,1,"$20,000"
Cash 5,LOAF N JUG #94,16355 W 64TH AVE,ARVADA,80007,1,"$20,000"
Cash 5,LOAF N JUG #98,5825 N ACADEMY BLVD,COLORADO SPRINGS,80918,1,"$20,000"
Cash 5,LOCAL CONVENIENCE STORE,1901 WADSWORTH BLVD,LAKEWOOD,80214,2,"$40,000"
Cash 5,LOVE'S COUNTRY STORES 38,301 E OLIVE ST,LAMAR,81052,2,"$40,000"
Cash 5,LOVES TRAVEL STOP #226,6470 N ELIZABETH,PUEBLO,81008,1,"$20,000"
Cash 5,LOVES TRAVEL STOP #668,3800 STATE HWY 56,BERTHOUD,80513,1,$200
Cash 5,LP STOP,1470 N AIRPORT BLVD,AURORA,80011,1,"$20,000"
Cash 5,MAJOR LIQUORS,529 IRIS DR,STERLING,80751,1,"$20,003"
Cash 5,MAPLETON GROCERY & DELI,1202 E 58TH AVE UNIT A,DENVER,80216,1,"$20,000"
Cash 5,MARWA MARKET,4330 W COLFAX AVE,DENVER,80204,1,"$20,000"
Cash 5,MAVERIK #463,101 HWY 92,DELTA,81416,1,"$20,000"
Cash 5,MEADOWS MARKET,7100 SUN COUNTRY DR,ELIZABETH,80107,1,"$20,000"
Cash 5,MELODY LANES & LOUNGE,800 W 2ND ST,JULESBURG,80737,3,"$60,016"
Cash 5,MINI FOOD STORE,4696 S FEDERAL BLVD,ENGLEWOOD,80110,1,"$20,000"
Cash 5,M & M LIQUOR,"18881 E COLFAX AVE
STE 1",AURORA,80011,1,"$1,000"
Cash 5,MONUMENT CORK N BOTTLE LIQUOR,351 HWY 105,MONUMENT,80132,2,"$2,000"
Cash 5,MURPHY EXPRESS #8587,3470 N TOWER RD,AURORA,80011,1,"$20,000"
Cash 5,MURPHY EXPRESS #8697,5601 W 44TH AVE,DENVER,80212,1,"$20,000"
Cash 5,MURPHY EXPRESS #8771,2375 MAIN ST,LONGMONT,80501,1,"$20,000"
Cash 5,MURPHY EXPRESS #8827,4615 CITY CENTRE ROAD,FIRESTONE,80504,1,$200
Cash 5,MY GOODS MARKET #0746,14405 W 64TH AVENUE,ARVADA,80004,1,"$20,000"
Cash 5,MY GOODS MARKET #6496,4085 BEVERLY STREET,COLORADO SPRINGS,80917,1,"$20,000"
Cash 5,MY GOODS MARKET #6500,290 S HAVANA ST,AURORA,80012,1,"$20,000"
Cash 5,MY GOODS MARKET #6502,1100 S HAVANA,AURORA,80012,1,"$20,000"
Cash 5,MY GOODS MARKET #6531,2790 N POWERS BLVD,COLORADO SPRINGS,80922,1,"$20,000"
Cash 5,MY GOODS MARKET #6538,290 N HWY 287,LAFAYETTE,80026,1,"$20,000"
Cash 5,MY GOODS MARKET #6549,15371 E ORCHARD RD,AURORA,80015,1,"$20,000"
Cash 5,NORTH MURRAY GAS,943 N MURRAY BLVD,COLORADO SPRINGS,80915,1,"$20,000"
Cash 5,NORWOOD DISCOUNT LIQUOR,2103 N NORWOOD,PUEBLO,81001,1,"$20,000"
Cash 5,OBERON FOOD & GAS,6601 OBERON RD,ARVADA,80004,1,"$20,000"
Cash 5,OUTBACK LIQUORS,113 ELIZABETH ST,ELIZABETH,80107,1,"$20,000"
Cash 5,PAISANO LIQUORS,126 W BRIDGE ST,BRIGHTON,80601,1,"$20,000"
Cash 5,P&D GROCERY,280 E FRONTAGE RD #5,MANCOS,81328,1,"$20,000"
Cash 5,PDQ STORE,5200 MANHATTAN CIR,BOULDER,80303,2,"$2,005"
Cash 5,PDS STORE,14490 E 6TH AVE,AURORA,80011,1,"$20,000"
Cash 5,PEAKVIEW WINE & SPIRITS,6631 S PEORIA ST #180,ENGLEWOOD,80111,1,$200
Cash 5,PETRO STOPPING CENTERS #399,2842 SE FRONTAGE RD,JOHNSTOWN,80534,1,"$20,000"
Cash 5,PHA STORES INC,520 PETERSON RD,COLORADO SPRINGS,80915,3,"$40,232"
Cash 5,PIKES PEAK PARK LIQUORS,2831 E FOUNTAIN BLVD,COLORADO SPRINGS,80910,1,"$20,000"
Cash 5,PINEY LIQUORS,"5135 CHAMBERS RD
UNIT F",DENVER,80239,1,$200
Cash 5,PONDEROSA MARKET & SPIRITS,4053 EVERGREEN PKWY ACCESS RD,EVERGREEN,80439,1,"$20,000"
Cash 5,PRINGLE BROTHERS FINE WINES,2100 W DRAKE #11,FORT COLLINS,80526,2,"$40,000"
Cash 5,PUEBLO WEST KWIK STOP,101 S MCCULLOCH BLVD,PUEBLO WEST,81007,5,"$62,000"
Cash 5,PUMP SHOP N SAVE,"5500 S SIMMS ST
STE A",LITTLETON,80127,2,"$40,000"
Cash 5,RAINBOW EXPRESS,30359 W  US HWY 160,SOUTH FORK,81154,1,"$20,000"
Cash 5,RAMBOS LONGHORN LIQUOR,1640 BIG THOMPSON AVE,ESTES PARK,80517,2,"$40,000"
Cash 5,RAMPART LIQUOR SPRING,7635 N UNION BLVD,COLORADO SPRINGS,80920,6,"$21,000"
Cash 5,RB FOOD & GAS,11010 E 120TH AVE,HENDERSON,80640,1,"$1,000"
Cash 5,REDD MERCANTILE,460 MAIN ST,NUCLA,81424,3,"$20,400"
Cash 5,RIDGWAY CONOCO,140 HWY 550,RIDGWAY,81432,3,"$60,000"
Cash 5,RINGOS SUPER TRADING POST,23368 HWY 12,TRINIDAD,81082,3,"$60,000"
Cash 5,RITE AID #6367,400 N 1ST STREET,GRAND JUNCTION,81501,1,"$20,000"
Cash 5,ROCKY MTN DISCOUNT LIQUORS,350 W RIVERSIDE DRIVE,ESTES PARK,80517,1,"$20,000"
Cash 5,ROSSI LIQUOR,12399 W 64TH AVENUE,ARVADA,80004,1,"$20,000"
Cash 5,R & R LIQUOR,1845 MAIN ST,COLORADO SPRINGS,80911,2,"$21,000"
Cash 5,R & S FOOD AND GAS,814 14TH ST SW,LOVELAND,80537,1,"$1,000"
Cash 5,RUSSELL'S #203,707 17TH ST #130,DENVER,80202,1,"$20,000"
Cash 5,RUSSELL'S #206,1560 BROADWAY #102,DENVER,80202,1,"$20,000"
Cash 5,RUSSELL'S #212,1625 BROADWAY,DENVER,80202,1,"$20,000"
Cash 5,RUSSELLS #224,1670 BROADWAY STE 130,DENVER,80202,2,"$40,000"
Cash 5,SAFEWAY #2812,910 W CHERRY ST,LOUISVILLE,80027,2,"$33,332"
Cash 5,SAFEWAY #3836,"200 QUEBEC ST
BLDG 400",DENVER,80230,1,"$20,000"
Cash 5,SAFEWAY #803,7055 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,80923,2,"$40,000"
Cash 5,SAFEWAY #840,8750 N UNION BLVD,COLORADO SPRINGS,80920,1,$200
Cash 5,SAFEWAY #841,1200 S BUCKLEY RD,AURORA,80017,1,"$20,000"
Cash 5,SAFEWAY #881,500 E 120TH AVE,NORTHGLENN,80233,1,"$20,000"
Cash 5,SAFEWAY #885,323 S BROADWAY,DENVER,80209,1,"$20,000"
Cash 5,SAFEWAY #899,6100 S GUN CLUB RD,AURORA,80016,3,"$60,000"
Cash 5,SAFEWAY FUEL CENTER 1635,10200 FEDERAL BLVD,FEDERAL HEIGHTS,80260,1,"$20,000"
Cash 5,SAFEWAY FUEL C-STRE 1578,1039 E US HWY 24,WOODLAND PARK,80863,1,"$1,000"
Cash 5,SAFEWAY FUEL C-STRE 1644,7505 MCLAUGHLIN RD,PEYTON,80831,2,"$20,200"
Cash 5,SAFEWAY FUEL MINI C-0244,3600 W 44TH AVE,DENVER,80211,1,"$20,000"
Cash 5,SAFEWAY FUEL MINI C-1131,1221 S TOWNSEND AVE,MONTROSE,81401,1,"$20,000"
Cash 5,SAFEWAY FUEL MINI C-1248,2995 W 26TH ST,DENVER,80211,1,"$1,000"
Cash 5,SAFEWAY FUEL MINI C-1479,3890 WADSWORTH AVE.,WHEAT RIDGE,80033,4,"$51,311"
Cash 5,SAFEWAY FUEL MINI C-1656,1603 COALTON RD,SUPERIOR,80027,1,"$16,666"
Cash 5,SAFEWAY FUEL MINI C-1975,6925 MESA RIDGE PKWY,FOUNTAIN,80817,2,"$21,400"
Cash 5,SAFEWAY FUEL MINI C-2612,1677 S HAVANA ST,AURORA,80012,1,"$20,000"
Cash 5,SAFEWAY FUEL MINI C-2791,171 W MINERAL,LITTLETON,80120,1,"$20,000"
Cash 5,SAFEWAY FUEL MINI C-2913,2160 W DRAKE ROAD,FORT COLLINS,80526,1,"$1,000"
Cash 5,SAFEWAY FUEL MINI C-2918,3550 10TH ST,GREELEY,80634,1,"$20,000"
Cash 5,SAFEWAY FUEL MINI C-4604,20123 E SMOKY HILL RD,CENTENNIAL,80015,1,"$20,000"
Cash 5,SAFEWAY STORES #1828,8134 COLORADO BLVD,FIRESTONE,80504,1,$200
Cash 5,SAFEWAY STORES INC #0008,7375 E ARAPAHOE RD,ENGLEWOOD,80112,1,$200
Cash 5,SAFEWAY STORES INC #0027,5025 S KIPLING PKWY,LITTLETON,80127,1,"$20,000"
Cash 5,SAFEWAY STORES INC #0041,13111 W ALAMEDA PKWY,LAKEWOOD,80228,2,"$40,013"
Cash 5,SAFEWAY STORES INC #0137,12200 E MISSISSIPPI AVE,AURORA,80012,12,"$220,200"
Cash 5,SAFEWAY STORES INC #0322,1701 JACKSON ST,GOLDEN,80401,1,"$20,000"
Cash 5,SAFEWAY STORES INC #0344,9160 W COLFAX AVE,LAKEWOOD,80215,1,$200
Cash 5,SAFEWAY STORES INC #0722,457 W MAIN ST,TRINIDAD,81082,2,"$40,000"
Cash 5,SAFEWAY STORES INC #0812,2210 N WAHSATCH AVE,COLORADO SPRINGS,80907,1,"$20,000"
Cash 5,SAFEWAY STORES INC #0835,5060 N ACADEMY BLVD,COLORADO SPRINGS,80918,1,"$20,015"
Cash 5,SAFEWAY STORES INC #0914,2321 W EISENHOWER,LOVELAND,80537,1,"$20,801"
Cash 5,SAFEWAY STORES INC #0920,451 E WONDERVIEW,ESTES PARK,80517,1,"$20,000"
Cash 5,SAFEWAY STORES INC #1116,1050 KEN PRATT BLVD,LONGMONT,80501,3,"$60,000"
Cash 5,SAFEWAY STORES INC #1267,6460 E YALE AVE UNIT 7,DENVER,80222,1,"$20,000"
Cash 5,SAFEWAY STORES INC #1440,624 HWY 105,MONUMENT,80132,1,"$20,000"
Cash 5,SAFEWAY STORES INC #1446,11051 S PARKER RD,PARKER,80134,2,"$40,000"
Cash 5,SAFEWAY STORES INC #1463,2150 S DOWNING ST,DENVER,80210,1,"$20,000"
Cash 5,SAFEWAY STORES INC #1466,1121 N CIRCLE DR,COLORADO SPRINGS,80909,7,"$102,010"
Cash 5,SAFEWAY STORES INC #1479,3900 WADSWORTH BLVD,WHEAT RIDGE,80033,2,"$40,000"
Cash 5,SAFEWAY STORES INC #1532,220 S ELIZABETH ST,ELIZABETH,80107,2,"$40,000"
Cash 5,SAFEWAY STORES INC #1548,9229 E LINCOLN AVE,LONE TREE,80124,1,"$1,000"
Cash 5,SAFEWAY STORES INC #1552,1426 E HARMONY RD,FORT COLLINS,80525,1,"$20,000"
Cash 5,SAFEWAY STORES INC #1577,6520 S ACADEMY BLVD,COLORADO SPRINGS,80906,3,"$60,001"
Cash 5,SAFEWAY STORES INC #1578,1101 E US HWY 24,WOODLAND PARK,80863,1,"$100,000"
Cash 5,SAFEWAY STORES INC #1599,12442 W KEN CARYL AVE,LITTLETON,80127,1,"$20,000"
Cash 5,SAFEWAY STORES INC #1615,3325 28TH ST,BOULDER,80301,3,"$60,000"
Cash 5,SAFEWAY STORES INC #1644,7655 MCLAUGHLIN RD,PEYTON,80831,1,"$20,000"
Cash 5,SAFEWAY STORES INC #1656,1601 COALTON RD,SUPERIOR,80027,1,$200
