Draw date,Last Day To Claim,Winning Numbers,Powerball,Power Play,Jackpot,Jackpot Cash Value,Jackpot Winners,Jackpot CO Winners,Match 5 Prize,Match 5 CO Winners,Match 5 Prize (with Power Play),Match 5 CO Winners (with Power Play),Match 4 + Powerball Prize,Match 4 + Powerball CO Winners,Match 4 + Powerball Prize (with Power Play),Match 4 + Powerball CO Winners (with Power Play),Match 4 Prize,Match 4 CO Winners,Match 4 Prize (with Power Play),Match 4 CO Winners (with Power Play),Match 3 + Powerball Prize,Match 3 + Powerball CO Winners,Match 3 + Powerball Prize (with Power Play),Match 3 + Powerball CO Winners (with Power Play),Match 3 Prize,Match 3 CO Winners,Match 3 Prize (with Power Play),Match 3 CO Winners (with Power Play),Match 2 + Powerball Prize,Match 2 + Powerball CO Winners,Match 2 + Powerball Prize (with Power Play),Match 2 + Powerball CO Winners (with Power Play),Match 1 + Powerball Prize,Match 1 + Powerball CO Winners,Match 1 + Powerball Prize (with Power Play),Match 1 + Powerball CO Winners (with Power Play),Match 0 + Powerball Prize,Match 0 + Powerball CO Winners,Match 0 + Powerball Prize (with Power Play),Match 0 + Powerball CO Winners (with Power Play)
"Oct. 28, 2020",04/26/2021,11 - 28 - 37 - 40 - 53,13,2,"$116,000,000","$89,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,1,$100,5,$200,5,$7,176,$14,170,$7,127,$14,145,$4,1075,$8,1012,$4,2488,$8,2438
"Oct. 24, 2020",04/22/2021,18 - 20 - 27 - 45 - 65,6,2,"$102,000,000","$80,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,1,$100,8,$200,6,$7,160,$14,172,$7,166,$14,159,$4,1113,$8,1054,$4,2714,$8,2480
"Oct. 21, 2020",04/19/2021,1 - 3 - 13 - 44 - 56,26,3,"$91,000,000","$72,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,0,$100,14,$300,10,$7,188,$21,163,$7,118,$21,126,$4,979,$12,986,$4,2202,$12,2132
"Oct. 17, 2020",04/15/2021,6 - 10 - 31 - 37 - 44,23,2,"$82,000,000","$64,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,5,$100,8,$200,7,$7,170,$14,165,$7,136,$14,126,$4,986,$8,1008,$4,2237,$8,2173
"Oct. 14, 2020",04/12/2021,21 - 37 - 52 - 53 - 58,5,2,"$72,000,000","$56,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,2,$100,3,$200,3,$7,130,$14,118,$7,83,$14,101,$4,879,$8,886,$4,2240,$8,2165
"Oct. 10, 2020",04/08/2021,5 - 18 - 23 - 40 - 50,18,3,"$62,000,000","$49,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,0,$300,4,$100,5,$300,10,$7,150,$21,163,$7,148,$21,151,$4,925,$12,1023,$4,2193,$12,2351
"Oct. 7, 2020",04/05/2021,6 - 24 - 30 - 53 - 56,19,2,"$52,000,000","$41,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,0,$100,7,$200,5,$7,117,$14,139,$7,98,$14,101,$4,815,$8,837,$4,2044,$8,2040
"Oct. 3, 2020",04/01/2021,18 - 31 - 36 - 43 - 47,20,2,"$43,000,000","$34,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,3,$100,7,$200,10,$7,137,$14,129,$7,105,$14,110,$4,851,$8,876,$4,2023,$8,2129
"Sept. 30, 2020",03/29/2021,14 - 18 - 36 - 49 - 67,18,2,"$34,000,000","$27,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,3,$100,5,$200,4,$7,130,$14,92,$7,137,$14,114,$4,803,$8,856,$4,2053,$8,2057
"Sept. 26, 2020",03/25/2021,11 - 21 - 27 - 36 - 62,24,3,"$25,000,000","$20,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",1,$100,1,$300,4,$100,10,$300,13,$7,140,$21,163,$7,102,$21,132,$4,811,$12,845,$4,2012,$12,1949
"Sept. 23, 2020",03/22/2021,8 - 17 - 49 - 52 - 59,1,2,"$22,000,000","$17,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,2,$100,2,$200,4,$7,97,$14,98,$7,85,$14,78,$4,775,$8,702,$4,1742,$8,1704
"Sept. 19, 2020",03/18/2021,11 - 14 - 23 - 47 - 57,14,4,"$20,000,000","$16,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,1,$400,1,$100,8,$400,6,$7,122,$28,147,$7,124,$28,106,$4,782,$16,837,$4,1799,$16,1888
"Sept. 16, 2020",03/15/2021,10 - 17 - 31 - 51 - 53,1,2,"$94,000,000","$75,100,000",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,3,$200,2,$100,6,$200,6,$7,157,$14,136,$7,128,$14,113,$4,943,$8,907,$4,2240,$8,2086
"Sept. 12, 2020",03/11/2021,16 - 17 - 20 - 53 - 67,4,2,"$85,000,000","$67,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,4,$100,5,$200,5,$7,127,$14,139,$7,131,$14,125,$4,1024,$8,996,$4,2394,$8,2332
"Sept. 9, 2020",03/08/2021,27 - 52 - 55 - 60 - 64,21,3,"$75,000,000","$59,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,4,$100,7,$300,3,$7,123,$21,116,$7,102,$21,91,$4,800,$12,809,$4,2069,$12,2080
"Sept. 5, 2020",03/04/2021,15 - 21 - 22 - 27 - 47,7,2,"$66,000,000","$52,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,2,$200,0,$100,9,$200,8,$7,161,$14,174,$7,177,$14,181,$4,1138,$8,1096,$4,2439,$8,2466
"Sept. 2, 2020",03/01/2021,1 - 4 - 11 - 20 - 69,18,2,"$56,000,000","$44,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,1,$200,3,$100,5,$200,8,$7,194,$14,194,$7,138,$14,134,$4,932,$8,880,$4,2101,$8,2103
"Aug. 29, 2020",02/25/2021,5 - 21 - 22 - 29 - 43,10,2,"$47,000,000","$37,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,4,$100,5,$200,8,$7,142,$14,185,$7,133,$14,121,$4,887,$8,934,$4,2111,$8,2172
"Aug. 26, 2020",02/22/2021,8 - 12 - 19 - 47 - 58,2,2,"$37,000,000","$29,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,2,$100,6,$200,10,$7,142,$14,158,$7,95,$14,103,$4,807,$8,798,$4,1879,$8,1864
"Aug. 22, 2020",02/18/2021,19 - 30 - 36 - 42 - 66,14,3,"$29,000,000","$23,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",1,$100,5,$300,3,$100,3,$300,10,$7,126,$21,118,$7,85,$21,111,$4,841,$12,918,$4,2054,$12,2077
"Aug. 19, 2020",02/15/2021,13 - 23 - 47 - 55 - 58,23,10,"$22,000,000","$17,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$500,000",0,$100,4,"$1,000",5,$100,3,"$1,000",9,$7,112,$70,114,$7,90,$70,88,$4,732,$40,726,$4,1814,$40,1862
"Aug. 15, 2020",02/11/2021,5 - 12 - 34 - 45 - 56,3,3,"$20,000,000","$16,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,2,$100,4,$300,7,$7,137,$21,124,$7,116,$21,120,$4,934,$12,891,$4,2028,$12,2197
"Aug. 12, 2020",02/08/2021,2 - 6 - 18 - 36 - 37,21,2,"$169,000,000","$140,600,000",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,0,$200,5,$100,9,$200,8,$7,270,$14,207,$7,198,$14,155,$4,1440,$8,1229,$4,3299,$8,2961
"Aug. 8, 2020",02/04/2021,2 - 3 - 14 - 40 - 51,24,3,"$158,000,000","$130,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,0,$300,2,$100,11,$300,13,$7,223,$21,218,$7,216,$21,206,$4,1496,$12,1312,$4,3384,$12,3019
"Aug. 5, 2020",02/01/2021,7 - 14 - 17 - 57 - 65,24,5,"$147,000,000","$121,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$250,000",0,$100,4,$500,4,$100,8,$500,3,$7,219,$35,176,$7,162,$35,130,$4,1353,$20,1133,$4,3224,$20,2762
"Aug. 1, 2020",01/28/2021,6 - 25 - 36 - 43 - 48,24,3,"$137,000,000","$112,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$150,000",1,$100,3,$300,2,$100,9,$300,5,$7,226,$21,202,$7,168,$21,130,$4,1302,$12,1157,$4,3185,$12,2732
"July 29, 2020",01/25/2021,7 - 29 - 35 - 40 - 45,26,2,"$126,000,000","$103,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,6,$100,5,$200,8,$7,200,$14,354,$7,168,$14,256,$4,1154,$8,2128,$4,2884,$8,5148
"July 25, 2020",01/21/2021,5 - 21 - 36 - 61 - 62,18,2,"$117,000,000","$94,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,1,$100,7,$200,11,$7,181,$14,146,$7,164,$14,140,$4,1161,$8,1108,$4,2806,$8,2667
"July 22, 2020",01/18/2021,16 - 25 - 36 - 44 - 55,14,3,"$106,700,000","$86,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,5,$100,8,$300,6,$7,156,$21,152,$7,150,$21,116,$4,999,$12,922,$4,2385,$12,2187
"July 18, 2020",01/14/2021,13 - 16 - 32 - 58 - 59,9,2,"$97,000,000","$78,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,4,$100,9,$200,6,$7,137,$14,159,$7,157,$14,126,$4,1032,$8,1039,$4,2592,$8,2491
"July 15, 2020",01/11/2021,27 - 47 - 61 - 62 - 69,4,10,"$87,000,000","$70,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$500,000",0,$100,1,"$1,000",0,$100,2,"$1,000",3,$7,130,$70,148,$7,111,$70,106,$4,887,$40,877,$4,2208,$40,2252
"July 11, 2020",01/07/2021,14 - 19 - 61 - 62 - 64,4,2,"$79,000,000","$63,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,0,$100,7,$200,7,$7,123,$14,156,$7,119,$14,123,$4,914,$8,956,$4,2310,$8,2288
"July 8, 2020",01/04/2021,3 - 10 - 34 - 36 - 62,5,10,"$69,000,000","$55,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$500,000",0,$100,5,"$1,000",2,$100,4,"$1,000",8,$7,155,$70,132,$7,126,$70,115,$4,902,$40,922,$4,2137,$40,2088
"July 4, 2020",12/31/2020,16 - 21 - 27 - 60 - 61,6,2,"$60,000,000","$47,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,4,$100,7,$200,5,$7,151,$14,161,$7,119,$14,123,$4,923,$8,991,$4,2206,$8,2173
"July 1, 2020",12/28/2020,15 - 28 - 52 - 53 - 63,18,4,"$51,100,000","$40,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,2,$400,1,$100,5,$400,7,$7,112,$28,106,$7,103,$28,109,$4,848,$16,878,$4,2135,$16,2108
"June 27, 2020",12/24/2020,9 - 36 - 49 - 56 - 62,8,2,"$42,600,000","$34,000,000",0,0,"$100,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,1,$100,6,$200,2,$7,137,$14,104,$7,113,$14,109,$4,853,$8,847,$4,2121,$8,2235
"June 24, 2020",12/21/2020,15 - 22 - 27 - 33 - 46,23,3,"$33,900,000","$26,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,3,$100,3,$300,9,$7,117,$21,132,$7,104,$21,101,$4,749,$12,713,$4,1804,$12,1813
"June 20, 2020",12/17/2020,10 - 31 - 41 - 63 - 67,5,3,"$25,600,000","$20,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,2,$100,3,$300,5,$7,132,$21,123,$7,109,$21,118,$4,800,$12,874,$4,1966,$12,2101
"June 17, 2020",12/14/2020,7 - 10 - 63 - 64 - 68,10,3,"$22,000,000","$17,500,000",0,0,"$1,000,000",1,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,1,$100,5,$300,3,$7,122,$21,104,$7,89,$21,108,$4,812,$12,835,$4,1837,$12,1971
"June 13, 2020",12/10/2020,2 - 12 - 32 - 50 - 65,5,3,"$20,000,000","$15,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,4,$100,5,$300,2,$7,124,$21,116,$7,100,$21,108,$4,777,$12,882,$4,1784,$12,1968
"June 10, 2020",12/07/2020,10 - 33 - 41 - 52 - 54,18,5,"$22,000,000","$16,704,632",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$250,000",0,$100,1,$500,3,$100,8,$500,5,$7,114,$35,118,$7,91,$35,93,$4,803,$20,885,$4,1955,$20,2141
"June 6, 2020",12/03/2020,1 - 17 - 38 - 68 - 69,18,2,"$20,000,000","$15,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,3,$100,5,$200,10,$7,120,$14,121,$7,100,$14,116,$4,846,$8,852,$4,1966,$8,2103
"June 3, 2020",11/30/2020,1 - 3 - 26 - 41 - 64,17,2,"$136,400,000","$108,055,258",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,2,$100,4,$200,4,$7,181,$14,163,$7,140,$14,148,$4,1078,$8,1045,$4,2465,$8,2611
"May 30, 2020",11/26/2020,13 - 32 - 41 - 58 - 60,14,2,"$127,300,000","$100,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,3,$100,3,$200,4,$7,149,$14,186,$7,127,$14,122,$4,1096,$8,1049,$4,2496,$8,2633
"May 27, 2020",11/23/2020,38 - 58 - 59 - 64 - 68,21,3,"$115,500,000","$92,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,3,$100,4,$300,11,$7,127,$21,129,$7,105,$21,123,$4,861,$12,868,$4,2314,$12,2282
"May 23, 2020",11/19/2020,2 - 8 - 18 - 21 - 23,16,4,"$106,100,000","$85,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$200,000",0,$100,2,$400,8,$100,6,$400,6,$7,261,$28,213,$7,148,$28,133,$4,954,$16,991,$4,2156,$16,2201
"May 20, 2020",11/16/2020,18 - 34 - 40 - 42 - 50,9,2,"$95,300,000","$77,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,1,$100,2,$200,4,$7,121,$14,139,$7,102,$14,98,$4,881,$8,882,$4,2085,$8,2192
"May 16, 2020",11/12/2020,8 - 12 - 26 - 39 - 42,11,2,"$86,900,000","$70,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,4,$100,10,$200,11,$7,166,$14,179,$7,137,$14,146,$4,942,$8,1005,$4,2257,$8,2391
"May 13, 2020",11/09/2020,39 - 53 - 54 - 56 - 57,20,3,"$78,100,000","$62,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,0,$100,4,$300,6,$7,97,$21,102,$7,79,$21,91,$4,687,$12,695,$4,1787,$12,1947
"May 9, 2020",11/05/2020,12 - 18 - 42 - 48 - 65,19,5,"$70,000,000","$56,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$250,000",1,$100,2,$500,1,$100,8,$500,9,$7,119,$35,121,$7,96,$35,118,$4,822,$20,869,$4,1970,$20,2109
"May 6, 2020",11/02/2020,7 - 8 - 35 - 50 - 65,20,4,"$60,200,000","$49,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$200,000",0,$100,1,$400,3,$100,3,$400,4,$7,133,$28,122,$7,94,$28,90,$4,756,$16,734,$4,1665,$16,1814
"May 2, 2020",10/29/2020,13 - 16 - 33 - 58 - 68,24,5,"$52,700,000","$43,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$250,000",0,$100,1,$500,1,$100,3,$500,4,$7,106,$35,113,$7,88,$35,96,$4,753,$20,762,$4,1874,$20,2058
"April 29, 2020",10/26/2020,2 - 20 - 49 - 61 - 67,20,2,"$44,300,000","$36,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,2,$100,3,$200,2,$7,80,$14,110,$7,89,$14,95,$4,670,$8,713,$4,1584,$8,1688
"April 25, 2020",10/22/2020,1 - 3 - 21 - 47 - 57,18,2,"$37,400,000","$30,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,2,$100,2,$200,6,$7,118,$14,117,$7,97,$14,119,$4,704,$8,782,$4,1677,$8,1840
"April 22, 2020",10/19/2020,1 - 33 - 35 - 40 - 69,24,5,"$30,000,000","$24,600,000",0,0,"$1,000,000",1,"$2,000,000",1,"$50,000",0,"$250,000",0,$100,1,$500,0,$100,2,$500,2,$7,102,$35,90,$7,77,$35,92,$4,602,$20,608,$4,1492,$20,1587
"April 18, 2020",10/15/2020,4 - 44 - 46 - 56 - 63,19,2,"$24,000,000","$19,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,0,$200,0,$100,2,$200,7,$7,98,$14,100,$7,78,$14,91,$4,661,$8,740,$4,1613,$8,1821
"April 15, 2020",10/12/2020,10 - 12 - 33 - 36 - 41,2,3,"$22,000,000","$17,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,2,$100,4,$300,4,$7,105,$21,87,$7,79,$21,80,$4,609,$12,650,$4,1388,$12,1543
"April 11, 2020",10/08/2020,22 - 29 - 30 - 42 - 47,17,3,"$20,000,000","$16,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,2,$100,2,$300,7,$7,99,$21,103,$7,84,$21,90,$4,642,$12,719,$4,1579,$12,1691
"April 8, 2020",10/05/2020,2 - 37 - 39 - 48 - 54,5,3,"$190,000,000","$155,993,431",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,1,$100,8,$300,5,$7,139,$21,122,$7,146,$21,124,$4,1115,$12,962,$4,2718,$12,2345
"April 4, 2020",10/01/2020,8 - 31 - 39 - 40 - 43,4,3,"$180,000,000","$147,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,1,$100,7,$300,4,$7,163,$21,150,$7,141,$21,110,$4,1143,$12,952,$4,2676,$12,2297
"April 1, 2020",09/28/2020,33 - 35 - 45 - 48 - 60,16,2,"$170,000,000","$136,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,1,$100,5,$200,2,$7,159,$14,122,$7,124,$14,93,$4,941,$8,804,$4,2404,$8,2068
"March 28, 2020",09/24/2020,7 - 40 - 48 - 55 - 66,11,2,"$160,000,000","$128,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,1,$100,3,$200,5,$7,145,$14,141,$7,139,$14,119,$4,1129,$8,1033,$4,2630,$8,2470
"March 25, 2020",09/21/2020,5 - 9 - 27 - 39 - 42,16,2,"$150,000,000","$114,800,000",0,0,"$1,000,000",2,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,1,$100,6,$200,7,$7,213,$14,178,$7,156,$14,137,$4,1059,$8,911,$4,2397,$8,2056
"March 21, 2020",09/17/2020,2 - 23 - 40 - 59 - 69,13,2,"$140,000,000","$107,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,1,$100,5,$200,7,$7,174,$14,143,$7,160,$14,127,$4,1143,$8,1026,$4,2699,$8,2376
"March 18, 2020",09/14/2020,15 - 27 - 44 - 59 - 63,8,4,"$130,000,000","$100,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,2,$400,5,$100,8,$400,4,$7,164,$28,146,$7,119,$28,127,$4,1114,$16,941,$4,2748,$16,2392
"March 14, 2020",09/10/2020,9 - 23 - 26 - 30 - 32,8,3,"$120,000,000","$93,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,7,$300,3,$100,12,$300,11,$7,206,$21,199,$7,180,$21,143,$4,1336,$12,1158,$4,2887,$12,2632
"March 11, 2020",09/07/2020,4 - 29 - 49 - 50 - 67,2,4,"$110,000,000","$88,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,3,$400,3,$100,5,$400,7,$7,178,$28,150,$7,140,$28,131,$4,1176,$16,950,$4,2876,$16,2532
"March 7, 2020",09/03/2020,7 - 15 - 21 - 33 - 62,23,2,"$100,000,000","$80,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,2,$100,7,$200,7,$7,218,$14,223,$7,169,$14,151,$4,1295,$8,1129,$4,3032,$8,2677
"March 4, 2020",08/31/2020,18 - 43 - 58 - 60 - 68,14,2,"$90,000,000","$67,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,1,$100,4,$200,1,$7,163,$14,137,$7,129,$14,117,$4,1076,$8,945,$4,2518,$8,2349
"Feb. 29, 2020",08/27/2020,24 - 44 - 46 - 50 - 51,13,3,"$80,000,000","$60,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,2,$100,5,$300,10,$7,152,$21,142,$7,136,$21,129,$4,1166,$12,1084,$4,3040,$12,2759
"Feb. 26, 2020",08/24/2020,8 - 27 - 29 - 36 - 47,24,3,"$70,000,000","$50,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,1,$100,5,$300,5,$7,156,$21,148,$7,120,$21,124,$4,973,$12,890,$4,2307,$12,2123
"Feb. 22, 2020",08/20/2020,25 - 37 - 39 - 61 - 62,11,3,"$60,000,000","$43,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,5,$100,11,$300,7,$7,154,$21,144,$7,139,$21,143,$4,1005,$12,1082,$4,2718,$12,2658
"Feb. 19, 2020",08/17/2020,10 - 12 - 15 - 19 - 56,19,2,"$50,000,000","$35,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,5,$100,10,$200,5,$7,167,$14,170,$7,132,$14,129,$4,853,$8,900,$4,2061,$8,1950
"Feb. 15, 2020",08/13/2020,16 - 32 - 35 - 36 - 46,3,3,"$40,000,000","$28,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,1,$100,5,$300,6,$7,132,$21,148,$7,120,$21,118,$4,857,$12,905,$4,2171,$12,2351
"Feb. 12, 2020",08/10/2020,14 - 47 - 54 - 55 - 68,25,2,"$70,000,000","$49,786,628",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,1,$100,8,$200,5,$7,123,$14,92,$7,94,$14,103,$4,728,$8,806,$4,2019,$8,1922
"Feb. 8, 2020",08/06/2020,35 - 49 - 50 - 59 - 66,6,2,"$60,000,000","$42,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,3,$200,3,$100,5,$200,3,$7,95,$14,151,$7,98,$14,89,$4,789,$8,830,$4,2083,$8,2175
"Feb. 5, 2020",08/03/2020,23 - 30 - 35 - 41 - 57,2,3,"$50,000,000","$35,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,0,$300,2,$100,3,$300,5,$7,116,$21,119,$7,84,$21,90,$4,768,$12,765,$4,1861,$12,1977
"Feb. 1, 2020",07/30/2020,12 - 33 - 54 - 57 - 60,13,4,"$40,000,000","$28,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,1,$400,0,$100,7,$400,4,$7,153,$28,166,$7,117,$28,133,$4,957,$16,1084,$4,2632,$16,2790
"Jan. 29, 2020",07/27/2020,9 - 12 - 15 - 31 - 60,2,2,"$396,900,000","$276,558,034",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,6,$200,11,$100,27,$200,16,$7,662,$14,517,$7,486,$14,344,$4,3907,$8,2980,$4,8874,$8,6882
"Jan. 25, 2020",07/23/2020,2 - 9 - 17 - 36 - 67,18,2,"$366,600,000","$255,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,3,$100,22,$200,19,$7,532,$14,462,$7,439,$14,364,$4,3258,$8,2677,$4,7749,$8,6464
"Jan. 22, 2020",07/20/2020,11 - 33 - 44 - 59 - 67,8,3,"$347,000,000","$236,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,3,$100,9,$300,12,$7,445,$21,345,$7,349,$21,267,$4,2816,$12,2041,$4,6710,$12,5158
"Jan. 18, 2020",07/16/2020,20 - 24 - 38 - 56 - 68,18,2,"$322,600,000","$219,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,1,$100,12,$200,13,$7,336,$14,244,$7,312,$14,226,$4,2264,$8,1789,$4,5639,$8,4477
"Jan. 15, 2020",07/13/2020,39 - 41 - 53 - 55 - 68,19,2,"$298,400,000","$203,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,4,$100,4,$200,12,$7,297,$14,223,$7,276,$14,178,$4,2007,$8,1552,$4,5053,$8,3808
"Jan. 11, 2020",07/09/2020,3 - 21 - 23 - 31 - 59,3,2,"$277,800,000","$189,300,000",0,0,"$1,000,000",0,"$2,000,000",1,"$50,000",0,"$100,000",0,$100,3,$200,5,$100,15,$200,12,$7,360,$14,280,$7,309,$14,220,$4,2052,$8,1629,$4,4723,$8,3743
"Jan. 8, 2020",07/06/2020,2 - 4 - 7 - 43 - 56,22,4,"$258,200,000","$175,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,6,$400,3,$100,14,$400,7,$7,326,$28,267,$7,291,$28,212,$4,1831,$16,1387,$4,4373,$16,3370
