Draw date,Last Day To Claim,Winning Numbers,Powerball,Power Play,Jackpot,Jackpot Cash Value,Jackpot Winners,Jackpot CO Winners,Match 5 Prize,Match 5 CO Winners,Match 5 Prize (with Power Play),Match 5 CO Winners (with Power Play),Match 4 + Powerball Prize,Match 4 + Powerball CO Winners,Match 4 + Powerball Prize (with Power Play),Match 4 + Powerball CO Winners (with Power Play),Match 4 Prize,Match 4 CO Winners,Match 4 Prize (with Power Play),Match 4 CO Winners (with Power Play),Match 3 + Powerball Prize,Match 3 + Powerball CO Winners,Match 3 + Powerball Prize (with Power Play),Match 3 + Powerball CO Winners (with Power Play),Match 3 Prize,Match 3 CO Winners,Match 3 Prize (with Power Play),Match 3 CO Winners (with Power Play),Match 2 + Powerball Prize,Match 2 + Powerball CO Winners,Match 2 + Powerball Prize (with Power Play),Match 2 + Powerball CO Winners (with Power Play),Match 1 + Powerball Prize,Match 1 + Powerball CO Winners,Match 1 + Powerball Prize (with Power Play),Match 1 + Powerball CO Winners (with Power Play),Match 0 + Powerball Prize,Match 0 + Powerball CO Winners,Match 0 + Powerball Prize (with Power Play),Match 0 + Powerball CO Winners (with Power Play)
"Dec. 9, 2006",06/07/2007,19 - 22 - 30 - 34 - 52,40,4,"$25,200,000","$12,400,000",0,0,"$200,000",1,"$800,000",0,"$10,000",0,"$40,000",0,$100,19,$400,14,$100,31,$400,21,$7,957,$28,699,$7,381,$28,269,$4,2285,$16,1729,$3,4167,$12,3287
"Dec. 6, 2006",06/04/2007,7 - 34 - 35 - 36 - 38,14,4,"$20,000,000","$9,800,000",0,0,"$200,000",0,"$800,000",1,"$10,000",0,"$40,000",1,$100,15,$400,9,$100,27,$400,11,$7,902,$28,659,$7,363,$28,271,$4,2113,$16,1655,$3,3770,$12,2976
"Dec. 2, 2006",05/31/2007,17 - 34 - 42 - 45 - 50,11,3,"$15,000,000","$7,400,000",0,0,"$200,000",0,"$600,000",0,"$10,000",0,"$30,000",0,$100,19,$300,8,$100,25,$300,16,$7,849,$21,647,$7,357,$21,253,$4,2112,$12,1636,$3,4269,$9,3399
"Nov. 29, 2006",05/28/2007,2 - 8 - 9 - 12 - 19,25,3,"$74,500,000","$36,071,690",1,0,"$200,000",1,"$600,000",0,"$10,000",1,"$30,000",2,$100,53,$300,40,$100,67,$300,42,$7,1725,$21,1298,$7,570,$21,365,$4,2842,$12,1995,$3,4942,$9,3196
"Nov. 25, 2006",05/24/2007,5 - 18 - 28 - 49 - 55,38,5,"$64,500,000","$31,200,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,18,$500,12,$100,32,$500,18,$7,1134,$35,812,$7,474,$35,291,$4,2670,$20,1711,$3,4840,$15,3307
"Nov. 22, 2006",05/21/2007,22 - 32 - 36 - 49 - 55,8,5,"$54,600,000","$26,400,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",2,"$50,000",1,$100,21,$500,14,$100,31,$500,15,$7,1100,$35,753,$7,444,$35,307,$4,2922,$20,1969,$3,5683,$15,3902
"Nov. 18, 2006",05/17/2007,1 - 8 - 19 - 36 - 42,20,2,"$45,000,000","$21,700,000",0,0,"$200,000",0,"$400,000",0,"$10,000",0,"$20,000",0,$100,24,$200,10,$100,36,$200,19,$7,1334,$14,935,$7,480,$14,327,$4,2714,$8,1951,$3,4915,$6,3650
"Nov. 15, 2006",05/14/2007,11 - 28 - 30 - 34 - 43,29,3,"$35,500,000","$17,000,000",0,0,"$200,000",0,"$600,000",1,"$10,000",1,"$30,000",0,$100,26,$300,14,$100,31,$300,12,$7,968,$21,796,$7,372,$21,245,$4,2369,$12,1643,$3,4051,$9,3006
"Nov. 11, 2006",05/10/2007,35 - 38 - 40 - 49 - 55,41,2,"$26,900,000","$12,800,000",0,0,"$200,000",0,"$400,000",0,"$10,000",1,"$20,000",0,$100,24,$200,15,$100,28,$200,16,$7,936,$14,651,$7,358,$14,287,$4,2256,$8,1730,$3,4387,$6,3392
"Nov. 8, 2006",05/07/2007,8 - 11 - 12 - 26 - 53,4,4,"$20,000,000","$9,500,000",0,0,"$200,000",0,"$800,000",0,"$10,000",1,"$40,000",1,$100,22,$400,8,$100,28,$400,15,$7,1051,$28,833,$7,400,$28,350,$4,2247,$16,1928,$3,3983,$12,3098
"Nov. 4, 2006",05/03/2007,12 - 13 - 34 - 39 - 44,5,5,"$15,000,000","$7,100,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,18,$500,17,$100,30,$500,27,$7,930,$35,750,$7,386,$35,331,$4,2502,$20,2050,$3,4551,$15,3737
"Nov. 1, 2006",04/30/2007,7 - 8 - 13 - 46 - 54,35,2,"$94,100,000","$44,300,000",2,0,"$200,000",0,"$400,000",0,"$10,000",0,"$20,000",1,$100,32,$200,18,$100,38,$200,23,$7,1495,$14,982,$7,557,$14,371,$4,3258,$8,2089,$3,5894,$6,3777
"Oct. 28, 2006",04/26/2007,14 - 22 - 30 - 38 - 41,12,5,"$81,700,000","$38,500,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,30,$500,13,$100,36,$500,20,$7,1367,$35,917,$7,568,$35,329,$4,3240,$20,2129,$3,6048,$15,4129
"Oct. 25, 2006",04/23/2007,16 - 40 - 42 - 43 - 48,1,5,"$69,900,000","$32,700,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,28,$500,21,$100,28,$500,13,$7,1219,$35,762,$7,458,$35,288,$4,2838,$20,1899,$3,5363,$15,3443
"Oct. 21, 2006",04/19/2007,9 - 29 - 31 - 45 - 55,7,4,"$59,200,000","$27,700,000",0,0,"$200,000",0,"$800,000",0,"$10,000",0,"$40,000",2,$100,28,$400,11,$100,30,$400,26,$7,1193,$28,855,$7,565,$28,373,$4,3266,$16,2290,$3,5963,$12,4371
"Oct. 18, 2006",04/16/2007,2 - 24 - 34 - 41 - 48,24,3,"$47,600,000","$22,400,000",0,0,"$200,000",0,"$600,000",0,"$10,000",0,"$30,000",0,$100,28,$300,12,$100,31,$300,12,$7,1053,$21,715,$7,449,$21,307,$4,2461,$12,1919,$3,4624,$9,3218
"Oct. 14, 2006",04/12/2007,1 - 15 - 17 - 26 - 40,19,2,"$38,100,000","$17,900,000",0,0,"$200,000",0,"$400,000",0,"$10,000",1,"$20,000",0,$100,30,$200,10,$100,29,$200,29,$7,1258,$14,929,$7,614,$14,344,$4,2801,$8,2017,$3,5097,$6,3698
"Oct. 11, 2006",04/09/2007,5 - 10 - 12 - 35 - 38,9,4,"$27,100,000","$13,000,000",0,0,"$200,000",0,"$800,000",0,"$10,000",0,"$40,000",0,$100,30,$400,29,$100,32,$400,16,$7,1024,$28,860,$7,412,$28,342,$4,2429,$16,1754,$3,4338,$12,3143
"Oct. 7, 2006",04/05/2007,3 - 4 - 8 - 31 - 45,12,5,"$20,000,000","$9,600,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",2,$100,22,$500,19,$100,34,$500,24,$7,1171,$35,898,$7,481,$35,345,$4,2522,$20,1915,$3,4547,$15,3334
"Oct. 4, 2006",04/02/2007,3 - 7 - 27 - 39 - 40,8,5,"$15,000,000","$7,300,000",0,0,"$200,000",1,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,30,$500,18,$100,28,$500,16,$7,1029,$35,820,$7,366,$35,327,$4,2120,$20,1720,$3,3827,$15,2937
"Sept. 30, 2006",03/29/2007,6 - 15 - 30 - 32 - 39,5,5,"$15,000,000","$7,300,000",1,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,26,$500,9,$100,26,$500,18,$7,999,$35,759,$7,425,$35,318,$4,2360,$20,1998,$3,4519,$15,3555
"Sept. 27, 2006",03/26/2007,23 - 28 - 33 - 35 - 49,16,3,"$15,000,000","$7,200,000",1,0,"$200,000",0,"$600,000",0,"$10,000",0,"$30,000",0,$100,15,$300,13,$100,27,$300,15,$7,857,$21,597,$7,304,$21,230,$4,1916,$12,1467,$3,3600,$9,2519
"Sept. 23, 2006",03/22/2007,13 - 21 - 26 - 45 - 50,20,4,"$200,800,000","$96,000,000",1,0,"$200,000",1,"$800,000",0,"$10,000",1,"$40,000",1,$100,72,$400,43,$100,64,$400,35,$7,3094,$28,1557,$7,1259,$28,680,$4,7215,$16,3789,$3,13613,$12,7029
"Sept. 20, 2006",03/19/2007,7 - 8 - 17 - 29 - 54,26,2,"$178,600,000","$83,200,000",0,0,"$200,000",0,"$400,000",0,"$10,000",0,"$20,000",1,$100,58,$200,25,$100,65,$200,29,$7,2499,$14,1403,$7,982,$14,537,$4,5768,$8,3088,$3,10268,$6,5411
"Sept. 16, 2006",03/15/2007,7 - 8 - 26 - 27 - 42,12,5,"$158,300,000","$73,700,000",0,0,"$200,000",0,"$1,000,000",1,"$10,000",0,"$50,000",1,$100,47,$500,25,$100,75,$500,32,$7,2515,$35,1343,$7,960,$35,565,$4,5344,$20,2833,$3,9468,$15,5205
"Sept. 13, 2006",03/12/2007,15 - 19 - 26 - 45 - 47,3,4,"$136,100,000","$64,300,000",0,0,"$200,000",0,"$800,000",0,"$10,000",1,"$40,000",1,$100,30,$400,19,$100,37,$400,24,$7,1894,$28,1075,$7,734,$28,465,$4,4642,$16,2578,$3,8575,$12,4915
"Sept. 9, 2006",03/08/2007,3 - 19 - 20 - 22 - 47,2,2,"$119,200,000","$56,300,000",0,0,"$200,000",0,"$400,000",0,"$10,000",1,"$20,000",0,$100,45,$200,21,$100,59,$200,33,$7,1880,$14,1195,$7,705,$14,410,$4,4381,$8,2581,$3,7888,$6,4515
"Sept. 6, 2006",03/05/2007,2 - 21 - 27 - 35 - 55,1,4,"$103,000,000","$48,400,000",0,0,"$200,000",0,"$800,000",0,"$10,000",2,"$40,000",0,$100,28,$400,17,$100,34,$400,26,$7,1570,$28,927,$7,569,$28,345,$4,3902,$16,2090,$3,6731,$12,3894
"Sept. 2, 2006",03/01/2007,3 - 8 - 24 - 28 - 49,25,4,"$88,800,000","$41,700,000",0,0,"$200,000",0,"$800,000",0,"$10,000",1,"$40,000",1,$100,42,$400,20,$100,37,$400,26,$7,1624,$28,1094,$7,635,$28,363,$4,3609,$16,2297,$3,6697,$12,4211
"Aug. 30, 2006",02/26/2007,3 - 19 - 33 - 35 - 43,1,4,"$75,800,000","$35,100,000",0,0,"$200,000",1,"$800,000",0,"$10,000",1,"$40,000",0,$100,27,$400,17,$100,38,$400,20,$7,1317,$28,853,$7,501,$28,307,$4,3064,$16,1827,$3,5419,$12,3473
"Aug. 26, 2006",02/22/2007,24 - 26 - 38 - 42 - 46,16,5,"$63,900,000","$29,600,000",0,0,"$200,000",1,"$1,000,000",0,"$10,000",0,"$50,000",1,$100,26,$500,18,$100,30,$500,15,$7,1271,$35,820,$7,501,$35,303,$4,2965,$20,1910,$3,5553,$15,3664
"Aug. 23, 2006",02/19/2007,8 - 17 - 24 - 38 - 51,31,5,"$51,900,000","$23,800,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,21,$500,15,$100,34,$500,16,$7,1121,$35,807,$7,469,$35,305,$4,2727,$20,1943,$3,4959,$15,3339
"Aug. 19, 2006",02/15/2007,12 - 22 - 26 - 29 - 51,9,3,"$40,900,000","$18,800,000",0,0,"$200,000",0,"$600,000",0,"$10,000",1,"$30,000",0,$100,26,$300,13,$100,25,$300,19,$7,1181,$21,775,$7,478,$21,359,$4,2733,$12,1923,$3,5069,$9,3631
"Aug. 16, 2006",02/12/2007,2 - 13 - 22 - 48 - 50,2,4,"$29,500,000","$13,500,000",0,0,"$200,000",0,"$800,000",0,"$10,000",0,"$40,000",0,$100,20,$400,10,$100,32,$400,21,$7,952,$28,656,$7,368,$28,291,$4,2208,$16,1615,$3,4091,$12,3064
"Aug. 12, 2006",02/08/2007,13 - 14 - 18 - 27 - 54,32,5,"$20,000,000","$9,100,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",1,$100,16,$500,8,$100,27,$500,17,$7,921,$35,747,$7,376,$35,282,$4,2159,$20,1514,$3,4036,$15,2938
"Aug. 9, 2006",02/05/2007,16 - 19 - 41 - 43 - 52,35,2,"$15,000,000","$6,900,000",0,0,"$200,000",0,"$400,000",0,"$10,000",0,"$20,000",0,$100,18,$200,13,$100,15,$200,14,$7,755,$14,561,$7,292,$14,224,$4,1838,$8,1332,$3,3450,$6,2546
"Aug. 5, 2006",02/01/2007,2 - 3 - 9 - 48 - 50,23,2,"$208,600,000","$95,800,000",1,0,"$200,000",1,"$400,000",0,"$10,000",2,"$20,000",1,$100,65,$200,31,$100,89,$200,45,$7,3497,$14,1871,$7,1374,$14,735,$4,7954,$8,4146,$3,14582,$6,7479
"Aug. 2, 2006",01/29/2007,10 - 13 - 16 - 19 - 24,15,4,"$179,800,000","$81,700,000",0,0,"$200,000",2,"$800,000",0,"$10,000",1,"$40,000",1,$100,59,$400,21,$100,55,$400,35,$7,2813,$28,1610,$7,971,$28,512,$4,5832,$16,3061,$3,10672,$12,5431
"July 29, 2006",01/25/2007,14 - 19 - 26 - 39 - 55,29,4,"$157,000,000","$71,300,000",0,0,"$200,000",0,"$800,000",0,"$10,000",0,"$40,000",1,$100,46,$400,25,$100,67,$400,33,$7,2196,$28,1258,$7,866,$28,485,$4,4985,$16,2775,$3,9559,$12,5296
"July 26, 2006",01/22/2007,5 - 10 - 17 - 24 - 43,31,4,"$136,200,000","$61,900,000",0,0,"$200,000",0,"$800,000",0,"$10,000",1,"$40,000",0,$100,45,$400,34,$100,61,$400,31,$7,2033,$28,1293,$7,813,$28,467,$4,4573,$16,2601,$3,8178,$12,4659
"July 22, 2006",01/18/2007,14 - 40 - 47 - 54 - 55,6,4,"$118,500,000","$53,900,000",0,0,"$200,000",0,"$800,000",0,"$10,000",1,"$40,000",0,$100,41,$400,16,$100,30,$400,32,$7,1651,$28,993,$7,699,$28,398,$4,4145,$16,2498,$3,8020,$12,4889
"July 19, 2006",01/15/2007,2 - 32 - 38 - 44 - 50,21,4,"$101,500,000","$46,200,000",0,0,"$200,000",0,"$800,000",0,"$10,000",2,"$40,000",1,$100,43,$400,29,$100,30,$400,26,$7,1606,$28,1034,$7,608,$28,403,$4,4014,$16,2243,$3,7276,$12,4288
"July 15, 2006",01/11/2007,20 - 35 - 36 - 47 - 50,5,4,"$86,700,000","$39,400,000",0,0,"$200,000",0,"$800,000",0,"$10,000",3,"$40,000",0,$100,30,$400,15,$100,24,$400,22,$7,1302,$28,832,$7,505,$28,336,$4,3339,$16,2233,$3,6361,$12,4691
"July 12, 2006",01/08/2007,18 - 19 - 30 - 31 - 33,15,5,"$74,400,000","$33,300,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,27,$500,19,$100,25,$500,20,$7,1346,$35,863,$7,460,$35,280,$4,2794,$20,1837,$3,5152,$15,3222
"July 8, 2006",01/04/2007,32 - 37 - 44 - 49 - 50,13,4,"$62,500,000","$28,000,000",0,0,"$200,000",0,"$800,000",0,"$10,000",1,"$40,000",0,$100,25,$400,17,$100,31,$400,22,$7,1164,$28,791,$7,455,$28,337,$4,2833,$16,1933,$3,5742,$12,3969
"July 5, 2006",01/01/2007,26 - 39 - 41 - 52 - 53,20,2,"$50,700,000","$22,600,000",0,0,"$200,000",0,"$400,000",0,"$10,000",0,"$20,000",0,$100,16,$200,12,$100,24,$200,13,$7,1019,$14,658,$7,336,$14,239,$4,2357,$8,1566,$3,4368,$6,3178
"July 1, 2006",12/28/2006,2 - 31 - 35 - 40 - 42,34,3,"$40,500,000","$18,100,000",0,0,"$200,000",0,"$600,000",0,"$10,000",0,"$30,000",0,$100,20,$300,15,$100,34,$300,16,$7,1050,$21,802,$7,399,$21,282,$4,2414,$12,1680,$3,4504,$9,3328
"June 28, 2006",12/25/2006,2 - 8 - 16 - 45 - 51,32,5,"$29,200,000","$13,000,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",1,"$50,000",1,$100,21,$500,15,$100,35,$500,16,$7,872,$35,659,$7,340,$35,236,$4,1969,$20,1504,$3,3747,$15,2832
"June 24, 2006",12/21/2006,8 - 11 - 30 - 39 - 47,23,3,"$20,000,000","$8,900,000",0,0,"$200,000",0,"$600,000",0,"$10,000",0,"$30,000",0,$100,23,$300,18,$100,23,$300,23,$7,982,$21,767,$7,386,$21,287,$4,2219,$12,1713,$3,4068,$9,2970
"June 21, 2006",12/18/2006,11 - 19 - 22 - 43 - 45,34,3,"$15,000,000","$6,800,000",0,0,"$200,000",0,"$600,000",1,"$10,000",0,"$30,000",0,$100,20,$300,10,$100,13,$300,16,$7,880,$21,653,$7,343,$21,255,$4,1843,$12,1380,$3,3401,$9,2600
"June 17, 2006",12/14/2006,10 - 20 - 22 - 39 - 48,25,4,"$101,800,000","$46,300,000",1,0,"$200,000",1,"$800,000",0,"$10,000",0,"$40,000",2,$100,34,$400,19,$100,42,$400,29,$7,1662,$28,1012,$7,679,$28,390,$4,3884,$16,2421,$3,7294,$12,4408
"June 14, 2006",12/11/2006,4 - 14 - 15 - 40 - 48,12,3,"$85,500,000","$39,000,000",0,0,"$200,000",0,"$600,000",0,"$10,000",0,"$30,000",0,$100,36,$300,14,$100,31,$300,19,$7,1218,$21,811,$7,512,$21,294,$4,3103,$12,1880,$3,5595,$9,3487
"June 10, 2006",12/07/2006,16 - 24 - 26 - 36 - 54,11,3,"$73,000,000","$33,300,000",0,0,"$200,000",0,"$600,000",0,"$10,000",0,"$30,000",0,$100,25,$300,9,$100,46,$300,10,$7,1257,$21,903,$7,512,$21,364,$4,3157,$12,2163,$3,5724,$9,4034
"June 7, 2006",12/04/2006,4 - 10 - 20 - 26 - 40,8,5,"$61,300,000","$27,400,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",1,$100,24,$500,19,$100,31,$500,22,$7,1313,$35,950,$7,499,$35,346,$4,3007,$20,1945,$3,5131,$15,3471
"June 3, 2006",11/30/2006,5 - 6 - 18 - 20 - 50,35,5,"$49,700,000","$22,200,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",3,"$50,000",0,$100,24,$500,20,$100,30,$500,20,$7,1148,$35,938,$7,473,$35,327,$4,2627,$20,1907,$3,4730,$15,3330
"May 31, 2006",11/27/2006,10 - 20 - 22 - 43 - 49,3,5,"$37,700,000","$16,900,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,19,$500,11,$100,24,$500,18,$7,959,$35,656,$7,368,$35,226,$4,2247,$20,1736,$3,4229,$15,3161
"May 27, 2006",11/23/2006,6 - 23 - 27 - 41 - 47,19,3,"$27,700,000","$12,400,000",0,0,"$200,000",0,"$600,000",0,"$10,000",1,"$30,000",0,$100,14,$300,17,$100,29,$300,22,$7,969,$21,799,$7,422,$21,304,$4,2455,$12,1814,$3,4431,$9,3287
"May 24, 2006",11/20/2006,2 - 3 - 12 - 47 - 51,10,3,"$20,000,000","$8,900,000",0,0,"$200,000",0,"$600,000",0,"$10,000",0,"$30,000",1,$100,14,$300,13,$100,25,$300,17,$7,950,$21,657,$7,363,$21,271,$4,2095,$12,1599,$3,3714,$9,2930
"May 20, 2006",11/16/2006,2 - 9 - 23 - 44 - 45,38,2,"$15,000,000","$6,700,000",0,0,"$200,000",0,"$400,000",0,"$10,000",0,"$20,000",1,$100,14,$200,9,$100,16,$200,15,$7,993,$14,842,$7,376,$14,297,$4,2196,$8,1669,$3,3836,$6,2970
"May 17, 2006",11/13/2006,15 - 17 - 24 - 26 - 35,38,4,"$116,800,000","$51,600,000",1,0,"$200,000",0,"$800,000",0,"$10,000",3,"$40,000",0,$100,23,$400,22,$100,41,$400,27,$7,1710,$28,1073,$7,659,$28,396,$4,3628,$16,2240,$3,6639,$12,4108
"May 13, 2006",11/09/2006,19 - 28 - 30 - 47 - 54,13,3,"$101,900,000","$45,000,000",0,0,"$200,000",0,"$600,000",0,"$10,000",0,"$30,000",2,$100,29,$300,30,$100,37,$300,18,$7,1659,$21,1011,$7,671,$21,413,$4,4065,$12,2538,$3,7717,$9,5040
"May 10, 2006",11/06/2006,3 - 4 - 11 - 37 - 44,24,3,"$85,200,000","$38,200,000",0,0,"$200,000",0,"$600,000",0,"$10,000",1,"$30,000",1,$100,33,$300,20,$100,31,$300,24,$7,1430,$21,1032,$7,609,$21,388,$4,3188,$12,2086,$3,5473,$9,3942
"May 6, 2006",11/02/2006,12 - 23 - 25 - 32 - 38,27,2,"$73,200,000","$32,900,000",0,0,"$200,000",0,"$400,000",1,"$10,000",0,"$20,000",0,$100,31,$200,22,$100,39,$200,37,$7,1422,$14,1044,$7,534,$14,380,$4,3146,$8,2322,$3,5828,$6,4264
"May 3, 2006",10/30/2006,4 - 6 - 19 - 38 - 42,37,2,"$61,400,000","$27,300,000",0,0,"$200,000",0,"$400,000",0,"$10,000",0,"$20,000",0,$100,33,$200,13,$100,25,$200,22,$7,1244,$14,979,$7,462,$14,371,$4,2729,$8,2132,$3,5083,$6,3766
"April 29, 2006",10/26/2006,19 - 30 - 35 - 40 - 41,14,5,"$50,400,000","$22,400,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",1,"$50,000",0,$100,26,$500,17,$100,33,$500,24,$7,1180,$35,887,$7,440,$35,371,$4,2656,$20,2142,$3,4979,$15,4063
"April 26, 2006",10/23/2006,12 - 24 - 26 - 48 - 55,14,4,"$38,700,000","$17,400,000",0,0,"$200,000",0,"$800,000",0,"$10,000",1,"$40,000",1,$100,23,$400,16,$100,15,$400,22,$7,1003,$28,784,$7,399,$28,313,$4,2376,$16,1911,$3,4315,$12,3612
"April 22, 2006",10/19/2006,4 - 5 - 6 - 18 - 27,24,5,"$29,100,000","$13,100,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",1,$100,42,$500,24,$100,31,$500,30,$7,1381,$35,1224,$7,447,$35,354,$4,2507,$20,2053,$3,4269,$15,3337
"April 19, 2006",10/16/2006,5 - 28 - 32 - 34 - 53,10,4,"$20,000,000","$9,200,000",0,0,"$200,000",0,"$800,000",0,"$10,000",0,"$40,000",1,$100,15,$400,9,$100,17,$400,11,$7,941,$28,766,$7,367,$28,302,$4,2176,$16,1704,$3,4036,$12,3163
"April 15, 2006",10/12/2006,13 - 18 - 23 - 28 - 46,33,3,"$15,000,000","$6,900,000",0,0,"$200,000",0,"$600,000",0,"$10,000",1,"$30,000",0,$100,25,$300,19,$100,18,$300,22,$7,1029,$21,875,$7,417,$21,334,$4,2455,$12,1958,$3,4265,$9,3580
"April 12, 2006",10/09/2006,16 - 26 - 34 - 35 - 41,24,4,"$224,200,000","$102,900,000",1,0,"$200,000",0,"$800,000",0,"$10,000",0,"$40,000",1,$100,58,$400,35,$100,62,$400,37,$7,2836,$28,1551,$7,1041,$28,587,$4,6524,$16,3532,$3,12359,$12,6965
"April 8, 2006",10/05/2006,4 - 23 - 35 - 43 - 44,35,3,"$198,000,000","$90,900,000",0,0,"$200,000",1,"$600,000",0,"$10,000",1,"$30,000",1,$100,53,$300,32,$100,60,$300,35,$7,2405,$21,1452,$7,971,$21,579,$4,5713,$12,3373,$3,10467,$9,6288
"April 5, 2006",10/02/2006,3 - 9 - 24 - 29 - 39,42,2,"$173,900,000","$80,400,000",0,0,"$200,000",0,"$400,000",0,"$10,000",1,"$20,000",2,$100,49,$200,23,$100,63,$200,38,$7,2364,$14,1556,$7,850,$14,553,$4,5090,$8,3220,$3,9011,$6,5746
"April 1, 2006",09/28/2006,1 - 10 - 23 - 50 - 55,29,3,"$154,700,000","$71,600,000",0,0,"$200,000",1,"$600,000",0,"$10,000",4,"$30,000",3,$100,43,$300,32,$100,32,$300,37,$7,2060,$21,1387,$7,809,$21,544,$4,4676,$12,3127,$3,8484,$9,5839
"March 29, 2006",09/25/2006,2 - 14 - 24 - 28 - 54,13,2,"$132,900,000","$62,700,000",0,0,"$200,000",0,"$400,000",0,"$10,000",2,"$20,000",2,$100,35,$200,15,$100,49,$200,37,$7,1840,$14,1339,$7,748,$14,521,$4,4160,$8,3142,$3,7771,$6,5909
"March 25, 2006",09/21/2006,20 - 34 - 37 - 39 - 45,32,4,"$117,600,000","$55,500,000",0,0,"$200,000",1,"$800,000",0,"$10,000",1,"$40,000",2,$100,37,$400,28,$100,49,$400,30,$7,1770,$28,1337,$7,606,$28,486,$4,3942,$16,2970,$3,7249,$12,5474
"March 22, 2006",09/18/2006,18 - 22 - 23 - 38 - 45,31,2,"$101,300,000","$48,000,000",0,0,"$200,000",0,"$400,000",0,"$10,000",1,"$20,000",0,$100,34,$200,21,$100,33,$200,32,$7,1513,$14,1125,$7,579,$14,448,$4,3495,$8,2745,$3,6386,$6,5056
"March 18, 2006",09/14/2006,1 - 25 - 34 - 36 - 42,19,2,"$87,700,000","$41,600,000",0,0,"$200,000",0,"$400,000",0,"$10,000",1,"$20,000",0,$100,34,$200,20,$100,35,$200,33,$7,1454,$14,1254,$7,601,$14,514,$4,3469,$8,3014,$3,6722,$6,5628
"March 15, 2006",09/11/2006,7 - 12 - 36 - 48 - 54,37,5,"$75,000,000","$35,300,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,24,$500,22,$100,32,$500,24,$7,1291,$35,1120,$7,501,$35,452,$4,2856,$20,2558,$3,5479,$15,4910
"March 11, 2006",09/07/2006,16 - 35 - 37 - 52 - 54,33,10,"$63,500,000","$29,900,000",0,0,"$200,000",0,"$2,000,000",0,"$10,000",3,"$100,000",0,$100,25,"$1,000",18,$100,30,"$1,000",29,$7,1215,$70,1013,$7,463,$70,378,$4,2951,$40,2467,$3,5877,$30,4889
"March 8, 2006",09/04/2006,1 - 5 - 7 - 21 - 43,20,5,"$50,700,000","$24,300,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",2,"$50,000",1,$100,31,$500,19,$100,37,$500,35,$7,1469,$35,1336,$7,465,$35,397,$4,2733,$20,2313,$3,4730,$15,4066
"March 4, 2006",08/31/2006,13 - 22 - 27 - 52 - 55,26,5,"$40,400,000","$19,400,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",0,"$50,000",0,$100,15,$500,18,$100,27,$500,22,$7,1147,$35,899,$7,443,$35,362,$4,2754,$20,2223,$3,5038,$15,4108
"March 1, 2006",08/28/2006,10 - 25 - 35 - 38 - 41,23,5,"$29,200,000","$14,100,000",0,0,"$200,000",0,"$1,000,000",0,"$10,000",1,"$50,000",1,$100,20,$500,11,$100,22,$500,21,$7,954,$35,775,$7,396,$35,301,$4,2290,$20,1787,$3,4344,$15,3073
"Feb. 25, 2006",08/24/2006,3 - 37 - 46 - 48 - 51,22,4,"$20,000,000","$9,700,000",0,0,"$200,000",0,"$800,000",0,"$10,000",0,"$40,000",0,$100,17,$400,10,$100,22,$400,22,$7,939,$28,665,$7,376,$28,270,$4,2333,$16,1599,$3,4495,$12,3124
"Feb. 22, 2006",08/21/2006,9 - 23 - 47 - 53 - 55,39,2,"$15,000,000","$7,200,000",0,0,"$200,000",0,"$400,000",0,"$10,000",0,"$20,000",0,$100,15,$200,11,$100,13,$200,13,$7,797,$14,594,$7,326,$14,220,$4,1902,$8,1393,$3,3582,$6,2498
"Feb. 18, 2006",08/17/2006,15 - 17 - 43 - 44 - 48,29,4,"$365,000,000","$177,300,000",1,0,"$200,000",0,"$800,000",0,"$10,000",6,"$40,000",3,$100,199,$400,101,$100,276,$400,99,$7,11101,$28,4660,$7,4298,$28,1840,$4,25298,$16,10470,$3,46740,$12,19759
